num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_noun,num_lexic_words,num_verb,num_total_prop,num_proper_noun,num_personal_pronouns,num_adv,num_indic,num_rare_words,num_rare_verbs,num_dif_rare_words,num_inf,num_adj,num_subord,num_rare_nouns,num_neg,num_rare_adj,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
5,20.0,1,2,239.0,288.0,65.0,142.0,49.0,52.0,12.0,2.0,19.0,17.0,17.0,13.0,11.0,4.0,9.0,19.0,2.0,1.0,2.0,0.7,0.625,150,5.6,181.65,990.9991,0.0427,2.45,4.0,334.728,205.0209,4.6,129.4675,8.0,1.0,0.0,24.0,26.0,59.0,4.0,11.95,6.0973,7.5885,2.7197,2.6,2.45,6.2034,5.44,2.3889,7.1562,7.3,7.1849,11.9718,18.0328,2.7568,4.7799,2.5572,31.6288,1.1057,3.4799,2.3986,83.682,20.9205,0.0,0.0,8.3682,16.7364,79.4979,71.1297,205.0209,271.9665,50.2092,37.6569,79.4979,594.1423,246.8619,33.4728,100.4184,108.7866,4.1841,0.0,8.3682,8.3682,54.3933,0.0,0.0,71.1297,46.0251,50.0912,75.451,0.5941,0.272,0.205,0.0377,0.0795,4.1841,0.6276,0.7385,0.7551,0.7778,0.7895,0.7652,0.6778,0.5846,0.4082,0.3333,0.7895,0.5289,0.1558,0.2,0.3061,0.1579,0.1474,0.1579,0.1474,0.0216,0.0351,0.0157,0.0328
15,42.0,1,1,487.0,610.0,150.0,295.0,96.0,115.0,31.0,0.0,15.0,17.0,16.0,7.0,13.0,12.0,34.0,34.0,7.0,6.0,2.0,0.7753,0.6742,310,4.0238,1783.2857,1602.1807,0.0316,2.2857,4.2381,365.5031,197.1253,4.4762,289.9628,4.0,2.0,0.0,58.0,9.0,73.0,2.8,11.5952,6.6372,5.9093,2.9035,2.7381,2.9286,7.2734,5.3525,2.6538,7.3571,7.7143,7.6914,5.4237,11.4035,1.9391,8.4658,3.1533,2.4672,1.5005,5.1975,3.019,86.2423,30.8008,0.0,0.0,0.0,24.6407,69.8152,34.9076,197.1253,308.0082,63.655,69.8152,30.8008,605.7495,149.8973,8.2136,119.0965,18.4805,4.1068,0.0,14.3737,4.1068,14.3737,0.0,0.0,32.8542,26.694,11.137,23.4158,0.6057,0.308,0.1971,0.0698,0.0308,12.3203,0.6366,0.8133,0.7396,0.9118,0.8667,0.8329,0.7043,0.68,0.6042,0.7353,0.8667,0.7215,0.1713,0.1111,0.0758,0.122,0.0348,0.122,0.0348,0.0156,0.0349,0.0068,0.0245
6,10.0,4,2,122.0,152.0,42.0,74.0,18.0,34.0,13.0,0.0,5.0,4.0,3.0,1.0,3.0,0.0,9.0,4.0,1.0,0.0,1.0,0.5091,0.4909,99,4.5,1653.9,3442.4937,0.0228,1.8,5.5,450.8197,147.541,4.4,204.974,0.0,0.0,0.0,23.0,2.0,25.0,1.6667,12.2,6.4153,5.839,2.9016,3.4,3.0,6.8529,6.3438,3.25,8.2,8.6,7.407,4.0541,6.8182,0.7454,5.6356,2.7719,2.3068,1.2441,4.005,2.549,81.9672,49.1803,0.0,0.0,0.0,0.0,32.7869,32.7869,147.541,344.2623,106.5574,73.7705,40.9836,606.5574,204.918,0.0,188.5246,16.3934,0.0,0.0,8.1967,8.1967,8.1967,0.0,0.0,24.5902,24.5902,33.2303,55.8869,0.6066,0.3443,0.1475,0.0738,0.041,0.0,0.8115,1.0,1.0,1.0,1.0,1.0,0.8607,0.9762,0.7778,0.8889,1.0,0.9107,0.2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,20.0,5,5,247.0,309.0,85.0,166.0,45.0,53.0,2.0,0.0,11.0,17.0,18.0,11.0,11.0,18.0,25.0,17.0,6.0,1.0,0.0,0.7586,0.6897,156,5.05,1260.95,933.1518,0.0415,2.25,4.35,352.2267,182.1862,4.8,141.2235,3.0,7.0,0.0,29.0,6.0,45.0,2.5,12.35,6.6946,5.5816,3.0081,2.65,3.1,5.8,7.7073,2.5,8.6,8.4,7.6905,10.8434,23.913,1.8708,6.4906,2.8022,2.2944,1.2338,4.3977,2.5447,80.9717,32.3887,0.0,0.0,0.0,72.8745,68.8259,68.8259,182.1862,344.1296,8.0972,101.2146,44.5344,672.0648,182.1862,12.1457,117.4089,24.2915,28.3401,0.0,24.2915,0.0,44.5344,1.0,4.0486,72.8745,44.5344,43.9004,96.8138,0.6721,0.3441,0.1822,0.1012,0.0445,4.0486,0.6316,0.6824,0.8,0.64,0.9091,0.7579,0.6559,0.4824,0.5111,0.52,0.8182,0.5829,0.023,0.25,0.1724,0.2632,0.1895,0.2632,0.1947,0.0353,0.0505,0.0191,0.0364
6,13.0,2,3,133.0,164.0,47.0,82.0,25.0,29.0,13.0,0.0,4.0,8.0,12.0,4.0,5.0,8.0,6.0,11.0,7.0,0.0,1.0,0.8036,0.6786,99,4.7692,4323.0,1314.1332,0.0322,1.9231,4.3077,421.0526,187.9699,4.3077,125.939,0.0,3.0,0.0,8.0,3.0,14.0,2.1667,10.2308,6.0391,5.1797,2.6165,2.2308,2.3846,5.3158,7.6667,5.0,9.0,7.6923,6.73,14.6341,16.6667,0.6872,5.7933,2.7878,1.9463,1.2368,4.392,2.7087,97.7444,45.1128,0.0,0.0,0.0,60.1504,82.7068,60.1504,187.9699,353.3835,97.7444,45.1128,30.0752,616.5414,105.2632,0.0,60.1504,22.5564,22.5564,0.0,52.6316,7.5188,30.0752,0.0,0.0,90.2256,37.594,110.0308,125.3135,0.6165,0.3534,0.188,0.0451,0.0301,0.0,0.7444,0.8085,0.68,1.0,1.0,0.8721,0.8647,0.7234,0.56,1.0,1.0,0.8209,0.2167,0.1429,0.1111,0.1667,0.1538,0.1667,0.1538,0.0457,0.0863,0.0256,0.0556
