num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_proper_noun,num_noun,num_lexic_words,num_adj,num_total_prop,num_verb,num_rare_words,num_rare_nouns,num_dif_rare_words,num_adv,num_subord,num_inf,num_indic,num_neg,num_rare_verbs,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
5,18.0,2,1,174.0,216.0,2.0,55.0,118.0,11.0,42.0,41.0,5.0,4.0,5.0,11.0,18.0,4.0,9.0,2.0,1.0,0.5172,0.4828,125,5.1667,6512.0556,1166.9527,0.0327,2.2778,3.2222,333.3333,235.6322,3.6111,194.94,6.0,2.0,0.0,10.0,4.0,22.0,3.6,9.6667,6.4667,5.5455,2.8488,2.3333,2.3333,9.525,5.5526,2.7222,8.1,6.6667,7.3417,4.2373,12.1951,1.6248,5.0772,2.6228,2.1531,1.1863,3.5434,2.4273,103.4483,28.7356,0.0,0.0,0.0,0.0,22.9885,103.4483,51.7241,235.6322,316.092,11.4943,63.2184,63.2184,678.1609,126.4368,34.4828,57.4713,22.9885,11.4943,0.0,22.9885,0.0,0.0,5.7471,0.0,0.0,28.7356,28.7356,24.3523,70.0868,0.6782,0.3161,0.2356,0.0632,0.0632,11.4943,0.7184,0.8182,0.8537,1.0,0.7273,0.8498,0.7586,0.5636,0.6098,0.9091,0.7273,0.7025,0.0351,0.0769,0.0667,0.0588,0.0654,0.0588,0.0654,0.0059,0.0164,0.009,0.0261
6,24.0,4,3,243.0,302.0,9.0,75.0,163.0,14.0,70.0,60.0,14.0,4.0,9.0,14.0,28.0,15.0,11.0,2.0,10.0,0.6429,0.5714,183,4.25,314.9583,1322.9271,0.0241,2.5,3.5,345.679,246.9136,4.125,308.7052,3.0,4.0,0.0,21.0,9.0,37.0,4.0,10.125,6.5319,5.3957,2.8648,2.9167,2.4583,4.4902,5.3636,2.1875,7.1786,7.4167,7.1966,8.589,15.0,1.633,4.2848,2.4237,1.77,1.095,2.9709,2.188,98.7654,24.6914,0.0,0.0,0.0,0.0,61.7284,115.2263,45.2675,246.9136,308.642,37.037,57.6132,57.6132,670.7819,152.2634,12.3457,86.4198,37.037,16.4609,0.0,16.4609,0.0,0.0,41.1523,0.0,0.0,57.6132,37.037,35.3457,61.7284,0.6708,0.3086,0.2469,0.0576,0.0576,8.2305,0.7531,0.84,0.7667,0.9286,0.9286,0.866,0.7284,0.68,0.4333,0.8571,0.9286,0.7248,0.1071,0.0556,0.0682,0.0435,0.0616,0.0435,0.0616,0.022,0.0407,0.0096,0.0282
11,29.0,5,4,270.0,339.0,0.0,87.0,188.0,18.0,73.0,65.0,18.0,4.0,14.0,18.0,29.0,21.0,16.0,7.0,13.0,0.5102,0.449,177,4.2759,156.8621,1049.6375,0.0363,2.2414,3.3793,362.963,240.7407,3.8621,156.0649,2.0,2.0,0.0,24.0,7.0,35.0,2.6364,9.3103,6.2264,5.317,2.7807,2.5172,2.3793,4.0577,6.3415,4.5,7.1034,6.8621,7.1156,9.5745,21.2121,1.1499,5.266,2.7667,2.1451,1.2407,4.2809,2.5026,107.4074,40.7407,0.0,0.0,11.0,40.7407,77.7778,107.4074,59.2593,240.7407,322.2222,0.0,66.6667,66.6667,696.2963,129.6296,7.4074,88.8889,25.9259,7.4074,0.0,14.8148,0.0,0.0,48.1481,1.0,3.7037,66.6667,51.8519,35.4611,78.5633,0.6963,0.3222,0.2407,0.0667,0.0667,25.9259,0.6556,0.7011,0.8308,0.8889,0.8889,0.8274,0.8148,0.5862,0.5385,0.8333,0.8889,0.7117,0.0,0.1111,0.0968,0.1786,0.1724,0.1071,0.1182,0.0139,0.0374,0.0123,0.0319
4,15.0,4,2,193.0,239.0,0.0,53.0,126.0,11.0,52.0,51.0,10.0,6.0,3.0,11.0,25.0,10.0,12.0,5.0,4.0,0.3519,0.3333,125,4.9333,1023.8,892.7958,0.0429,3.4,3.6,279.7927,264.2487,3.9333,114.5662,9.0,4.0,1.0,23.0,8.0,45.0,3.75,12.8667,5.9574,5.117,2.6804,3.4667,3.0667,6.2353,5.7021,2.2105,8.0714,8.5333,6.8906,7.9365,6.5217,2.1651,6.7515,2.49,1.9316,1.094,4.8009,2.3226,77.7202,20.7254,0.0,0.0,1.0,5.1813,51.8135,129.5337,62.1762,264.2487,274.6114,0.0,56.9948,56.9948,652.8497,233.1606,46.6321,119.171,41.4508,20.7254,5.1813,31.0881,0.0,0.0,20.7254,0.0,0.0,51.8135,15.544,41.1218,33.7912,0.6528,0.2746,0.2642,0.057,0.057,25.9067,0.6477,0.6604,0.7451,0.7273,0.9091,0.7605,0.7098,0.5849,0.4706,0.4545,0.9091,0.6048,0.0,0.4545,0.3333,0.3571,0.2381,0.4286,0.2476,0.0385,0.0451,0.0323,0.048
14,21.0,1,1,180.0,219.0,4.0,55.0,119.0,8.0,42.0,42.0,11.0,3.0,9.0,14.0,10.0,22.0,7.0,2.0,6.0,0.4655,0.3966,128,3.619,1701.9048,1110.288,0.0333,2.0,2.7619,322.2222,233.3333,3.7619,167.1141,2.0,1.0,0.0,19.0,5.0,27.0,1.5,8.5714,5.8857,5.0751,2.5801,2.0,1.8571,7.069,5.3913,2.1111,7.5,6.0476,6.7008,9.2437,20.9302,0.7319,4.51,2.3685,1.7069,1.1077,3.5386,2.0709,116.6667,77.7778,0.0,0.0,0.0,0.0,122.2222,55.5556,38.8889,233.3333,305.5556,22.2222,44.4444,77.7778,661.1111,150.0,11.1111,105.5556,27.7778,5.5556,0.0,16.6667,1.0,5.5556,33.3333,1.0,5.5556,61.1111,50.0,51.3539,116.2789,0.6611,0.3056,0.2333,0.0444,0.0778,11.1111,0.7111,0.7455,0.8571,1.0,0.7857,0.8471,0.8111,0.5636,0.6905,0.5,0.8571,0.6528,0.0678,0.2857,0.3333,0.2,0.0762,0.2,0.0762,0.0219,0.0392,0.0092,0.0343
