5,2,15.0,1.416,1.008,4.6667,3.4778,822.5475,0.0575,3.0,6.9444,359.1954,155.1724,5.3333,77.1862,76.2579,1.8,19.3333,4.389,4.0893,1.8477,3.5,2.2778,4.988,6.0328,1.7333,7.4348,0.75,6.5556,6.6186,26.1438,26.6667,0.9798,10.2578,2.3745,2.2291,0.9017,4.3744,1.8637,51.7241,28.7356,0.0,68.9655,8.6207,5.7471,60.3448,5.7471,31.6092,74.7126,45.977,40.2299,0.0,106.3218,155.1724,201.1494,17.2414,40.2299,43.1034,34.4828,439.6552,114.9425,31.6092,51.7241,14.3678,17.2414,0.0,54.5977,14.3678,45.977,0.0,114.9425,91.954,75.1259,76.6284,0.4397,0.2011,0.1552,0.0402,0.0431,14.3678,0.5115,0.7429,0.8333,1.0,0.6,0.7941,0.6236,0.7286,0.6481,1.0,0.6,0.7442,0.0789,0.125,0.1667,0.2941,0.2222,0.1176,0.1307,0.0143,0.0268,0.0141,0.0299,0
7,3,20.0,1.6739,1.2391,4.4167,2.7817,831.3525,0.0558,3.8333,7.6667,305.6478,152.8239,5.9167,88.3638,69.4278,3.0,25.0833,4.2508,4.01,1.8638,4.6667,2.6667,5.04,6.62,2.1,7.75,0.3684,9.0833,6.4404,20.1389,25.0,1.5811,11.4489,2.3832,2.1507,0.9212,4.0714,2.1393,39.8671,13.289,0.0,59.8007,6.6445,6.6445,49.8339,6.6445,23.2558,86.3787,63.1229,6.6445,0.0,106.3123,152.8239,196.0133,26.5781,69.7674,59.8007,23.2558,478.4053,106.3123,19.9336,63.1229,13.289,9.9668,0.0,23.2558,19.9336,53.1561,0.0,96.3455,93.0233,66.9066,83.0565,0.4784,0.196,0.1528,0.0698,0.0598,6.6445,0.5349,0.7288,0.8913,0.8095,0.6111,0.7602,0.5615,0.678,0.6957,0.7619,0.5556,0.6728,0.1194,0.25,0.4118,0.4545,0.3636,0.2727,0.2879,0.0289,0.0249,0.025,0.0311,0
5,2,26.0,1.6281,1.1901,5.9333,2.886,895.1695,0.0495,3.9333,8.0667,320.9549,156.4987,6.2,99.621,67.8884,5.0,25.1333,4.4562,4.2149,1.8886,4.2667,2.5333,5.0556,6.1594,1.9474,7.76,0.4545,9.0667,6.7426,22.6744,25.1799,0.8165,14.6782,2.5934,2.4493,1.0057,5.4707,2.2719,39.7878,7.9576,0.0,66.313,18.5676,2.6525,47.7454,7.9576,37.1353,84.8806,29.1777,34.4828,0.0,87.5332,156.4987,196.2865,23.8727,53.0504,50.3979,13.2626,456.2334,92.8382,21.2202,42.4403,10.6101,15.9151,2.6525,39.7878,10.6101,47.7454,5.305,103.4483,92.8382,60.1443,66.7902,0.4562,0.1963,0.1565,0.0531,0.0504,5.305,0.5438,0.7973,0.8644,0.85,0.6316,0.7858,0.6021,0.7568,0.7119,0.75,0.6316,0.7126,0.1084,0.25,0.1935,0.2857,0.2381,0.2143,0.1714,0.0279,0.0354,0.015,0.0259,0
3,6,25.0,1.058,0.942,4.3571,3.04,942.3933,0.0511,3.6429,4.9286,281.6327,208.1633,4.8571,88.9038,74.3778,2.3333,17.5,4.4571,4.2653,1.9102,3.5714,2.5714,4.6027,5.7455,2.0556,7.5405,0.4167,6.5714,6.8913,18.3333,21.5686,1.7951,4.9678,2.7351,2.5792,1.0767,1.8406,2.2958,57.1429,24.4898,0.0,85.7143,0.0,0.0,69.3878,16.3265,61.2245,97.9592,48.9796,40.8163,0.0,122.449,208.1633,183.6735,24.4898,28.5714,69.3878,20.4082,489.7959,89.7959,20.4082,36.7347,4.0816,28.5714,0.0,8.1633,4.0816,73.4694,4.0816,89.7959,89.7959,74.8298,88.0351,0.4898,0.1837,0.2082,0.0286,0.0694,8.1633,0.5796,0.7778,0.9608,0.7143,0.8235,0.8191,0.6122,0.7556,0.7843,0.7143,0.7647,0.7547,0.1176,0.25,0.1579,0.4615,0.2747,0.3077,0.1429,0.0285,0.0381,0.0147,0.0304,0
2,1,20.0,1.18,0.99,3.1667,3.6075,640.3329,0.0726,2.5,4.1667,296.7359,178.0415,4.5833,74.1895,82.1317,1.8462,14.0417,4.2246,4.1138,1.8398,2.7083,1.7083,3.7841,5.7895,1.3333,7.8462,0.75,4.875,6.1709,11.5385,17.7083,1.0263,6.5985,2.3549,2.2238,0.9765,2.1854,2.1335,71.2166,38.5757,0.0,89.0208,8.9021,8.9021,59.3472,11.8694,23.7389,74.184,35.6083,41.543,0.0,112.7596,178.0415,160.2374,38.5757,47.4777,77.1513,26.7062,462.908,127.5964,32.6409,41.543,23.7389,29.6736,0.0,8.9021,2.9674,41.543,0.0,53.4125,50.4451,34.2389,52.5469,0.4629,0.1602,0.178,0.0475,0.0772,20.7715,0.451,0.5556,0.75,0.6875,0.4231,0.604,0.5905,0.5,0.6167,0.6875,0.4231,0.5568,0.194,0.4545,0.2941,0.4783,0.2609,0.3043,0.1812,0.0545,0.0815,0.0294,0.0516,0
2,2,33.0,1.2453,1.0755,2.9333,1.734,821.3305,0.0567,2.0667,3.5333,307.2464,179.7101,4.2667,70.5289,75.6317,2.1429,11.5,4.7907,4.6221,1.9913,2.5,2.5333,4.9091,6.5,1.6667,8.0263,0.3913,4.5667,7.5036,31.25,29.8507,1.1249,8.8006,2.9368,2.7549,1.1125,3.2628,2.3865,86.9565,40.5797,0.0,34.7826,2.8986,2.8986,26.087,8.6957,28.9855,81.1594,66.6667,43.4783,0.0,136.2319,179.7101,185.5072,31.8841,75.3623,69.5652,26.087,510.1449,75.3623,2.8986,46.3768,0.0,26.087,0.0,57.971,43.4783,52.1739,5.7971,159.4203,115.942,90.5797,86.5238,0.5101,0.1855,0.1797,0.0754,0.0696,14.4928,0.5159,0.7344,0.8548,0.6923,0.6667,0.737,0.6319,0.6875,0.5806,0.7692,0.625,0.6656,0.1467,0.125,0.0769,0.069,0.0805,0.069,0.0667,0.0093,0.0305,0.01,0.0318,1
3,3,25.0,1.2258,1.0645,1.3913,2.7535,786.9215,0.0466,1.8261,2.6957,298.0769,201.9231,3.7826,90.4974,77.0387,2.0909,9.0435,4.7286,4.6571,2.0096,2.087,1.8261,4.3846,6.0,1.2222,7.72,0.4,3.4783,7.275,24.0741,27.7108,1.0833,8.9125,2.7199,2.5591,1.1351,3.2285,2.302,110.5769,52.8846,0.0,62.5,33.6538,33.6538,24.0385,14.4231,43.2692,105.7692,24.0385,86.5385,0.0,120.1923,201.9231,182.6923,4.8077,67.3077,67.3077,9.6154,519.2308,81.7308,38.4615,9.6154,9.6154,19.2308,4.8077,57.6923,9.6154,57.6923,0.0,125.0,110.5769,115.7409,133.225,0.5192,0.1827,0.2019,0.0673,0.0673,0.0,0.6202,0.7368,0.8333,0.8571,0.7143,0.7854,0.6202,0.6842,0.6905,0.8571,0.7143,0.7365,0.0256,0.0833,0.0526,0.0909,0.0751,0.0909,0.0672,0.0085,0.0275,0.0102,0.0401,1
2,1,14.0,1.5778,1.3111,3.9167,2.8842,862.1344,0.044,2.0,3.75,314.6853,167.8322,4.0,80.7148,73.8458,1.5,11.9167,4.7083,4.7083,2.014,2.0,1.9167,5.2439,6.625,1.4,7.5926,0.5,4.25,7.0784,18.75,20.3125,0.7071,7.0173,2.5897,2.5573,1.0241,2.1262,1.9387,83.9161,55.9441,0.0,55.9441,0.0,0.0,48.951,6.993,27.972,48.951,111.8881,13.986,0.0,118.8811,167.8322,258.7413,0.0,83.9161,48.951,55.9441,559.4406,97.9021,13.986,34.965,13.986,34.965,0.0,48.951,13.986,27.972,13.986,104.8951,90.9091,131.1189,142.0455,0.5594,0.2587,0.1678,0.0839,0.049,6.993,0.6713,0.7027,0.9167,0.8333,1.0,0.8632,0.7133,0.6757,0.8333,0.75,1.0,0.8147,,0.25,0.2,0.4545,0.2424,0.3636,0.2121,0.0358,0.056,0.0223,0.0407,1
1,1,30.0,1.2523,0.972,2.2857,2.8283,769.5502,0.0542,1.619,2.5476,300.5618,191.0112,3.4286,77.5239,86.1156,3.5,8.4762,4.4121,4.3462,1.868,2.0952,2.1667,6.4615,6.381,1.75,7.9574,0.3333,3.1429,6.7727,24.4681,32.3077,1.7559,6.2383,2.6809,2.5626,1.0233,2.3862,2.5423,117.9775,33.7079,2.809,61.7978,8.427,5.618,22.4719,2.809,36.5169,84.2697,25.2809,70.2247,0.0,129.2135,191.0112,188.2022,2.809,73.0337,75.8427,8.427,528.0899,87.0787,22.4719,36.5169,5.618,19.6629,2.809,44.9438,25.2809,58.9888,0.0,129.2135,117.9775,68.7306,90.752,0.5281,0.1882,0.191,0.073,0.0758,25.2809,0.5253,0.6716,0.7353,0.7692,0.5556,0.6829,0.573,0.6269,0.5735,0.6923,0.5556,0.6121,0.0147,0.0667,0.0282,0.0976,0.0569,0.0732,0.036,0.0324,0.0736,0.0139,0.0436,1
1,1,37.0,1.6604,1.2547,3.7778,2.6556,908.9248,0.0641,2.1111,3.9259,303.7249,163.3238,4.4815,63.4563,77.2659,1.8,12.9259,4.7011,4.3534,1.9398,2.4815,2.9259,6.3049,6.4068,2.4667,7.75,0.5714,4.5926,7.6048,26.1628,31.1475,0.7483,7.63,2.7735,2.5015,1.0835,3.2002,2.1206,77.3639,42.9799,0.0,17.192,0.0,0.0,17.192,0.0,37.2493,80.2292,40.1146,14.3266,0.0,88.8252,163.3238,191.9771,17.192,74.4986,63.0372,22.9226,492.8367,65.9026,8.596,37.2493,2.8653,17.192,0.0,34.384,14.3266,80.2292,0.0,128.9398,108.8825,74.965,89.2479,0.4928,0.192,0.1633,0.0745,0.063,14.3266,0.4814,0.7463,0.7895,0.7692,0.4091,0.6785,0.5415,0.7164,0.614,0.6923,0.4091,0.6079,0.0822,0.0833,0.0667,0.0769,0.0684,0.0769,0.0712,0.0104,0.0258,0.0182,0.0409,1
3,1,26.0,1.2842,1.0842,3.5,2.8311,902.3478,0.046,3.2222,5.2778,294.1176,179.5666,5.0,125.7934,73.3664,4.5,17.9444,4.5187,4.4,1.9195,3.3889,1.7778,4.5116,6.2295,1.6667,8.1395,0.5556,7.0,6.7778,21.6049,25.1852,0.866,9.8741,2.6844,2.6201,1.0556,4.3461,2.4066,55.7276,12.3839,0.0,58.8235,6.192,3.096,52.6316,6.192,49.5356,86.6873,55.7276,18.5759,0.0,108.3591,179.5666,191.9505,18.5759,61.9195,68.1115,30.9598,501.548,139.3189,27.8638,40.2477,37.1517,30.9598,3.096,27.8638,24.7678,55.7276,0.0,108.3591,105.2632,66.8882,77.9728,0.5015,0.192,0.1796,0.0619,0.0681,9.2879,0.5789,0.7903,0.9483,0.9,0.6364,0.8187,0.6533,0.7581,0.7241,0.9,0.6364,0.7547,0.0882,0.0714,0.0909,0.2941,0.1895,0.0588,0.0784,0.007,0.0194,0.0107,0.026,0
3,2,20.0,0.9492,0.8136,3.4483,3.2452,806.9784,0.0574,1.8966,4.069,359.7561,167.6829,3.8621,94.0191,83.7181,2.4167,11.3103,4.3578,4.2875,1.8598,2.0,1.7931,5.0137,6.5208,2.5,7.5789,0.5714,4.5517,6.1742,24.1135,27.1028,0.9538,7.8437,2.4564,2.3494,0.987,3.1358,2.3045,88.4146,36.5854,0.0,76.2195,33.5366,33.5366,27.439,6.0976,24.3902,60.9756,42.6829,39.6341,0.0,109.7561,167.6829,164.6341,76.2195,39.6341,57.9268,24.3902,429.878,103.6585,21.3415,21.3415,33.5366,27.439,0.0,42.6829,6.0976,51.8293,3.0488,103.6585,88.4146,73.5168,82.6305,0.4299,0.1646,0.1677,0.0396,0.0579,9.1463,0.5183,0.7037,0.8909,0.8462,0.4737,0.7286,0.5854,0.6852,0.6727,0.8462,0.4737,0.6694,0.3165,0.1176,0.0769,0.2143,0.0911,0.1071,0.0542,0.014,0.0277,0.0096,0.0371,0
5,1,14.0,1.0741,0.9877,3.4375,2.6394,715.7185,0.066,3.0625,5.0625,306.8182,185.6061,5.0,63.6372,80.6918,5.3333,16.5,4.27,4.1521,1.822,3.0,1.625,4.4545,6.2917,2.0625,8.4062,0.5882,6.25,6.19,21.1864,23.6559,1.6997,7.2024,2.343,2.1835,0.9626,2.6101,2.1665,60.6061,11.3636,0.0,45.4545,0.0,0.0,45.4545,3.7879,45.4545,94.697,64.3939,3.7879,0.0,94.697,185.6061,151.5152,83.3333,49.2424,60.6061,37.8788,446.9697,113.6364,41.6667,22.7273,18.9394,30.303,0.0,22.7273,15.1515,56.8182,0.0,94.697,83.3333,80.2515,89.6057,0.447,0.1515,0.1856,0.0492,0.0606,7.5758,0.5038,0.725,0.8571,0.9231,0.625,0.7826,0.6212,0.7,0.6327,0.9231,0.625,0.7202,0.3548,0.3077,0.2051,0.2667,0.1667,0.2667,0.0917,0.0323,0.0427,0.0152,0.032,0
2,2,19.0,0.9735,0.8584,4.9545,3.2023,947.1243,0.0512,3.2727,5.1364,310.4396,197.8022,4.8182,95.3287,80.3483,3.1429,16.5455,4.174,4.058,1.8269,3.4091,2.0,3.9886,6.746,1.9231,8.0,0.4706,6.0909,6.2985,26.1905,32.3308,2.5873,8.7994,2.3982,2.3005,0.92,3.8128,2.0913,60.4396,19.2308,0.0,109.8901,5.4945,2.7473,79.6703,13.7363,35.7143,96.1538,46.7033,35.7143,0.0,126.3736,197.8022,164.8352,38.4615,32.967,65.9341,21.978,461.5385,109.8901,16.4835,52.1978,16.4835,19.2308,5.4945,27.4725,0.0,85.1648,8.2418,120.8791,118.1319,71.9519,88.8209,0.4615,0.1648,0.1978,0.033,0.0659,19.2308,0.5385,0.7333,0.9028,0.8333,0.5833,0.7632,0.5907,0.7167,0.7361,0.8333,0.5417,0.7069,0.1892,0.2,0.1915,0.2857,0.316,0.1429,0.1342,0.0183,0.0267,0.0169,0.0356,0
2,2,23.0,1.2288,1.0085,3.72,3.0328,850.8656,0.0701,2.84,4.72,284.3373,171.0843,5.08,70.8387,74.3899,2.7778,16.6,4.439,4.2732,1.9253,2.92,2.04,4.7379,6.2034,2.1579,8.125,0.5294,6.12,6.6275,21.2435,24.0602,1.1331,5.7341,2.3607,2.2017,0.9727,2.3207,1.741,60.241,21.6867,0.0,62.6506,2.4096,2.4096,60.241,7.2289,31.3253,81.9277,40.9639,19.2771,0.0,106.0241,171.0843,154.2169,48.1928,43.3735,96.3855,21.6867,465.0602,127.7108,40.9639,26.506,28.9157,28.9157,2.4096,31.3253,9.6386,53.012,4.8193,98.7952,77.1084,51.1892,57.9764,0.4651,0.1542,0.1711,0.0434,0.0964,14.4578,0.4386,0.625,0.8592,0.9444,0.4,0.7071,0.588,0.5312,0.6479,0.9444,0.375,0.6246,0.2381,0.3125,0.3214,0.3333,0.3033,0.2917,0.24,0.0503,0.0648,0.0273,0.0417,0
2,2,46.0,1.4671,1.2171,5.5,2.7896,900.6496,0.0602,2.9167,6.3333,319.3277,147.0588,5.375,76.3195,72.4083,2.0,19.8333,4.4383,4.2851,1.9034,3.3333,3.0,4.2444,6.7255,1.7143,7.5227,0.2903,7.75,6.9785,30.3965,33.9286,1.0,12.1986,2.7241,2.5129,1.0567,4.4182,2.248,50.4202,25.2101,0.0,50.4202,6.3025,6.3025,39.916,16.8067,25.2101,67.2269,65.1261,6.3025,0.0,81.9328,147.0588,224.7899,0.0,56.7227,48.3193,18.9076,476.8908,73.5294,2.1008,50.4202,4.2017,16.8067,0.0,50.4202,31.5126,60.9244,2.1008,144.958,119.7479,63.8582,71.2786,0.4769,0.2248,0.1471,0.0567,0.0483,16.8067,0.4664,0.6729,0.8714,0.8519,0.5652,0.7403,0.5273,0.6449,0.6143,0.8148,0.5652,0.6598,0.25,0.2222,0.3478,0.279,0.2174,0.2572,0.0281,0.0643,0.0203,0.0365,,1
2,2,13.0,1.24,1.14,3.2667,3.434,700.385,0.0496,1.7333,3.3333,320.5128,166.6667,4.1333,110.3883,83.1551,2.5,10.4,4.5705,4.4231,1.8846,2.1333,1.6667,2.8095,5.6061,1.0,6.8462,0.0,4.1333,6.4677,17.6471,22.9508,1.6073,4.8689,2.4472,2.3067,0.9403,1.9956,2.0535,96.1538,38.4615,0.0,32.0513,0.0,0.0,32.0513,0.0,38.4615,76.9231,25.641,83.3333,0.0,121.7949,166.6667,237.1795,25.641,38.4615,102.5641,0.0,544.8718,96.1538,25.641,51.2821,0.0,19.2308,0.0,32.0513,25.641,38.4615,0.0,96.1538,89.7436,113.1224,147.1205,0.5449,0.2372,0.1667,0.0385,0.1026,6.4103,0.6346,0.7568,0.7692,0.6667,0.5625,0.6888,0.7179,0.7568,0.7692,0.6667,0.5625,0.6888,0.0,0.0526,0.0714,0.0952,0.0,0.0762,0.0079,0.0286,0.0238,0.0687,0.0976,1
6,7,37.0,1.5119,1.2857,4.5,2.855,1145.4842,0.0471,3.25,5.25,263.3229,163.0094,5.625,81.4482,62.3658,4.0,19.9375,4.6834,4.5987,2.069,3.5,2.625,3.9121,6.7812,2.0909,7.7547,0.2667,8.4375,7.1259,33.3333,36.4964,2.5495,10.0341,2.9874,2.929,1.2015,4.0769,2.7065,50.1567,12.5392,0.0,56.4263,0.0,0.0,53.2915,6.2696,31.348,75.2351,47.0219,21.9436,0.0,97.1787,163.0094,203.7618,0.0,81.5047,78.3699,12.5392,526.6458,109.7179,25.0784,56.4263,12.5392,12.5392,3.1348,59.5611,31.348,72.1003,12.5392,175.5486,156.7398,104.4931,114.4088,0.5266,0.2038,0.163,0.0815,0.0784,12.5392,0.5737,0.7231,0.8846,0.9615,0.76,0.8323,0.605,0.7077,0.7692,0.9615,0.76,0.7996,0.0833,0.3243,0.3333,0.3833,0.1333,0.225,0.0186,0.0378,0.0163,0.0287,,1
2,1,33.0,1.0,0.8854,3.0526,2.9237,966.4363,0.05,3.7368,5.0526,289.1566,213.8554,5.2632,93.3703,68.294,4.75,17.4737,4.6627,4.5753,2.012,3.6842,2.4211,4.1084,6.3333,1.6,7.9111,0.4375,6.8947,7.2214,31.3953,37.2093,3.562,10.1741,2.7748,2.6361,1.1327,4.4709,2.2692,57.2289,12.0482,3.012,84.3373,12.0482,9.0361,57.2289,0.0,42.1687,120.4819,48.1928,69.2771,0.0,129.5181,213.8554,177.7108,0.0,27.1084,99.3976,21.0843,518.0723,111.4458,30.1205,36.1446,15.0602,21.0843,9.0361,42.1687,24.0964,90.3614,6.0241,162.6506,144.5783,94.5642,112.0762,0.5181,0.1777,0.2139,0.0271,0.0994,27.1084,0.5542,0.6949,0.8732,0.8889,0.5758,0.7582,0.6145,0.6949,0.7606,0.8889,0.5758,0.7301,0.1333,0.1639,0.2778,0.3216,0.1667,0.1988,0.0235,0.042,0.0248,0.0368,,1
