num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_noun,num_lexic_words,num_rare_words,num_rare_adj,num_dif_rare_words,num_adj,num_total_prop,num_verb,num_inf,num_adv,num_proper_noun,num_neg,num_rare_verbs,num_indic,num_subord,num_rare_nouns,num_rare_advb,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
18,85.0,1,1,1090.0,1303.0,316.0,683.0,51.0,10.0,19.0,98.0,228.0,218.0,43.0,51.0,55.0,26.0,32.0,54.0,94.0,7.0,2.0,0.8127,0.7218,540,4.1294,4745.7059,1006.264,0.0409,2.5647,4.2706,333.0275,200.0,4.5529,198.3129,4.0,10.0,3.0,95.0,29.0,141.0,4.7222,12.8235,6.5495,5.7883,2.9028,2.6824,2.5059,5.5394,5.886,2.3836,7.5355,8.6118,7.5997,7.4671,10.3261,1.9092,7.8383,2.8214,2.1975,1.3147,5.8493,2.5371,77.9817,16.5138,0.0,0.0,0.0,0.0,39.4495,86.2385,49.5413,200.0,289.9083,50.4587,89.9083,46.789,626.6055,129.3578,3.6697,87.156,26.6055,9.1743,2.7523,6.422,9.1743,29.3578,1.8349,46.789,17.4312,6.8506,9.4735,0.6266,0.2899,0.2,0.0899,0.0468,23.8532,0.4954,0.6487,0.6009,0.6633,0.6471,0.64,0.5367,0.5063,0.3303,0.4898,0.6275,0.4885,0.1482,0.1791,0.1152,0.1905,0.0748,0.1905,0.0759,0.0202,0.0358,0.0104,0.0286
37,131.0,9,9,1898.0,2461.0,552.0,1157.0,101.0,10.0,40.0,91.0,458.0,404.0,49.0,110.0,130.0,36.0,57.0,104.0,196.0,24.0,10.0,0.6152,0.5052,946,5.5878,1163.8092,1183.6902,0.0341,3.084,5.1374,354.5838,212.8556,4.9924,310.3907,33.0,35.0,2.0,227.0,55.0,352.0,3.5405,14.4885,6.2048,5.3016,2.7305,3.4962,4.2977,7.0729,5.7209,2.4351,7.7418,9.6565,7.1937,8.7295,12.6183,1.7335,8.6337,2.724,2.0566,1.3051,6.6891,2.4955,69.02,19.4942,0.0,0.0,6.0,3.1612,25.8166,103.2666,54.7945,212.8556,290.8325,68.4932,47.9452,57.9557,609.589,185.4584,17.3867,119.5996,28.9779,18.4405,1.0537,12.6449,5.2687,30.0316,5.2687,53.2139,21.0748,4.5993,6.6482,0.6096,0.2908,0.2129,0.0479,0.058,18.9673,0.4984,0.6576,0.5743,0.8242,0.5727,0.6572,0.5253,0.4674,0.3144,0.5934,0.5545,0.4824,0.1906,0.0957,0.0856,0.0923,0.0492,0.0923,0.0493,0.0122,0.0268,0.0084,0.0231
33,86.0,2,3,1432.0,1791.0,453.0,908.0,58.0,4.0,31.0,101.0,316.0,290.0,28.0,64.0,95.0,14.0,39.0,70.0,148.0,15.0,0.0,0.8026,0.6297,789,6.1744,527.7791,1158.1577,0.0308,3.3721,6.186,371.5084,202.514,5.4419,380.8963,24.0,23.0,2.0,150.0,28.0,227.0,2.6061,16.6512,6.805,5.8728,3.0364,3.6744,4.1744,7.5782,6.0,2.4495,7.9064,11.6628,7.7448,6.3877,12.3016,0.8506,9.8839,2.8342,2.171,1.3395,6.6326,2.5497,60.0559,23.0447,0.0,0.0,0.0,0.0,19.5531,103.352,48.8827,202.514,316.3408,66.3408,70.5307,44.6927,634.0782,158.5196,16.7598,104.7486,19.5531,16.0615,1.3966,10.4749,2.7933,27.2346,0.0,40.5028,21.648,4.4607,8.5905,0.6341,0.3163,0.2025,0.0705,0.0447,9.7765,0.551,0.6887,0.6448,0.8317,0.7188,0.721,0.5908,0.4967,0.3552,0.5842,0.7188,0.5387,0.1734,0.1698,0.1728,0.1647,0.0703,0.1647,0.0706,0.0134,0.0261,0.007,0.0189
23,96.0,2,7,1324.0,1669.0,438.0,883.0,80.0,7.0,37.0,102.0,310.0,277.0,71.0,66.0,44.0,15.0,50.0,81.0,142.0,22.0,1.0,0.75,0.6384,659,5.2917,2311.1875,975.0352,0.0381,2.8854,5.0417,365.5589,209.2145,4.9062,235.4195,21.0,9.0,2.0,132.0,20.0,184.0,4.1739,13.7917,6.8898,5.8819,3.0869,3.2292,3.5938,6.4779,6.3348,2.2833,7.7647,9.8542,7.9313,9.06,17.7033,1.5784,6.4014,2.9942,2.3229,1.4389,4.9518,2.6542,72.5076,17.3716,0.0,0.0,2.0,1.5106,53.6254,107.2508,61.1782,209.2145,330.8157,33.2326,77.0393,49.8489,666.9184,138.9728,15.861,99.6979,15.1057,6.7976,1.5106,16.6163,5.287,37.7644,0.7553,60.423,27.9456,6.8429,13.3711,0.6669,0.3308,0.2092,0.077,0.0498,11.3293,0.4977,0.6301,0.5379,0.6765,0.6061,0.6127,0.5695,0.4749,0.2816,0.5,0.5909,0.4618,0.0913,0.2329,0.221,0.2421,0.0818,0.2421,0.0825,0.0246,0.0369,0.0093,0.0243
20,62.0,5,2,834.0,1052.0,253.0,560.0,37.0,1.0,17.0,67.0,214.0,195.0,53.0,45.0,25.0,10.0,30.0,38.0,106.0,4.0,2.0,0.6726,0.5694,464,5.2742,2578.2419,982.1892,0.0358,3.1452,4.5323,336.9305,233.8129,4.9355,238.1856,14.0,12.0,0.0,86.0,16.0,128.0,3.1,13.4516,7.0099,5.8607,3.1317,3.4516,3.5161,5.2745,6.2636,2.0571,7.8298,9.6774,8.1133,6.6071,13.0769,1.261,6.2467,3.1298,2.2581,1.4433,4.8519,2.7332,74.3405,23.9808,0.0,0.0,3.0,3.5971,63.5492,127.0983,45.5635,233.8129,303.3573,29.976,80.3357,53.9568,671.4628,153.4772,16.7866,103.1175,19.1847,14.3885,0.0,4.7962,1.199,35.9712,2.3981,44.3645,20.3837,7.9222,15.6797,0.6715,0.3034,0.2338,0.0803,0.054,11.9904,0.5564,0.6719,0.6359,0.806,0.6667,0.6951,0.6391,0.502,0.3436,0.6567,0.6667,0.5423,0.0899,0.2143,0.1975,0.2131,0.0682,0.2295,0.0746,0.0256,0.0387,0.0095,0.0244
