num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_noun,num_lexic_words,num_adj,num_subord,num_verb,num_indic,num_total_prop,num_inf,num_adv,num_rare_words,num_rare_verbs,num_dif_rare_words,num_neg,num_rare_nouns,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
4,9.0,5,10,134.0,172.0,44.0,97.0,19.0,16.0,27.0,8.0,33.0,5.0,7.0,5.0,4.0,2.0,1.0,1.0,0.7442,0.6279,105,5.4444,521.0,1116.73,0.0259,3.0,4.7778,320.8955,201.4925,5.2222,175.9655,2.0,0.0,0.0,8.0,3.0,13.0,2.25,14.8889,7.4776,6.2463,3.3111,3.6667,4.2222,5.2143,5.24,3.1,6.6667,11.3333,8.3725,5.1546,6.6667,0.8292,8.0615,3.2085,2.6357,1.4219,6.0919,3.0355,67.1642,29.8507,0.0,0.0,0.0,0.0,37.3134,119.403,59.7015,201.4925,328.3582,0.0,0.0,141.791,52.2388,723.8806,97.0149,14.9254,59.7015,22.3881,0.0,0.0,7.4627,0.0,0.0,29.8507,0.0,0.0,37.3134,14.9254,38.4672,49.7515,0.7239,0.3284,0.2015,0.1418,0.0522,7.4627,0.7836,0.7727,0.7778,0.9474,1.0,0.8745,0.8433,0.6591,0.6296,0.8947,1.0,0.7958,0,0.2,0.1429,0.125,0.2778,0.125,0.2778,0.0131,0.0246,0.0269,0.038
