prop,num_punct_in_sentence,num_total_prop,num_subord,num_decendents_noun_phrase,num_modifiers_noun_phrase,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera_incidence,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
5,4,50.0,18.0,0.4355,0.371,3.5417,1474.9583,1424.6765,0.0331,2.125,2.5833,319.5876,262.8866,3.5833,171.6206,3.4286,8.0833,5.9894,5.254,2.7371,2.0833,1.875,7.7179,4.9143,2.7143,6.381,5.5417,6.9474,6.6667,13.6364,1.7613,4.3485,2.8377,2.2441,1.3113,3.4878,2.6195,123.7113,36.0825,0.0,0.0,87.6289,92.7835,51.5464,262.8866,298.9691,20.6186,51.5464,82.4742,695.8763,226.8041,82.4742,82.4742,41.2371,20.6186,0.0,10.3093,0.0,36.0825,0.0,46.3918,30.9278,34.3644,70.2907,0.6959,0.299,0.2629,0.0515,0.0825,15.4639,0.7062,0.8103,0.7451,0.8,0.875,0.8076,0.7165,0.6724,0.5098,0.8,0.8125,0.6987,0.0645,0.0,0.025,0.0,0.0362,0.0,0.0362,0.0113,0.0258,0.0086,0.0272
2,2,28.0,10.0,0.5909,0.5682,4.6,36.7,1335.2703,0.0265,2.5,4.4,360.6557,204.918,4.7,173.6467,2.0,12.2,6.9244,5.8908,3.1148,2.8,2.3,8.0556,5.7333,1.6,7.8,8.5,8.1882,3.6145,13.0435,0.8944,5.2688,3.0792,2.3756,1.3007,3.7749,2.6009,81.9672,40.9836,0.0,0.0,81.9672,81.9672,24.5902,204.918,344.2623,16.3934,49.1803,81.9672,680.3279,196.7213,24.5902,139.3443,24.5902,8.1967,0.0,8.1967,0.0,8.1967,8.1967,24.5902,24.5902,29.627,106.9139,0.6803,0.3443,0.2049,0.0492,0.082,16.3934,0.7869,0.9286,0.88,1.0,0.9,0.9272,0.8689,0.7619,0.8,1.0,0.9,0.8655,0.0455,0.2,0.1429,0.2222,0.0444,0.2222,0.0444,0.017,0.0249,0.0059,0.0205
2,2,39.0,9.0,0.6604,0.6038,4.3125,2946.75,2240.4246,0.0194,1.6875,3.3125,381.295,194.2446,3.875,249.4545,2.2857,8.6875,6.7153,5.8321,3.0576,2.4375,2.6875,3.9143,5.9286,2.2,6.7391,6.375,7.6275,9.0,21.6216,1.7496,3.9484,2.6109,1.9764,1.3237,3.12,2.3386,115.1079,50.3597,0.0,0.0,57.554,64.7482,71.9424,194.2446,352.518,28.777,115.1079,57.554,719.4245,79.1367,0.0,64.7482,7.1942,7.1942,0.0,7.1942,7.1942,50.3597,0.0,64.7482,57.554,64.7482,155.5511,0.7194,0.3525,0.1942,0.1151,0.0576,0.0,0.8273,0.9184,0.9259,1.0,1.0,0.9611,0.8417,0.8367,0.6296,1.0,1.0,0.8666,0.0755,0.0,0.1429,0.0,0.0333,0.0,0.0333,0.0,0.0,0.0035,0.0177
3,4,42.0,25.0,0.58,0.56,6.8333,638.9167,834.5035,0.0486,3.4167,4.1667,335.5705,275.1678,4.4167,93.0993,2.4,12.4167,6.8844,5.5034,3.0067,3.5,2.25,4.4857,7.2414,2.0,8.6087,10.4167,7.328,5.6075,7.6923,1.3565,5.4231,2.484,1.8858,1.1672,4.6629,2.3758,80.5369,33.557,0.0,0.0,100.6711,167.7852,40.2685,275.1678,322.1477,0.0,80.5369,40.2685,718.1208,114.094,13.4228,80.5369,6.7114,13.4228,0.0,26.8456,0.0,0.0,13.4228,40.2685,13.4228,37.6342,51.6262,0.7181,0.3221,0.2752,0.0805,0.0403,0.0,0.6443,0.625,0.7561,0.8333,0.8333,0.7619,0.7651,0.5,0.561,0.8333,0.8333,0.6819,,0.5714,0.6154,0.4545,0.4697,0.4545,0.4697,0.0535,0.0641,0.0529,0.0501
4,1,52.0,14.0,0.6324,0.5294,5.5714,2696.5238,1211.0209,0.0293,2.3333,3.2381,306.3063,220.7207,4.3333,242.0968,3.0,10.5714,6.3318,5.0841,2.8288,2.4762,2.3333,8.303,5.625,1.5455,7.7619,7.0952,7.302,6.4286,13.3333,1.4142,5.6364,2.4755,1.7273,1.1576,4.0814,2.2337,94.5946,31.5315,0.0,0.0,90.0901,63.0631,45.045,220.7207,301.8018,0.0,67.5676,40.5405,630.6306,189.1892,27.027,126.1261,27.027,9.009,0.0,9.009,4.5045,22.5225,4.5045,40.5405,27.027,28.9577,60.0599,0.6306,0.3018,0.2207,0.0676,0.0405,9.009,0.7207,0.8657,0.8571,1.0,0.8889,0.9029,0.8333,0.6567,0.7143,0.7333,0.8889,0.7483,,0.0714,0.0357,0.05,0.0429,0.05,0.0524,0.0019,0.0084,0.0069,0.0243
