@attribute adversative_connectives_incidence numeric
@attribute temporal_connectives_incidence numeric
@attribute conditional_connectives_incidence numeric
@attribute similarity_adjacent_mean numeric
@attribute similarity_pairs_par_mean numeric
@attribute similarity_adjacent_par_mean numeric
@attribute similarity_adjacent_std numeric
@attribute similarity_pairs_par_std numeric
@attribute similarity_adjacent_par_std numeric
@attribute level {0,1}

@data

1.0563,3.5263,1.0563,19,13.1579,4.5546,4.4286,1.4211,163.4211,1.0476,2.8,0,7,14.5789,4.5546,0,55.8242,2.8231,2.5995,9.97,2.8231,0.0556,0.0936,1,0.6842,0.0556,0.0936,0.014,0.0336,0.0101,0.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7586,2.7083,0.7586,2.4,12.8333,4.3531,4.2762,1.875,182.1667,1.6667,2.6875,0.4444,5.5714,14.5833,4.3531,1.6852,61.5465,2.6147,2.5207,9.7507,2.6147,0.1429,0.129,1,0.871,0.1429,0.129,0.0166,0.0334,0.018,0.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,3.4167,0.75,6,18.4167,4.6268,4.4689,2.3333,117.75,1.5455,3.1667,1,7.5,19.25,4.6268,1,61.0812,2.9807,2.9623,8.0532,2.9807,0.4,0.2903,1,1,0.4,0.2903,0.0268,0.0361,0.0266,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7877,2.2222,0.7877,3.8571,18.7778,4.1653,4.0887,2.5556,291.6667,2.4783,4.2963,0.6429,8.2308,20.3704,4.1653,1.3553,95.7483,2.3402,2.2207,8.3761,2.3402,0.15,0.1556,1,1,0.15,0.1556,0.0501,0.062,0.0406,0.0503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9091,4.1429,0.9091,3.5,21.4286,4.7664,4.6131,3.4286,81.7143,1,0,0,0,22,4.7664,0.5,52.4891,3.1444,3.0763,8.3152,3.1444,0.2,0.1111,1,1,0.2,0.1111,0.0369,0.0406,0.0369,0.0409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8167,3.7917,0.8167,6,16.625,4.5493,4.24,2.25,222.4583,1.8571,1.8,0,9,18.0833,4.5493,1.4142,79.7307,2.788,2.6222,10.8086,2.788,0.2,0.1094,1,0.9219,0.2,0.1094,0.0422,0.0551,0.0185,0.0386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9811,3.4118,0.9811,2.4286,22.5882,4.3639,4.356,3.4118,213,1.2083,4.3333,0,7.2222,24.7647,4.3639,0.9035,90.3529,2.6755,2.5875,10.4967,2.6755,0.6,0.4667,1,1,0.6,0.4667,0.0502,0.0373,0.0412,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9412,4.1905,0.9412,1.9091,12.4762,4.3938,4.1931,1.3333,174,1.5217,4.8824,0,7.5455,15.0476,4.3938,0.668,55.7952,2.7197,2.5698,8.5048,2.7197,0.2,0.1667,1,0.8333,0.2,0.1667,0.0238,0.0369,0.0198,0.0348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1935,4.1111,1.1935,3,13.3333,4.2542,4.2373,1.2222,84.6667,1.375,6.3333,0,7.6,15.4444,4.2542,2.1602,37.7124,2.5251,2.4656,5.3148,2.5251,0,0.125,1,1,0,0.125,0,0,0.0091,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9579,2.0536,0.9579,3.2941,12,4.3439,4.2821,1.3929,437.2143,2.8367,4.5,0,7.2857,14.3571,4.3439,3.967,88.9944,2.5935,2.4844,15.6587,2.5935,0.1282,0.1162,1,0.8788,0.1282,0.1162,0.0355,0.0677,0.0196,0.0467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9869,3.1807,0.9869,5.1875,14.8916,4.3514,4.1876,1.7831,754.5783,1.2118,3.766,0,7.08,16.8795,4.3514,3.6438,134.8489,2.6761,2.5798,9.3762,2.6761,0.1045,0.1036,1,0.9036,0.1045,0.1036,0.018,0.0332,0.0179,0.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.094,4.25,1.094,2.4,32.5,4.4215,4.1466,5.0833,215.1667,1.625,6.4286,0,8.4375,34.6667,4.4215,1.0198,107.7903,2.5974,2.4781,9.2226,2.5974,0.2857,0.4545,1,1,0.2857,0.4545,0.0369,0.017,0.0427,0.0269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9083,3.1429,0.9083,1.4,53.2857,4.3122,4.0525,9.8571,214.5714,1.16,4.6842,0.8,9,56.5714,4.3122,0.4899,130.5228,2.5477,2.3739,23.7418,2.5477,0,0,1,1,0,0,0.0405,0.0167,0.0405,0.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1176,4.4444,1.1176,3,35,4.4739,4.2941,5.5556,204.4444,1.6,6.7143,0,8.5455,36.7778,4.4739,0.8165,98.9949,2.6803,2.5842,14.9353,2.6803,0.6667,0.5,1,1,0.6667,0.5,0.0363,0.0287,0.0306,0.0279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.964,3.44,0.964,1.9231,18.44,4.2058,4.1173,2.28,301.4,1.4286,3.44,0,7.1667,21.56,4.2058,0.9166,90.3372,2.5066,2.4544,14.0145,2.5066,0.0833,0.1176,1,1,0.0833,0.1176,0.031,0.0433,0.0383,0.0474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9818,4.625,0.9818,2.6667,42,4.465,4.2401,6.125,179.75,1.4062,4.5238,0.4,8.2727,45.5,4.465,0.4714,111.1216,2.615,2.5011,32.0741,2.615,0.6,0.5714,1,1,0.6,0.5714,0.0336,0.0403,0.0458,0.0393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8016,4.4286,0.8016,1.5556,17.0238,3.9013,3.7898,1.9762,401,1.4426,4.4286,1.1579,6.5,20.4048,3.9013,0.8315,109.0056,2.1222,2.0321,19.9058,2.1222,0.0667,0.0952,1,0.9524,0.0667,0.0952,0.01,0.0374,0.0134,0.0376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.096,3.6887,1.096,3.0286,14.9245,4.3391,4.1969,1.6698,987.8585,1.8548,4.6716,0.2143,7.8718,17.5566,4.3391,2.7411,152.9309,2.4733,2.3629,11.6076,2.4733,0.0563,0.0669,1,0.9665,0.0563,0.0711,0.0111,0.0273,0.014,0.0383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8901,2.5263,0.8901,2.0541,10.5066,3.9802,3.8921,1.1053,970.4276,1.6736,6.7474,0.6667,9.9839,13,3.9802,1.2291,129.107,2.2356,2.1423,6.8624,2.2356,0.1538,0.1397,1,0.8456,0.1538,0.1471,0.0351,0.0791,0.0289,0.0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.3985,4.6866,1.3985,3.35,13.0149,4.7584,4.6132,1.0746,549.7612,1.2745,5.375,0.7,7.5,15.2388,4.7584,2.414,105.7338,2.8337,2.7102,9.2866,2.8337,0.0426,0.0876,1,0.854,0.0426,0.0876,0.0032,0.0152,0.0079,0.0266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0991,3,1.0991,7,17.7143,4.3306,4.2873,2.5476,455.6667,1.9302,4.08,0.7857,8.2727,19.8095,4.3306,5.2915,113.4268,2.626,2.5244,12.7171,2.626,0.1944,0.0857,1,0.9571,0.1944,0.0952,0.0278,0.0496,0.0124,0.0319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0263,3.4444,1.0263,3,32,5.0809,4.7831,3.8889,165.4444,1.125,5.6923,0,9.25,33.7778,5.0809,0,90.5097,3.3079,3.2028,21.2434,3.3079,0.6667,0.6667,1,1,0.6667,0.6667,0.0374,0.0322,0.0383,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.098,5.3846,1.098,4.3333,29.4615,4.3854,4.1563,4.2308,213.9231,1.1333,4.6087,0,7.5714,30.8462,4.3854,2.0548,102.0578,2.7373,2.6263,14.1195,2.7373,0.2,0.1429,1,1,0.2,0.1429,0.0217,0.0232,0.0176,0.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2727,3.1765,1.2727,8.5,18.6471,4.6699,4.3137,2.1765,183.8824,1.375,6.9231,0,9,20.1176,4.6699,1.5,74.5882,2.9867,2.8052,5.9988,2.9867,0.2667,0.1667,1,1,0.2667,0.1667,0.021,0.0301,0.0144,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8681,3,0.8681,1.5,95,4.5964,4.3818,18,159.6667,1.4091,4.0625,0.5714,6.7778,98,4.5964,0.5,134.3503,2.958,2.8444,44.7735,2.958,0,0,1,1,0,0,0.0517,0,0.0517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9259,7.4615,0.9259,4.3333,29.2308,4.3262,4.1658,4,249.4615,1.2,3.6667,0,7.8571,31.0769,4.3262,1.6997,101.2584,2.4886,2.3042,13.4076,2.4886,0.3,0.3846,1,1,0.3,0.3846,0.0217,0.0348,0.0251,0.0324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2939,3.9643,1.2939,6.2222,19.7857,4.53,4.3345,2.0179,636.0714,1.8065,6.7073,0,8.0882,21.6607,4.53,2.78,146.7348,2.6581,2.5217,9.0678,2.6581,0.0851,0.0608,1,1,0.0851,0.0608,0.0092,0.0239,0.008,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0386,3.4419,1.0386,3.0714,24.0698,4.3933,4.1634,3.1163,612.3023,1,3.2273,0.3636,6.0909,27.8605,4.3933,1.4863,155.9899,2.4499,2.2935,16.8752,2.4499,0.1034,0.1167,1,1,0.1034,0.1167,0.0088,0.0186,0.0107,0.0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9029,2.2623,0.9029,3.5882,10.041,4.335,4.3523,1.0328,773.0082,1.55,3.9744,0.5227,8.4412,12.1148,4.335,3.3177,110.4508,2.527,2.4711,7.8575,2.527,0.0227,0.0261,1,0.9449,0.0227,0.0261,0.0122,0.0431,0.0075,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0974,2.3735,1.0974,1.9762,14.0843,4.7354,4.497,1.506,666,1.8052,5.5,0.5263,8.0541,16.0361,4.7354,1.4718,127.5391,2.8357,2.6749,9.8952,2.8357,0.0732,0.0581,1,1,0.0732,0.0581,0.0078,0.0246,0.0057,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.982,2.8736,0.982,7.9091,9.4943,4.3247,4.2305,0.7356,559.9655,1.1915,4.7692,0.3636,8,11.5057,4.3247,7.267,88.0461,2.5191,2.4749,8.2265,2.5191,0.0132,0.0118,1,0.8697,0.0132,0.0118,0.0039,0.0289,0.0024,0.0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8516,4,0.8516,3,35.9167,4.6923,4.4952,5.4167,251.1667,1.3043,2.7692,0,7.2,38,4.6923,0.7071,119.1221,2.8558,2.7561,17.3973,2.8558,0.375,0.3846,1,1,0.375,0.3846,0.0377,0.0495,0.0326,0.0413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.7273,1,11,16.5,4.5182,4.3109,2.2727,222.7727,1.3667,2.8333,0.3333,7.8333,18.0455,4.5182,4,75.6125,2.6064,2.4521,9.2071,2.6064,0.05,0.0238,1,1,0.05,0.0238,0.0238,0.0516,0.0092,0.0283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1951,3.125,1.1951,8,19.5,4.3824,4.2941,2.5625,201.8125,1.4737,2.125,0,8.5,21.3125,4.3824,1,75.5232,2.7178,2.6318,10.3182,2.7178,0.1429,0.193,1,1,0.1429,0.193,0.0172,0.0273,0.02,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9855,4.0417,0.9855,6,19.875,4.7544,4.3882,2.7083,255.75,1.2564,5.7391,0.4444,9.1429,21.7917,4.7544,2.2361,95.3172,3.0358,2.8083,17.1828,3.0358,0.05,0.0857,1,0.9429,0.05,0.1,0.0079,0.0194,0.0133,0.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0412,2.1111,1.0412,9,17.1111,4.2838,4.1386,2.4444,161.5556,1.88,6.0556,0.3333,8.9167,18.8889,4.2838,1,70.5509,2.5104,2.3827,12.1924,2.5104,0.1875,0.1096,1,1,0.1875,0.1096,0.0193,0.0385,0.0114,0.0298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3257,4.2836,1.3257,4.1875,17.7313,4.5763,4.3853,1.7015,698.8955,1.6486,5,0.3333,7.5926,19.791,4.5763,2.6509,144.0501,2.7122,2.5846,10.735,2.7122,0.1176,0.0675,1,0.9939,0.1176,0.0675,0.019,0.0395,0.0108,0.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1606,4.9706,1.1606,4.25,20.4412,4.5248,4.2085,2.2647,351.1176,1.1364,6.8846,0,8.5238,23.1471,4.5248,1.7139,117.4256,2.534,2.3446,11.5048,2.534,0.0769,0.0448,1,0.9851,0.0769,0.0448,0.0127,0.0293,0.0133,0.0313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1687,2.9744,1.1687,3.25,12.4103,4.327,4.1656,1.2564,266.1795,1.9615,6.3,0,7.4118,13.9231,4.327,2.2407,76.502,2.4957,2.3127,8.3155,2.4957,0,0,1,0.9865,0.037,0.0135,0.0308,0.0653,0.0169,0.0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0493,2.6129,1.0493,2.9524,14.7581,4.3098,4.1114,1.5161,498.4355,1.1111,4.0909,0,8.1818,16.629,4.3098,2.6453,115.2642,2.5121,2.3596,12.8405,2.5121,0.0976,0.1866,1,0.9776,0.0976,0.194,0.0119,0.0297,0.0173,0.0342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8731,1.78,0.8731,75,9.0267,4.4845,4.3508,0.9067,847.32,2.2683,4.3333,0.4474,7.1731,10.92,4.4845,46,110.1845,2.6692,2.5492,8.9767,2.6692,0.0338,0.0147,1,0.5839,0.0338,0.015,0.0068,0.0292,0.0046,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9623,1.5263,0.9623,9.5,17.8421,4.5194,4.2687,2.6316,196.4211,1.2759,4.9,0.3333,8.6364,19.3158,4.5194,0.5,75.6976,2.5589,2.3486,6.0875,2.5589,0.2353,0.1605,1,1,0.2353,0.1605,0.0379,0.0401,0.0226,0.0334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1892,3.4444,1.1892,9,14.3889,4.5556,4.3251,1.6111,178.8889,1.1429,4.0588,0,8.625,16.5,4.5556,2,59.3269,3.0537,2.9026,9.7482,3.0537,0.0625,0.0921,1,1,0.0625,0.0921,0.0088,0.0255,0.024,0.0518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0328,2.32,1.0328,12.5,15.96,4.5553,4.3132,1.96,210.68,1.4138,4.35,0,8.7,17.56,4.5553,1.5,78.1877,2.8469,2.7085,7.9351,2.8469,0.087,0.1575,1,0.9726,0.087,0.1575,0.0153,0.0315,0.0182,0.0374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0204,3.6,1.0204,7.5,20.1333,4.6758,4.3549,2.6,134.5333,1.0769,5,0,6.5385,21.5333,4.6758,2.5,75.332,2.8776,2.6728,12.5585,2.8776,0.1538,0.1636,1,1,0.1538,0.1636,0.0179,0.0533,0.0188,0.0466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8621,4.2143,0.8621,7,21.2143,4.5226,4.3101,3.5,165.9286,1.8333,5.3571,0,7.5,23.4286,4.5226,1,76.4892,2.6475,2.4928,8.0597,2.6475,0,0.0233,1,1,0,0.0233,0.0153,0.0273,0.009,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
