prop,num_punct_in_sentence,num_decendents_noun_phrase,num_modifiers_noun_phrase,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera_incidence,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
8,4,1.0128,0.7436,6.2308,390.7692,1401.1094,0.0333,3.9231,6.0,348.2143,227.6786,5.6154,242.0968,2.1667,17.2308,6.7381,5.7619,3.0536,4.0,3.5385,4.9123,6.5556,1.8824,9.3929,11.6154,7.8278,8.1081,15.0,0.8975,6.0403,3.0602,2.4005,1.4629,4.2884,2.8835,58.0357,26.7857,0.0,4.4643,17.8571,111.6071,49.1071,227.6786,312.5,31.25,53.5714,66.9643,660.7143,138.3929,4.4643,71.4286,13.3929,44.6429,4.4643,13.3929,4.4643,35.7143,0.0,53.5714,40.1786,36.1969,66.9643,0.6607,0.3125,0.2277,0.0536,0.067,13.3929,0.692,0.7714,0.8824,0.9167,0.6667,0.8093,0.6518,0.5857,0.6078,0.9167,0.6,0.6775,0.0909,0.0,0.0,0.1667,0.141,0.1667,0.141,0.0179,0.0259,0.0148,0.0243
1,1,0.9492,0.7288,5.8462,261.0,986.2259,0.0362,2.5385,4.5385,371.0692,207.5472,4.6154,164.6205,3.25,12.2308,6.8377,5.9481,3.0755,2.7692,2.1538,5.6538,5.4889,1.9375,7.4483,8.3077,7.9444,7.2072,13.0435,1.479,5.563,3.0419,2.4356,1.5236,3.9102,2.8894,81.761,25.1572,0.0,0.0,12.5786,106.9182,62.8931,207.5472,352.2013,18.8679,62.8931,75.4717,698.1132,106.9182,0.0,69.1824,12.5786,25.1572,0.0,12.5786,0.0,12.5786,25.1572,50.3145,37.7358,45.3283,82.0346,0.6981,0.3522,0.2075,0.0629,0.0755,12.5786,0.7044,0.7679,0.7576,1.0,0.75,0.8189,0.7421,0.6071,0.5152,1.0,0.75,0.7181,0.0508,0.1111,0.1053,0.1667,0.141,0.1667,0.141,0.0239,0.0527,0.0206,0.0464
1,1,0.8469,0.6122,5.4118,28.7647,1220.8691,0.0289,3.2941,5.7647,403.2922,230.4527,5.2941,208.6014,2.8333,14.2941,7.5365,6.4893,3.4074,3.2353,2.8824,5.4082,5.6,2.1538,7.0,10.8235,8.5,9.3567,16.0,1.2134,6.5329,3.3927,2.8633,1.6363,4.9018,3.0681,69.9588,24.6914,0.0,4.1152,57.6132,135.8025,28.8066,230.4527,370.3704,37.037,78.1893,24.6914,703.7037,86.4198,4.1152,65.8436,8.2305,8.2305,0.0,32.9218,4.1152,28.8066,0.0,65.8436,32.9218,38.5049,65.8436,0.7037,0.3704,0.2305,0.0782,0.0247,4.1152,0.716,0.7,0.8393,1.0,1.0,0.8848,0.7942,0.5,0.5714,0.6842,1.0,0.6889,0.0909,0.3636,0.35,0.375,0.2426,0.375,0.2426,0.0432,0.0681,0.0193,0.0369
5,10,1.0933,0.8133,7.3077,569.8462,1440.6449,0.0306,2.8462,5.7692,375.0,185.0,5.2308,230.8629,3.25,15.3846,6.6417,5.9144,2.98,3.6154,3.0,4.9322,6.6863,2.8333,7.8718,11.0,7.4895,10.219,23.7288,1.7854,7.0004,2.7352,2.1528,1.3113,4.5404,2.469,65.0,20.0,0.0,0.0,30.0,110.0,35.0,185.0,355.0,25.0,110.0,35.0,685.0,125.0,5.0,100.0,5.0,15.0,0.0,25.0,15.0,20.0,10.0,70.0,70.0,51.095,118.644,0.685,0.355,0.185,0.11,0.035,0.0,0.72,0.8028,0.9189,0.8636,1.0,0.8963,0.75,0.6761,0.5946,0.6364,1.0,0.7268,0.0658,0.2222,0.2381,0.25,0.1667,0.25,0.1667,0.0205,0.0341,0.0122,0.0286
6,3,0.9774,0.7519,7.1765,422.1176,1262.4394,0.0323,3.0,7.8235,419.5584,160.8833,5.8824,205.2578,3.4,18.6471,6.4007,5.6689,2.7508,3.2353,3.6471,6.6346,5.5111,2.0625,7.4138,13.7059,7.0987,2.3364,4.7059,1.7436,7.5844,2.5815,2.0073,1.2348,5.0847,2.4148,53.6278,15.7729,0.0,0.0,25.2366,66.2461,31.5457,160.8833,372.2397,63.0915,104.1009,37.8549,675.0789,123.0284,3.1546,94.6372,15.7729,9.4637,0.0,0.0,6.3091,9.4637,0.0,15.7729,12.6183,7.3703,14.8451,0.6751,0.3722,0.1609,0.1041,0.0379,6.3091,0.6688,0.6864,0.7843,0.8788,1.0,0.8374,0.6625,0.6017,0.549,0.5455,1.0,0.6741,0.1449,0.4167,0.3571,0.4375,0.3676,0.4375,0.3676,0.027,0.032,0.0204,0.0296
