num_words,num_paragraphs,num_sentences,num_words_with_punct,num_noun,num_verb,num_past,num_rare_words_4,num_rare_nouns_4,num_dif_rare_words_4,num_adv,num_personal_pronouns,num_third_pers_pron,num_pres,num_indic,num_subord,num_inf,num_total_prop,num_adj,num_rel_subord,num_ger,num_past_irregular,num_rare_adj_4,num_pass,num_agentless,num_rare_verbs_4,num_first_pers_pron,num_neg,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,dale_chall,smog,flesch_kincaid,flesch,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,honore,maas,mtld,sentences_per_paragraph_mean,sentences_length_mean,sentences_length_no_stopwords_mean,num_syllables_words_mean,words_length_mean,words_length_no_stopwords_mean,lemmas_length_mean,sentences_per_paragraph_std,sentences_length_std,sentences_length_no_stopwords_std,num_syllables_words_std,words_length_std,words_length_no_stopwords_std,lemmas_length_std,left_embeddedness,num_content_words_not_a1_c1_words,num_a1_words,num_b2_words,num_b1_words,num_a2_words,num_c1_words,mean_depth_per_sentence,num_different_forms,num_pass_mean,num_past_irregular_mean,num_punct_marks_per_sentence,mean_propositions_per_sentence,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,agentless_passive_density_incidence,negation_density_incidence,gerund_density_incidence,infinitive_density_incidence,num_modifiers_noun_phrase,num_decendents_noun_phrase,mean_rare_4,mean_distinct_rare_4,min_wf_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,num_paragraphs_incidence,num_sentences_incidence,num_past_incidence,num_pres_incidence,num_future,num_future_incidence,num_indic_incidence,num_impera,num_impera_incidence,num_past_irregular_incidence,num_pass_incidence,num_rare_nouns_4_incidence,num_rare_adj_4_incidence,num_rare_verbs_4_incidence,num_rare_advb_4,num_rare_advb_4_incidence,num_rare_words_4_incidence,num_dif_rare_words_4_incidence,num_lexic_words_incidence,num_noun_incidence,num_adj_incidence,num_adv_incidence,num_verb_incidence,num_subord_incidence,num_rel_subord_incidence,num_personal_pronouns_incidence,num_first_pers_pron_incidence,num_first_pers_sing_pron,num_first_pers_sing_pron_incidence,num_third_pers_pron_incidence,num_a1_words_incidence,num_a2_words_incidence,num_b1_words_incidence,num_b2_words_incidence,num_c1_words_incidence,num_content_words_not_a1_c1_words_incidence
566,12,30,722,144,78,41,31,21,28,23,15,14,15,34,27,4,93,36,2,14,16,2,4,4,8,1,1,0.5882,0.52,0.5882,0.52,0.5882,0.52,0.0642,0.045,0.0193,0.0399,68.9046,3.5336,54.7703,5.3004,5.3004,0.0,8.1153,7.7935,9.739,58.8422,0.4488,0.6667,0.7564,0.8333,0.7826,0.7597,0.5035,0.6319,0.6154,0.8333,0.7826,0.7158,957.8293,0.0602,96.4998,2.4167,17.6,15.3667,1.523,4.6705,6.3504,4.3428,0.862,8.593,7.7092,0.8356,2.4919,2.2118,2.2348,4.1667,137,183,17,16,22,2,5.2,254,0.0071,0.3902,3.5,3.1,2.6,5.3667,284.4523,137.8092,0.4965,0.2544,0.1378,0.0636,0.0406,7.0671,1.7668,24.735,7.0671,1.2795,1.6894,11.032,14.1414,3.439,5.9247,5.3318,1.7564,7.2958,21.2014,53.0035,72.4382,26.5018,0,0.0,60.0707,0,0.0,28.2686,7.0671,37.1025,3.5336,14.1343,0,0.0,54.7703,49.47,496.4664,254.417,63.6042,40.636,137.8092,47.7032,3.5336,26.5018,1.7668,0,0.0,24.735,323.3216,38.8693,28.2686,30.0353,3.5336,242.0495
