prop,num_punct_in_sentence,num_decendents_noun_phrase,num_modifiers_noun_phrase,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera_incidence,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
2,3,0.2963,0.2593,3.5789,1979.2105,828.3695,0.0406,2.4211,2.8421,315.7895,269.0058,3.5789,80.4207,3.8,9.0,6.2663,4.9941,2.7544,2.4737,2.5789,8.0,4.4375,1.8571,6.4444,6.5263,7.0161,11.1111,37.5,2.3152,5.2815,2.2961,1.68,1.0251,3.9917,1.9049,111.1111,29.2398,0.0,5.848,81.8713,105.2632,29.2398,269.0058,292.3977,11.6959,40.9357,29.2398,631.5789,187.1345,40.9357,105.2632,40.9357,0.0,0.0,40.9357,0.0,29.2398,0.0,70.1754,52.6316,64.9772,219.2982,0.6316,0.2924,0.269,0.0409,0.0292,35.0877,0.6725,0.74,0.8043,0.7143,0.8,0.7647,0.7895,0.56,0.6304,0.7143,0.8,0.6762,0.0385,0.1429,0.15,0.1111,0.1111,0.1111,0.1111,0.0253,0.0667,0.0164,0.0414
5,5,0.75,0.65,3.7895,77.6842,1662.7344,0.0267,1.8947,3.1579,379.7468,227.8481,3.6316,204.8,1.4615,8.3158,6.4768,5.457,2.8165,2.4211,1.9474,4.6667,7.7073,3.0,8.8485,6.7368,6.9297,5.8824,16.2791,0.8427,5.9741,2.2839,1.7137,1.1072,4.6886,2.1257,120.2532,82.2785,0.0,6.3291,56.962,120.2532,37.9747,227.8481,373.4177,0.0,101.2658,50.6329,753.1646,113.9241,0.0,82.2785,12.6582,18.9873,0.0,12.6582,6.3291,25.3165,0.0,44.3038,44.3038,37.2304,103.0323,0.7532,0.3734,0.2278,0.1013,0.0506,0.0,0.7658,0.7627,0.8611,0.875,1.0,0.8747,0.7532,0.6441,0.6944,0.75,1.0,0.7721,,0.3333,0.3333,0.1667,0.1053,0.1667,0.1053,0.0123,0.0303,0.0107,0.0321
6,4,0.8276,0.7586,3.0952,739.7619,1239.3819,0.0763,1.9048,2.7619,266.055,183.4862,4.7143,46.0089,1.75,10.381,5.8263,5.2263,2.4862,2.9048,3.0952,4.5897,6.75,2.6667,8.1111,5.5238,7.1379,15.7895,15.7895,1.2332,5.1499,2.5353,1.7521,1.2048,3.6203,1.9952,96.3303,55.0459,0.0,0.0,32.1101,50.4587,100.9174,183.4862,252.2936,13.7615,128.4404,45.8716,610.0917,233.945,73.3945,82.5688,55.0459,18.3486,4.5872,4.5872,4.5872,87.156,0.0,96.3303,27.5229,72.4289,72.4289,0.6101,0.2523,0.1835,0.1284,0.0459,32.1101,0.4862,0.6182,0.575,0.4643,1.0,0.6644,0.6697,0.5091,0.45,0.4643,1.0,0.6058,0.0517,0.1111,0.1176,0.25,0.2524,0.25,0.2905,0.0843,0.1355,0.0589,0.0891
5,6,0.382,0.3483,3.4,1170.75,1443.3365,0.0234,2.95,4.45,360.3239,238.8664,4.6,291.8834,1.8182,12.35,6.4634,5.2805,2.834,3.6,2.7,3.7838,6.7812,1.5,8.0,9.45,7.2751,8.6957,26.5306,0.575,7.2683,2.6559,2.0098,1.1278,5.9285,2.399,80.9717,44.5344,0.0,12.1457,113.3603,117.4089,40.4858,238.8664,336.0324,16.1943,52.6316,24.2915,651.8219,165.9919,36.4372,101.2146,24.2915,4.0486,0.0,24.2915,8.0972,20.2429,4.0486,56.6802,52.6316,35.2053,107.4113,0.6518,0.336,0.2389,0.0526,0.0243,36.4372,0.7571,0.8554,0.8644,0.9231,1.0,0.9107,0.8219,0.6747,0.6271,0.9231,1.0,0.8062,0.046,0.1111,0.1,0.1579,0.0737,0.1579,0.0684,0.0119,0.0237,0.009,0.0268
5,3,0.6377,0.4493,4.6111,27.2778,1199.4572,0.0329,1.9444,3.8333,418.1818,212.1212,4.1667,171.4596,3.6,9.1667,6.3497,5.4601,2.9576,2.3333,2.2778,6.6333,6.963,1.1429,9.0,6.4444,7.431,8.7719,21.4286,2.0591,4.4503,2.8382,2.0612,1.3228,2.9856,2.499,109.0909,30.303,0.0,0.0,30.303,90.9091,66.6667,212.1212,375.7576,36.3636,72.7273,30.303,690.9091,175.7576,18.1818,115.1515,42.4242,0.0,0.0,0.0,6.0606,54.5455,0.0,60.6061,36.3636,53.163,129.8703,0.6909,0.3758,0.2121,0.0727,0.0303,18.1818,0.7212,0.8065,0.7429,0.8333,1.0,0.8457,0.8121,0.6774,0.5143,0.9167,1.0,0.7771,0.0882,0.0,0.0588,0.0588,0.1111,0.0588,0.1111,0.0285,0.0359,0.0172,0.0441
