num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_personal_pronouns,num_verb,num_indic,num_lexic_words,num_noun,num_rare_words,num_rare_verbs,num_dif_rare_words,num_subord,num_inf,num_adv,num_adj,num_rare_nouns,num_words_more_3_syl,num_third_pers_pron,num_total_prop,num_ger,num_neg,num_past_irregular,num_proper_noun,num_rare_adj,num_first_pers_pron,num_first_pers_sing_pron,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,flesch,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,similarity_adjacent_mean,similarity_adjacent_std,similarity_pairs_par_mean,similarity_pairs_par_std,similarity_adjacent_par_mean,similarity_adjacent_par_std,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,num_past_irregular_mean,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns_incidence,num_first_pers_pron_incidence,num_first_pers_sing_pron_incidence,num_third_pers_pron_incidence,gerund_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_past_irregular_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,level
7,21.0,4,1,367.0,403.0,26.0,75.0,50.0,162.0,56.0,19.0,15.0,19.0,48.0,15.0,20.0,11.0,2.0,22.0,16.0,79.0,2.0,3.0,13.0,3.0,2.0,2.0,1.0,0.9825,0.8772,171,3.1905,3.8767,769.3998,0.0665,3.5714,5.4286,310.6267,204.3597,5.4286,71.4162,77.3522,9.0,3.0,3.0,11.0,2.0,28.0,0.7975,0.1227,0.7818,0.1053,0.819,0.0479,3.0,17.4762,4.3452,4.0932,1.861,3.7619,1.7143,5.2907,5.8333,1.9474,7.4043,0.4643,5.5714,6.906,11.7284,16.3793,1.8516,9.3433,2.4329,2.2567,0.9848,3.3887,1.9125,57.2207,19.0736,0.0,0.0,70.8447,5.4496,2.7248,43.5967,5.4496,40.8719,130.7902,136.2398,204.3597,152.5886,8.1744,29.9728,54.4959,35.4223,441.4169,76.2943,24.5232,29.9728,5.4496,8.1744,8.1744,5.4496,5.4496,40.8719,0.0,0.0,51.7711,51.7711,31.9575,44.6302,0.4414,0.1526,0.2044,0.03,0.0545,8.1744,0.4659,0.6607,0.8133,0.9091,0.55,0.7333,0.5259,0.6071,0.6,0.9091,0.55,0.6665,0.0508,0.1429,0.1818,0.45,0.3619,0.4,0.2857,0.0344,0.0387,0.0263,0.0407,0
10,28.0,4,3,459.0,511.0,14.0,82.0,51.0,233.0,86.0,59.0,24.0,47.0,43.0,16.0,33.0,32.0,26.0,39.0,12.0,88.0,6.0,4.0,13.0,3.0,9.0,2.0,2.0,1.1603,1.0153,235,3.1786,2.9332,1008.9129,0.0517,2.9286,4.6786,285.4031,178.6492,4.7857,107.1109,70.3807,24.0,10.0,3.0,11.0,15.0,63.0,0.7516,0.079,0.7387,0.0774,0.7864,0.046,2.8,16.3929,4.6463,4.4367,1.9956,3.1429,1.8571,4.5667,5.6962,1.7619,7.1207,0.52,6.25,6.9886,25.3219,26.8571,2.2271,10.6682,2.546,2.2923,1.0033,3.9427,1.9712,61.0022,21.7865,0.0,0.0,30.5011,4.3573,4.3573,26.1438,13.0719,34.8584,93.6819,111.1111,178.6492,187.3638,6.5359,69.7168,71.8954,28.3224,507.6253,137.2549,52.2876,23.9651,32.6797,21.7865,6.5359,56.6449,19.6078,52.2876,0.0,0.0,128.5403,102.3965,55.1675,58.5122,0.5076,0.1874,0.1786,0.0697,0.0719,8.7146,0.512,0.6512,0.9024,0.9688,0.4545,0.7442,0.5664,0.6279,0.7073,0.9062,0.4242,0.6664,0.0337,0.2222,0.2,0.1481,0.1693,0.1481,0.164,0.0173,0.0322,0.0146,0.0299,0
2,11.0,4,1,207.0,225.0,18.0,31.0,25.0,101.0,39.0,21.0,10.0,21.0,13.0,4.0,10.0,21.0,6.0,11.0,18.0,37.0,0.0,1.0,9.0,8.0,5.0,0.0,0.0,1.2727,0.9848,129,3.4545,2.9955,995.8672,0.0461,2.8182,6.0,318.8406,149.7585,5.1818,106.4042,74.0223,2.0,6.0,0.0,11.0,6.0,25.0,0.8053,0.0365,0.7903,0.0567,0.7987,0.0,5.5,18.8182,4.3689,4.3058,1.8937,3.3636,1.6364,4.4528,7.0882,1.0,8.3929,0.6,7.8182,6.3488,20.7921,22.8261,1.5,7.6849,2.3483,2.3377,0.9316,3.2979,1.8285,53.1401,9.6618,0.0,0.0,86.9565,0.0,0.0,86.9565,0.0,19.3237,62.8019,120.7729,149.7585,188.4058,38.6473,101.4493,48.3092,43.4783,487.9227,120.7729,9.6618,53.1401,28.9855,28.9855,0.0,28.9855,24.1546,48.3092,0.0,0.0,101.4493,101.4493,100.4449,110.271,0.4879,0.1884,0.1498,0.1014,0.0483,4.8309,0.6232,0.8718,0.9355,0.9524,0.9,0.9149,0.7295,0.7949,0.8065,0.9524,0.9,0.8634,0.1702,0.2222,0.1111,0.3,0.3273,0.2,0.0909,0.0142,0.0223,0.0074,0.0171,0
11,21.0,2,1,345.0,389.0,23.0,55.0,42.0,172.0,66.0,32.0,17.0,32.0,19.0,6.0,33.0,18.0,10.0,20.0,21.0,56.0,4.0,2.0,11.0,8.0,5.0,2.0,2.0,1.3654,1.1058,190,5.0,3.099,892.9363,0.0499,2.619,4.9524,301.4493,159.4203,4.8095,97.6592,76.5176,6.0,7.0,1.0,16.0,14.0,44.0,0.7507,0.0886,0.7318,0.0938,0.7212,0.0919,1.9091,16.4286,4.2326,4.0262,1.8928,2.6667,2.0952,4.1412,7.0545,2.75,7.7872,0.55,6.381,5.9925,18.6047,23.7037,1.3111,10.617,2.3646,2.2968,0.9766,3.9698,2.2576,60.8696,31.8841,0.0,0.0,66.6667,5.7971,5.7971,60.8696,11.5942,17.3913,55.0725,121.7391,159.4203,191.3043,23.1884,52.1739,95.6522,31.8841,498.5507,127.5362,17.3913,46.3768,40.5797,20.2899,2.8986,28.9855,14.4928,49.2754,0.0,0.0,92.7536,92.7536,53.9267,68.7064,0.4986,0.1913,0.1594,0.0522,0.0957,5.7971,0.5507,0.7424,0.8727,0.8889,0.6667,0.7927,0.6029,0.6818,0.6727,0.8889,0.6667,0.7275,0.1081,0.2,0.1579,0.3,0.2,0.2,0.1048,0.0199,0.0332,0.012,0.027,0
5,14.0,5,3,338.0,377.0,18.0,63.0,32.0,159.0,59.0,44.0,20.0,33.0,34.0,14.0,21.0,16.0,19.0,51.0,18.0,67.0,4.0,5.0,9.0,9.0,3.0,0.0,0.0,1.2165,1.0103,180,3.5714,2.5429,989.5761,0.0538,4.5,6.9286,286.9822,186.3905,6.0714,97.5058,55.8238,6.0,5.0,1.0,14.0,11.0,37.0,0.8575,0.074,0.8338,0.0791,0.8566,0.0225,2.8,24.1429,4.8249,4.6172,2.1065,4.7857,2.7857,4.5897,4.8909,1.4783,7.3438,0.5625,9.6429,7.5333,27.673,27.9661,0.7483,10.8487,2.956,2.7987,1.1769,3.7722,2.4184,41.4201,14.7929,0.0,0.0,53.2544,0.0,0.0,53.2544,11.8343,41.4201,100.5917,94.6746,186.3905,174.5562,26.6272,47.3373,62.1302,26.6272,470.4142,109.4675,17.7515,41.4201,32.5444,14.7929,2.9586,56.213,8.8757,59.1716,2.0,5.9172,130.1775,97.6331,81.8728,82.7399,0.4704,0.1746,0.1864,0.0473,0.0621,14.7929,0.5325,0.6441,0.8571,0.875,0.619,0.7488,0.6124,0.5763,0.7302,0.875,0.619,0.7001,0.1324,0.2222,0.2143,0.5385,0.4615,0.3846,0.3956,0.0449,0.0355,0.0337,0.0342,0
,
