num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_noun,num_lexic_words,num_adj,num_rare_words,num_rare_verbs,num_dif_rare_words,num_verb,num_indic,num_rare_nouns,num_total_prop,num_proper_noun,num_subord,num_inf,num_adv,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,similarity_adjacent_mean,similarity_adjacent_std,similarity_pairs_par_mean,similarity_pairs_par_std,similarity_adjacent_par_mean,similarity_adjacent_par_std,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,num_neg,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
3,6.0,2,2,89.0,108.0,28.0,56.0,8.0,7.0,2.0,4.0,18.0,6.0,5.0,18.0,6.0,7.0,2.0,2.0,0.5312,0.5,64,5.8333,5.3333,1134.1905,0.0439,3.0,5.3333,359.5506,202.2472,5.1667,115.0489,0.0,0.0,0.0,10.0,1.0,11.0,0.69,0.0859,0.6787,0.1019,0.6466,0.0338,2.0,14.8333,7.5122,6.3293,3.2841,3.0,3.1667,7.0,5.7692,2.6,7.75,11.0,8.2879,12.5,21.0526,0.8165,6.1486,3.0172,2.4197,1.5222,5.2599,2.8002,67.4157,33.7079,0.0,0.0,0.0,0.0,22.4719,78.6517,67.4157,202.2472,314.6067,67.4157,89.8876,22.4719,629.2135,123.5955,0.0,112.3596,11.236,0.0,0.0,56.1798,0.0,0.0,22.4719,0.0,0.0,78.6517,44.9438,140.4494,236.5461,0.6292,0.3146,0.2022,0.0899,0.0225,0.0,0.0,0.7191,0.8214,0.8889,1.0,1.0,0.9276,0.7978,0.7857,0.7222,0.75,1.0,0.8145,0.1765,0.6667,0.5,0.4,0.4,0.4,0.4,0.0441,0.0458,0.0392,0.0452
3,6.0,2,3,90.0,108.0,29.0,54.0,4.0,0.0,0.0,0.0,18.0,4.0,0.0,17.0,4.0,9.0,0.0,3.0,0.9394,0.697,63,5.3333,13524.3333,879.4091,0.0478,3.0,5.5,366.6667,200.0,4.8333,113.4,3.0,0.0,0.0,3.0,4.0,10.0,0.6824,0.1089,0.6564,0.0992,0.6294,0.073,2.0,15.0,7.0,6.2317,3.1319,2.8333,3.0,6.0417,4.7826,2.0909,7.25,9.6667,7.8793,0.0,0.0,0.8165,7.188,2.905,2.2103,1.4988,4.15,2.7548,66.6667,33.3333,0.0,0.0,0.0,0.0,0.0,100.0,44.4444,200.0,322.2222,44.4444,44.4444,33.3333,600.0,111.1111,33.3333,33.3333,44.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3222,0.2,0.0444,0.0333,1.0,11.1111,0.7,0.7586,0.7778,1.0,1.0,0.8841,0.7111,0.7241,0.5,1.0,1.0,0.806,0.1212,0.0,0.25,0.2,0.4,0.2,0.4,0.0368,0.0531,0.0434,0.0418
4,9.0,4,4,122.0,157.0,44.0,83.0,3.0,5.0,3.0,4.0,30.0,4.0,2.0,32.0,7.0,14.0,4.0,6.0,0.4902,0.4118,103,4.0,1888.0,3069.9295,0.0181,3.3333,5.6667,418.0328,245.9016,5.0,287.0187,0.0,0.0,0.0,16.0,1.0,17.0,0.6479,0.0767,0.6197,0.0795,0.6332,0.0197,2.25,13.5556,7.188,5.9573,3.2358,3.5556,3.8889,7.6667,7.0588,5.6,7.6667,10.2222,8.1304,6.0241,16.6667,0.8292,5.3564,2.9669,2.3439,1.3856,4.7558,2.5969,73.7705,32.7869,0.0,0.0,1.0,8.1967,32.7869,114.7541,32.7869,245.9016,360.6557,57.377,24.5902,49.1803,680.3279,139.3443,0.0,131.1475,8.1967,0.0,0.0,16.3934,0.0,0.0,24.5902,0.0,0.0,40.9836,32.7869,49.3779,136.6123,0.6803,0.3607,0.2459,0.0246,0.0492,1.0,8.1967,0.8443,0.9318,0.9333,1.0,0.8333,0.9246,0.8852,0.8864,0.6333,1.0,0.8333,0.8382,0.1373,0.0,0.1429,0.125,0.0833,0.125,0.0833,0.0167,0.023,0.0082,0.0188
8,18.0,1,1,263.0,317.0,93.0,192.0,26.0,18.0,11.0,8.0,57.0,15.0,7.0,57.0,16.0,25.0,10.0,16.0,0.9333,0.7524,197,6.1667,363.9444,1589.1043,0.0238,3.1667,5.8333,399.2395,216.73,5.6111,295.6967,2.0,1.0,0.0,24.0,2.0,29.0,0.6266,0.0929,0.6218,0.1047,0.6215,0.0724,2.25,14.6111,7.0155,6.0465,3.1477,3.1667,3.0,4.8923,6.3462,2.75,7.425,10.8333,8.0872,9.375,12.5,0.9682,8.2404,3.341,2.5377,1.5993,6.0023,3.093,68.4411,30.4183,0.0,0.0,0.0,0.0,38.0228,95.057,57.0342,216.73,353.6122,60.8365,98.8593,60.8365,730.038,110.2662,7.6046,91.2548,7.6046,3.8023,0.0,26.616,0.0,0.0,41.8251,0.0,0.0,68.4411,30.4183,35.6464,47.5285,0.73,0.3536,0.2167,0.0989,0.0608,1.0,3.8023,0.749,0.828,0.8596,1.0,0.6875,0.8438,0.7643,0.6237,0.5263,0.9231,0.625,0.6745,0.1468,0.1,0.0667,0.1176,0.1111,0.1176,0.1307,0.0151,0.0288,0.0119,0.0226
4,11.0,7,1,162.0,185.0,54.0,106.0,7.0,7.0,4.0,5.0,36.0,9.0,1.0,43.0,5.0,22.0,1.0,9.0,0.7759,0.569,117,4.8182,90.9091,1292.5663,0.033,3.2727,5.2727,358.0247,222.2222,5.5455,193.3768,2.0,3.0,0.0,21.0,4.0,30.0,0.6971,0.0974,0.6565,0.1275,0.6216,0.1276,2.75,14.7273,6.8645,5.5677,3.1043,3.9091,2.0909,5.6061,7.3103,2.4444,9.5,10.5455,7.7241,6.6038,15.1515,1.479,5.0649,2.9905,2.1038,1.4384,3.7017,2.8635,67.9012,24.6914,0.0,0.0,0.0,0.0,6.1728,135.8025,55.5556,222.2222,333.3333,30.8642,43.2099,55.5556,654.321,185.1852,12.3457,129.6296,24.6914,18.5185,0.0,6.1728,0.0,0.0,24.6914,2.0,12.3457,43.2099,30.8642,40.7642,93.5278,0.6543,0.3333,0.2222,0.0432,0.0556,1.0,6.1728,0.7222,0.7963,0.8611,1.0,0.6667,0.831,0.7099,0.537,0.6944,1.0,0.6667,0.7245,0.0847,0.4286,0.3571,0.3,0.2182,0.3,0.2182,0.0176,0.0286,0.0181,0.0277
