prop,num_punct_in_sentence,num_words_more_3_syl,num_decendents_noun_phrase,num_modifiers_noun_phrase,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,flesch,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,num_past_irregular_mean,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera_incidence,num_personal_pronouns_incidence,num_first_pers_pron_incidence,num_first_pers_sing_pron_incidence,num_third_pers_pron_incidence,gerund_incidence,infinitive_incidence,num_subord_incidence,num_past_incidence,num_pres_incidence,num_future_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_past_irregular_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,level
2,2,21.0,1.3208,0.9623,1.5263,3.5358,720.9961,0.0572,3.1053,5.5789,314.5401,175.0742,5.5789,98.4976,73.3775,9.5,17.7368,4.5194,4.2687,1.9228,3.6316,1.5789,4.7396,5.4571,1.9048,6.9796,0.3529,6.6316,6.873,18.3432,21.2598,0.5,5.8655,2.5589,2.3486,0.9591,2.757,2.3299,56.3798,5.9347,0.0,38.5757,2.9674,0.0,35.6083,2.9674,44.5104,97.9228,50.4451,29.6736,0.0,121.6617,175.0742,216.6172,26.7062,32.6409,77.1513,17.8042,501.4837,97.9228,35.6083,41.543,11.8694,8.9021,0.0,35.6083,5.9347,50.4451,0.0,91.9881,80.1187,54.4309,63.0855,0.5015,0.2166,0.1751,0.0326,0.0772,11.8694,0.5163,0.7808,0.8136,0.9091,0.5385,0.7605,0.5519,0.7534,0.5763,0.9091,0.5,0.6847,0.1098,0.2353,0.1605,0.2222,0.1345,0.2222,0.0994,0.0358,0.0399,0.0185,0.0302,0
2,1,20.0,1.5135,1.1892,3.4444,3.5594,968.5982,0.0508,2.5556,4.1111,303.2787,188.5246,4.8889,78.0321,76.2101,9.0,13.5556,4.5556,4.3251,1.9467,2.6111,2.9444,4.6667,5.8684,2.1,7.2143,0.5714,5.2222,6.8617,19.5122,22.2222,2.0,9.2209,3.0537,2.9026,1.1844,3.8522,3.5056,73.7705,8.1967,0.0,40.9836,8.1967,0.0,32.7869,4.0984,24.5902,81.9672,28.6885,53.2787,0.0,155.7377,188.5246,200.8197,24.5902,45.082,69.6721,16.3934,504.0984,65.5738,12.2951,32.7869,12.2951,8.1967,0.0,40.9836,8.1967,49.1803,0.0,98.3607,90.1639,79.968,91.0746,0.5041,0.2008,0.1885,0.0451,0.0697,12.2951,0.582,0.8163,0.8261,1.0,0.6471,0.8224,0.6189,0.7551,0.5652,0.9091,0.6471,0.7191,0.1091,0.0625,0.0921,0.0588,0.1111,0.0588,0.0784,0.0082,0.0248,0.0176,0.0419,0
4,1,38.0,1.2213,1.0328,2.32,3.4384,1080.7623,0.0524,2.52,4.88,320.21,165.3543,4.88,102.543,74.2873,12.5,15.24,4.5553,4.3132,1.9501,2.96,2.32,5.3978,6.4697,1.4167,7.5926,0.3333,5.32,7.3083,17.2589,20.1342,1.5,7.7319,2.8469,2.7085,1.0844,2.7088,2.5961,65.6168,5.2493,0.0,65.6168,2.6247,0.0,60.3675,7.874,20.9974,81.3648,39.3701,41.9948,0.0,118.1102,165.3543,220.4724,7.874,76.1155,55.1181,13.1234,517.0604,78.7402,20.9974,36.7454,7.874,5.2493,7.874,31.4961,13.1234,44.6194,0.0,89.2388,78.7402,45.299,52.8457,0.5171,0.2205,0.1654,0.0761,0.0551,13.1234,0.5276,0.7143,0.8254,0.9655,0.4762,0.7454,0.5879,0.6905,0.5873,0.931,0.4762,0.6713,0.0345,0.087,0.1575,0.1667,0.2267,0.0833,0.1567,0.0147,0.0309,0.0186,0.0349,0
4,5,28.0,1.2959,1.0204,3.6,2.9927,1106.7568,0.0501,3.4,6.5333,334.471,174.0614,5.7333,86.5192,66.916,7.5,19.5333,4.6758,4.3549,2.0,3.6,2.0,4.1471,5.9556,1.2308,7.875,0.3333,8.0,7.1917,19.403,22.807,2.5,11.7125,2.8776,2.6728,1.0709,4.4422,2.5209,51.1945,6.8259,0.0,54.6075,10.2389,6.8259,44.3686,17.0648,30.7167,88.7372,40.9556,23.8908,0.0,105.802,174.0614,180.8874,47.7816,64.8464,37.5427,13.6519,457.3379,81.9113,17.0648,47.7816,10.2389,6.8259,0.0,23.8908,6.8259,54.6075,3.413,88.7372,88.7372,66.2218,77.8396,0.4573,0.1809,0.1741,0.0648,0.0375,10.2389,0.5666,0.8302,0.9608,0.7368,0.6364,0.7911,0.6587,0.7925,0.7255,0.7368,0.6364,0.7228,0.209,0.1538,0.1636,0.2143,0.2286,0.1429,0.1429,0.0167,0.0516,0.0162,0.0389,0
3,2,23.0,1.0115,0.8621,4.2143,3.4086,1000.7091,0.0451,3.6429,6.2143,303.1359,177.7003,5.7143,102.7845,70.3202,7.0,20.5,4.5226,4.3101,1.9268,4.5,2.9286,5.0735,5.6829,1.7333,7.9615,0.4,7.6429,7.0467,21.3235,24.1667,1.0,6.6842,2.6475,2.4928,1.0077,2.5803,2.1197,48.7805,6.9686,0.0,59.2334,17.4216,3.4843,41.8118,10.453,41.8118,108.0139,52.2648,24.3902,0.0,114.9826,177.7003,156.7944,31.3589,80.1394,59.2334,20.9059,473.8676,132.4042,20.9059,52.2648,27.8746,27.8746,3.4843,24.3902,27.8746,45.2962,3.4843,101.0453,101.0453,74.2979,84.2045,0.4739,0.1568,0.1777,0.0801,0.0592,17.4216,0.5958,0.9333,0.9216,0.913,0.5882,0.839,0.6272,0.8444,0.6863,0.8696,0.5882,0.7471,0.1667,0.0,0.0233,0.0769,0.0769,0.0,0.033,0.0141,0.0266,0.0113,0.0221,0
