num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_adv,num_lexic_words,num_verb,num_inf,num_noun,num_personal_pronouns,num_first_pers_pron,num_first_pers_sing_pron,num_rare_words,num_rare_verbs,num_dif_rare_words,num_indic,num_subord,num_words_more_3_syl,num_rare_advb,num_total_prop,num_adj,num_past_irregular,num_third_pers_pron,num_neg,num_rare_adj,num_rare_nouns,num_ger,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,flesch,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,similarity_adjacent_mean,similarity_adjacent_std,similarity_pairs_par_mean,similarity_pairs_par_std,similarity_adjacent_par_mean,similarity_adjacent_par_std,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,num_past_irregular_mean,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns_incidence,num_first_pers_pron_incidence,num_first_pers_sing_pron_incidence,num_third_pers_pron_incidence,gerund_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_past_irregular_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
23,37.0,6,1,837.0,941.0,56.0,401.0,137.0,12.0,169.0,78.0,54.0,45.0,77.0,48.0,72.0,99.0,78.0,58.0,3.0,144.0,39.0,12.0,21.0,7.0,13.0,13.0,4.0,1.363,1.1037,331,3.8108,2.5565,863.7698,0.0635,3.7027,7.2973,322.5806,163.6798,6.1351,85.6982,72.4398,12.0,11.0,3.0,29.0,12.0,67.0,0.8205,0.0662,0.8034,0.0732,0.8182,0.0709,1.6087,22.6216,4.2773,4.1212,1.8554,3.8919,2.8108,3.5463,6.5867,1.1429,7.4729,0.3636,7.6216,6.5745,19.202,28.8,0.7655,9.7962,2.4017,2.2424,0.965,3.4902,2.1179,44.2055,27.4791,0.0,0.0,93.19,64.5161,53.7634,25.0896,4.779,14.3369,93.19,118.2796,163.6798,201.9116,0.0,0.0,46.595,66.9056,14.3369,479.092,80.0478,14.3369,34.6476,14.3369,13.1422,3.5842,15.5317,15.5317,57.3477,3.5842,91.9952,86.0215,22.9415,34.4086,0.4791,0.2019,0.1637,0.0466,0.0669,8.3632,0.3955,0.4556,0.8394,0.8205,0.4821,0.6494,0.4349,0.4142,0.562,0.7179,0.4464,0.5351,0.0,0.3571,0.3333,0.3889,0.4489,0.3333,0.3514,0.0337,0.038,0.0283,0.0366
25,47.0,3,2,692.0,791.0,39.0,342.0,130.0,36.0,122.0,27.0,19.0,10.0,79.0,39.0,53.0,67.0,59.0,80.0,1.0,139.0,51.0,1.0,8.0,10.0,15.0,24.0,9.0,1.6943,1.2435,270,3.0,3.2526,782.4782,0.0691,2.766,4.1064,278.9017,187.8613,5.0426,39.0403,72.5158,13.0,9.0,0.0,28.0,8.0,58.0,0.7928,0.0827,0.7248,0.0931,0.7752,0.0902,1.88,14.7234,4.6303,4.3872,1.9884,2.9574,2.1064,5.2099,5.6791,1.8462,7.2526,0.2,5.1064,7.5292,23.0994,26.9036,1.2432,7.6149,2.8464,2.5408,1.1416,2.8452,2.2021,67.9191,36.1272,0.0,0.0,39.0173,27.4566,14.4509,11.5607,13.0058,52.0231,85.2601,96.8208,187.8613,176.3006,6.0,8.6705,73.6994,56.3584,1.4451,494.2197,83.815,18.7861,40.4624,11.5607,13.0058,0.0,34.6821,21.6763,56.3584,1.4451,114.1618,76.5896,33.3806,38.878,0.4942,0.1763,0.1879,0.0737,0.0564,14.4509,0.3902,0.5738,0.5462,0.7843,0.5128,0.6043,0.4422,0.5492,0.4231,0.7647,0.5128,0.5625,0.0469,0.2273,0.15,0.2826,0.0888,0.2609,0.0851,0.0741,0.0882,0.0226,0.0448
21,24.0,6,4,465.0,528.0,32.0,247.0,80.0,15.0,99.0,11.0,6.0,1.0,64.0,24.0,59.0,53.0,50.0,58.0,3.0,91.0,36.0,0.0,5.0,11.0,15.0,22.0,6.0,1.2013,1.0268,252,4.7083,2.7933,1066.9812,0.0461,3.3333,6.2083,320.4301,172.043,5.5833,99.1582,64.1098,2.0,9.0,1.0,17.0,2.0,31.0,0.7829,0.1196,0.7468,0.1086,0.7806,0.1267,1.1429,19.375,5.0066,4.7336,2.0495,3.7917,2.625,4.5517,6.1899,1.7333,7.2344,0.0,7.7917,7.5455,25.9109,31.2169,0.4666,9.3756,2.9393,2.7412,1.149,4.0618,2.3564,51.6129,45.1613,0.0,0.0,23.6559,12.9032,2.1505,10.7527,12.9032,32.2581,107.5269,113.9785,172.043,212.9032,0.0,0.0,77.4194,68.8172,0.0,531.1828,66.6667,4.3011,36.5591,4.3011,19.3548,2.1505,47.3118,32.2581,51.6129,6.4516,137.6344,126.8817,55.7224,67.1331,0.5312,0.2129,0.172,0.0774,0.0688,23.6559,0.5419,0.7475,0.825,0.9167,0.5625,0.7629,0.5677,0.697,0.6625,0.8611,0.5625,0.6958,0.0,0.3333,0.25,0.3478,0.1304,0.3043,0.1304,0.0357,0.0394,0.0203,0.0308
11,35.0,1,3,778.0,891.0,52.0,374.0,122.0,30.0,163.0,42.0,15.0,14.0,76.0,34.0,75.0,57.0,76.0,69.0,1.0,141.0,37.0,7.0,25.0,16.0,17.0,24.0,9.0,1.8217,1.2609,399,4.2286,3.0397,1281.6676,0.0429,3.4857,6.5714,295.6298,156.8123,5.3429,108.0365,68.1,16.0,7.0,2.0,24.0,13.0,62.0,0.7813,0.0758,0.7591,0.0853,0.8003,0.0393,3.1818,22.2286,4.4606,4.3819,1.9344,4.0286,3.2286,4.4444,6.053,2.027,7.3596,0.4118,8.7714,6.8339,20.3209,24.3506,1.9917,15.3383,2.651,2.5275,1.0352,6.3655,2.1511,44.9871,14.1388,1.0,1.2853,53.9846,19.2802,17.9949,32.1337,11.5681,38.5604,97.6864,73.2648,156.8123,209.5116,7.0,8.9974,47.5578,66.838,8.9974,480.7198,79.6915,20.5656,30.8483,16.7095,8.9974,2.5707,30.8483,21.8509,43.7018,1.2853,97.6864,96.401,26.1194,31.299,0.4807,0.2095,0.1568,0.0476,0.0668,20.5656,0.5129,0.8712,0.877,0.973,0.4808,0.8005,0.5887,0.816,0.6557,0.973,0.4808,0.7314,0.0412,0.0,0.0167,0.1176,0.0941,0.0,0.0336,0.015,0.0295,0.0112,0.0272
24,48.0,4,1,654.0,757.0,46.0,315.0,123.0,17.0,107.0,56.0,32.0,25.0,41.0,29.0,41.0,86.0,57.0,53.0,2.0,138.0,39.0,22.0,23.0,20.0,4.0,6.0,3.0,0.9663,0.7933,291,2.3958,3.6135,871.631,0.0579,2.5625,4.3333,318.0428,188.0734,4.5625,104.8316,76.9792,11.0,7.0,2.0,34.0,12.0,66.0,0.788,0.073,0.7709,0.0844,0.786,0.0454,2.0,13.625,4.3717,4.2074,1.9327,2.875,2.1458,4.592,5.661,1.2333,7.1705,0.5789,4.7083,6.6416,13.0159,20.098,1.354,6.7442,2.5321,2.4157,1.0353,2.6375,2.3043,73.3945,36.6972,0.0,0.0,85.6269,48.9297,38.2263,35.1682,4.5872,25.9939,87.156,131.4985,188.0734,163.6086,24.0,36.6972,59.633,70.3364,33.6391,481.6514,100.9174,16.8196,51.9878,18.3486,10.7034,3.0581,9.1743,6.1162,44.3425,3.0581,62.6911,62.6911,19.902,30.7309,0.4817,0.1636,0.1881,0.0596,0.0703,30.581,0.445,0.5888,0.7642,0.7949,0.3913,0.6348,0.4985,0.5794,0.5122,0.7949,0.3478,0.5586,0.1832,0.0833,0.087,0.1489,0.1853,0.0851,0.1108,0.0171,0.0369,0.0205,0.0374
