@attribute noun_overlap_all numeric
@attribute argument_overlap_adjacent numeric
@attribute argument_overlap_all numeric
@attribute stem_overlap_adjacent numeric
@attribute stem_overlap_all numeric
@attribute content_overlap_adjacent_mean numeric
@attribute content_overlap_adjacent_std numeric
@attribute content_overlap_all_mean numeric
@attribute content_overlap_all_std numeric
@attribute level numeric

@data

3,9,2,1,327,360,4,52,28,165,27,5,26,67,16,16,15,36,21,21,4,16,25,61,6,6,1,1.5474,1.2842,183,4.6667,2.3233,902.2789,0.0493,5.7778,10.5556,290.5199,159.0214,6.7778,98.2498,56.569,3,6,0,13,4,26,0.8922,0.0216,0.8861,0.0276,0.8915,0.0078,3,36.3333,4.4383,4.0586,1.8869,6.7778,3.6667,5.3563,5.5246,2.3125,6.6667,0.125,13.4444,6.6033,16.3636,19.5489,0.8165,11.9907,2.3764,2.1372,0.9781,4.2193,1.8429,27.5229,9.1743,0,0,48.9297,0,0,0,0,48.9297,12.2324,48.9297,110.0917,85.6269,159.0214,204.893,12.2324,64.2202,76.4526,3.0581,504.5872,79.5107,9.1743,39.7554,12.2324,18.3486,0,15.2905,18.3486,45.8716,1,3.0581,82.5688,79.5107,50.0416,59.7826,0.5046,0.2049,0.159,0.0642,0.0765,18.3486,0.5596,0.7761,0.8846,0.9524,0.6,0.8033,0.581,0.7463,0.6346,0.9048,0.56,0.7114,0.0563,0.3333,0.3,0.875,0.6389,0.5,0.3056,0.0242,0.0238,0.0218,0.0224,0
3,9,2,1,300,326,8,45,24,143,28,14,24,56,19,18,9,24,23,21,1,14,21,46,4,2,5,1.4691,1.2222,165,4.2222,2.9067,851.5104,0.0528,5,9,270,150,6.4444,98.2448,54.64,14,6,2,10,8,40,0.8606,0.0211,0.8557,0.0353,0.8367,0.0222,3,33.3333,4.4295,4.2215,1.97,5.1111,2.8889,4.6667,5.3962,2.2857,7.4375,0.5556,12.3333,6.6216,19.5804,21.4286,1.633,13.5647,2.442,2.3311,1.0177,5.0772,2.0047,30,10,0,0,63.3333,1,3.3333,1,3.3333,60,3.3333,46.6667,80,80,150,186.6667,26.6667,70,70,16.6667,476.6667,133.3333,46.6667,33.3333,26.6667,20,6.6667,46.6667,13.3333,30,1,3.3333,93.3333,80,65.268,71.4287,0.4767,0.1867,0.15,0.07,0.07,6.6667,0.55,0.8036,0.7778,0.9524,0.5714,0.7763,0.55,0.7143,0.6,0.8095,0.5714,0.6738,0.125,0.5,0.3077,0.625,0.7222,0.5,0.2778,0.0361,0.0281,0.028,0.0258,0
26,60,5,2,493,601,88,30,64,86,14,34,255,102,38,59,29,19,109,47,38,2,18,29,9,2,2,1,2,2,1,1.1761,0.9623,233,1.95,3.2363,922.6961,0.0581,1.4333,2.65,322.5152,174.4422,3.35,81.1414,84.5442,11,6,3,12,9,41,0.5675,0.1875,0.5494,0.1887,0.5283,0.1531,2.3077,8.2167,4.3527,4.3548,1.8986,1.8167,1.8,4.459,6.6437,2.4286,7.9848,0.3333,3.2167,6.5648,34.5098,35.7542,1.3522,7.0595,2.5328,2.3939,1.0378,3.0226,2.2039,121.7039,52.7383,2.0284,58.8235,4.0568,4.0568,38.5396,4.0568,28.3976,68.9655,119.6755,174.4422,206.8966,4.0568,77.0791,58.8235,2.0284,517.2414,83.1643,22.3124,24.3408,18.2556,12.1704,6.0852,77.0791,36.5112,60.8519,4.0568,178.499,129.8174,69.9996,72.5237,0.5172,0.2069,0.1744,0.0771,0.0588,18.2556,0.4726,0.6275,0.7791,0.8947,0.5172,0.7046,0.5862,0.6176,0.593,0.8684,0.4828,0.6404,0.0192,0.0588,0.0952,0.1017,0.0734,0.0339,0.0424,0.0062,0.0307,0.0079,0.0417,1
10,86,1,2,872,1036,145,80,127,163,25,51,450,148,39,105,63,36,181,64,59,8,18,80,19,26,23,2,3,8,28,1.2523,1.0721,383,2.0233,3.1844,938.5148,0.0535,1.8953,2.5814,254.5872,186.9266,3.9651,86.0802,81.5206,13,15,0,43,17,88,0.6878,0.1015,0.643,0.1028,0.6863,0.0667,8.6,10.1395,4.3591,4.2679,1.9163,2.1047,1.907,4.6787,6.7613,2.1515,8.0082,0.5283,3.9302,6.4763,32.2222,42.3333,5.4443,7.3677,2.5191,2.3994,1.0153,3.0568,2.2717,98.6239,11.4679,2.2936,72.2477,29.8165,26.3761,41.2844,9.1743,28.6697,58.4862,120.4128,186.9266,169.7248,3.4404,67.6606,91.7431,32.1101,516.055,100.9174,14.9083,49.3119,19.4954,17.2018,0,44.7248,20.6422,91.7431,9.1743,166.2844,145.6422,36.9521,48.5474,0.5161,0.1697,0.1869,0.0677,0.0917,21.789,0.4392,0.6351,0.8528,0.661,0.4,0.6372,0.4644,0.6149,0.6196,0.6441,0.3875,0.5665,0.0199,0.0789,0.0463,0.1647,0.0629,0.0824,0.0252,0.0129,0.0357,0.0089,0.0324,1
30,56,3,5,594,764,85,30,70,100,9,46,268,113,52,71,42,24,127,31,22,6,3,33,9,10,9,3,5,0,15,1.1269,0.9239,285,2.3036,3.2423,1013.4989,0.0529,1.7857,3.5179,331.6498,168.3502,3.6429,89.9557,90.1621,7,15,0,32,2,56,0.6274,0.1394,0.6013,0.1244,0.5754,0.0944,1.8667,10.6071,4.0875,3.963,1.7643,2.2679,3.0357,3.9266,6.9577,1.7692,8.1207,0.3947,3.7679,6.2512,31.7164,33.3333,1.384,9.8628,2.3288,2.1786,0.9073,3.6547,2.1058,94.2761,50.5051,5.0505,70.7071,16.835,15.1515,40.404,10.101,15.1515,77.4411,119.5286,168.3502,190.2357,8.4175,37.037,55.5556,25.2525,451.1785,94.2761,11.7845,53.8721,3.367,25.2525,0,87.5421,5.0505,50.5051,0,143.0976,117.8451,53.3946,56.1167,0.4512,0.1902,0.1684,0.037,0.0556,15.1515,0.4798,0.7611,0.9,0.9091,0.4242,0.7486,0.5185,0.7434,0.67,0.9091,0.4242,0.6867,0.0424,0,0.0377,0.0727,0.0487,0.0182,0.0221,0.0179,0.0747,0.0067,0.0335,1
16,82,3,0,1090,1265,164,59,153,163,28,69,544,249,74,115,48,22,203,109,75,6,30,57,10,26,24,0,5,1,22,1.6564,1.2179,528,3.0488,3.2005,1419.2577,0.0425,1.9878,4.3659,328.4404,149.5413,4.5244,111.2721,74.4925,24,17,4,45,16,106,0.6531,0.1592,0.6232,0.1542,0.625,0.0846,5.125,13.2927,4.6272,4.4653,1.9798,2.4756,2.1341,4.306,6.6907,1.8919,7.8217,0.4074,5.3171,7.1055,30.1471,34.7727,3.3331,9.0358,2.7432,2.5999,1.0809,3.9905,2.2428,75.2294,14.6789,0,44.0367,23.8532,22.0183,20.1835,5.5046,25.6881,63.3028,105.5046,149.5413,228.4404,4.5872,68.8073,52.2936,20.1835,499.0826,97.2477,22.0183,41.2844,14.6789,15.5963,3.6697,67.8899,27.5229,54.1284,0.9174,150.4587,140.367,27.6579,31.9016,0.4991,0.2284,0.1495,0.0688,0.0523,9.1743,0.4844,0.8273,0.816,0.9733,0.5439,0.7901,0.5156,0.7671,0.6012,0.92,0.5088,0.6993,0.0197,0.0606,0.0426,0.1358,0.05,0.0617,0.0166,0.0115,0.0366,0.0038,0.0183,1
30,45,2,4,377,474,42,28,34,73,10,27,154,54,11,46,49,23,97,18,7,7,3,20,4,16,16,4,0,0,6,0.864,0.768,156,1.8667,4.0716,705.1039,0.0797,1.6222,2.7778,331.565,193.634,3.6222,65.3112,97.552,15,2,0,29,2,48,0.6651,0.1286,0.6461,0.1255,0.6275,0.1119,1.5,8.3778,3.8142,3.6803,1.679,2.1556,2.1556,3.6849,6.4286,1.9231,7.7907,0.4615,2.6,6.2393,27.2727,33.0097,0.7638,5.0959,2.3078,2.1397,0.8953,2.0806,1.8931,119.3634,79.5756,10.6101,129.9735,42.4403,42.4403,61.008,18.5676,26.5252,71.618,122.0159,193.634,143.2361,0,18.5676,53.0504,15.9151,408.4881,127.321,39.7878,76.9231,5.305,5.305,0,29.1777,7.9576,74.2706,0,111.4058,90.1857,72.3414,87.5589,0.4085,0.1432,0.1936,0.0186,0.0531,10.6101,0.4138,0.6296,0.7671,0.7143,0.45,0.6403,0.4668,0.6111,0.589,0.7143,0.45,0.5911,0,0.1333,0.1,0.1591,0.1051,0.0682,0.0333,0.0196,0.0595,0.0101,0.0441,1
5,13,6,3,388,422,9,69,45,191,81,21,35,6,28,20,29,29,40,13,5,20,74,8,16,15,12,1.2564,1.1111,186,5.5385,3.1277,830.2116,0.062,5.3077,9,301.5464,177.8351,6.1538,98.5489,64.1289,8,2,0,20,6,36,0.7789,0.1936,0.7917,0.1826,0.8146,0.0784,2.6,29.8462,4.3376,4.0851,1.8711,5.6923,2.6154,3.9881,6.6774,2,7.6863,0.6818,10.7692,6.5786,18.3246,20.2899,1.2,11.8312,2.4032,2.2396,0.9437,4.6435,1.8787,33.5052,12.8866,0,0,74.7423,0,0,0,0,74.7423,12.8866,30.9278,103.0928,115.9794,177.8351,208.7629,23.1959,51.5464,54.1237,38.6598,492.268,92.7835,20.6186,51.5464,15.4639,5.1546,0,41.2371,15.4639,33.5052,0,0,90.2062,72.1649,47.2284,52.2936,0.4923,0.2088,0.1778,0.0515,0.0541,20.6186,0.4794,0.679,0.7681,0.9,0.5714,0.7296,0.5619,0.642,0.5072,0.75,0.5714,0.6177,0.1,0.125,0.3571,0.6667,0.7436,0.3333,0.4872,0.0308,0.0205,0.0382,0.0361,0
5,10,10,5,374,407,6,73,42,173,67,17,36,3,33,16,29,29,46,19,8,19,77,3,14,10,15,1.1171,0.9369,179,2.2,2.685,868.951,0.0631,7.3,11.1,296.7914,195.1872,7.2,69.4183,57.676,4,6,1,20,6,37,0.8099,0.1524,0.8132,0.1342,0.8327,0.0555,2,37.4,4.1892,4.0108,1.8503,7.7,3.3,4.8523,6.3284,1.5714,8.5,0.625,13.3,6.4511,20.8092,24.812,0.8944,19.4227,2.3439,2.1598,0.9302,6.7683,1.7319,26.738,13.369,0,0,77.5401,0,0,0,0,77.5401,21.3904,40.107,122.9947,112.2995,195.1872,179.1444,16.0428,42.7807,45.4545,26.738,462.5668,98.9305,10.6952,53.4759,16.0428,16.0428,2.6738,37.4332,8.0214,50.8021,0,0,96.2567,88.2353,55.6396,66.3422,0.4626,0.1791,0.1952,0.0428,0.0455,8.0214,0.4786,0.7164,0.8493,0.9375,0.5294,0.7581,0.5321,0.7164,0.6164,0.8125,0.5294,0.6687,0.0822,0.4,0.4286,0.6667,0.6667,0.5556,0.5111,0.0262,0.0276,0.0357,0.033,0
3,12,3,1,315,342,8,59,33,153,59,23,43,0,34,12,11,11,30,23,3,19,59,3,20,5,17,1.2045,1.0909,163,5.9167,2.9508,831.0707,0.0585,4.9167,7.3333,279.3651,187.3016,5.9167,84.6274,66.7317,7,8,1,16,6,38,0.8481,0.0502,0.8389,0.0408,0.8465,0.0131,4,26.25,4.3248,4.1815,1.8889,4.9167,2.25,5.1702,5.5606,2,7.3409,0.3571,10.0833,6.2645,28.1046,29.0598,0.8165,8.7381,2.3788,2.2194,0.9311,3.9042,1.936,38.0952,9.5238,0,0,34.9206,0,0,0,0,34.9206,9.5238,53.9683,95.2381,104.7619,187.3016,187.3016,25.3968,38.0952,73.0159,15.873,485.7143,120.6349,22.2222,50.7937,19.0476,25.3968,3.1746,63.4921,0,73.0159,0,0,136.5079,107.9365,89.221,92.2533,0.4857,0.1873,0.1873,0.0381,0.073,9.5238,0.5175,0.7119,0.8814,0.9167,0.5652,0.7688,0.6063,0.678,0.7627,0.9167,0.5652,0.7307,0.1194,0.4444,0.4737,0.4545,0.3182,0.4545,0.2879,0.0346,0.0328,0.0242,0.0298,0
13,26,3,2,461,548,24,75,48,218,76,29,60,13,48,38,33,26,37,26,3,25,80,5,21,4,17,1.4412,1.0956,218,3.9231,2.3592,866.6967,0.0595,2.8846,5.2308,295.0108,162.6898,5.0385,81.2791,76.5637,9,1,3,19,12,44,0.7414,0.1037,0.7077,0.1052,0.7269,0.0802,2,17.7308,4.1041,4.0304,1.8698,3.0769,3.3462,4.178,4.7439,1.2581,6.8627,0.3333,7.3846,6,27.5229,30.3797,1.0377,12.6417,2.2136,2.127,0.9592,4.9387,1.7381,56.3991,28.1996,0,0,71.5835,3,6.5076,3,6.5076,56.3991,6.5076,36.8764,80.2603,104.1215,162.6898,164.859,52.0607,82.4295,62.9067,8.6768,472.885,95.4447,19.5228,41.2148,26.0304,2.1692,6.5076,45.5531,28.1996,56.3991,0,0,130.1518,104.1215,59.7026,65.8996,0.4729,0.1649,0.1627,0.0824,0.0629,10.846,0.4729,0.7368,0.6933,0.8684,0.5862,0.7212,0.5748,0.6974,0.56,0.8421,0.5172,0.6542,0.24,0,0.1,0.24,0.2308,0,0.0646,0.0149,0.0258,0.0182,0.0367,0
3,12,4,2,335,374,6,55,38,160,69,21,36,2,26,15,31,31,32,12,3,19,61,6,22,9,7,1.1982,0.973,165,5.5,2.6442,833.2648,0.0625,4.5833,9.25,331.3433,164.1791,5.9167,78.3054,64.4546,2,3,0,15,8,28,0.8723,0.0394,0.8526,0.0524,0.8589,0.0205,4,27.9167,4.3552,4.1104,1.8985,5.0833,3.25,3.9865,6.0392,1.8333,7.3333,0.5,9.8333,6.678,22.5,22.0339,0.8165,11.786,2.4094,2.2307,0.9313,4.5246,1.9084,35.8209,8.9552,0,0,92.5373,0,0,0,0,92.5373,8.9552,20.8955,95.5224,113.4328,164.1791,205.9701,17.9104,44.7761,62.6866,26.8657,477.6119,83.5821,5.9701,44.7761,23.8806,8.9552,0,65.6716,5.9701,35.8209,0,0,107.4627,77.6119,67.1642,65.7728,0.4776,0.206,0.1642,0.0448,0.0627,17.9104,0.4925,0.6957,0.8,0.9333,0.5714,0.7501,0.609,0.6667,0.6,0.9333,0.5238,0.681,0.08,0.6667,0.5789,0.8182,0.8636,0.5455,0.3939,0.0475,0.042,0.0351,0.0406,0
27,46,3,5,709,861,101,66,284,140,53,75,89,34,52,12,11,131,9,35,27,32,50,18,4,3,2,4,5,1.1111,0.8736,238,4.7826,2.9209,770.9702,0.0839,2.1957,5.6739,368.1241,142.4542,4.4783,39.1748,90.4981,17,10,2,36,8,73,0.6829,0.1345,0.6336,0.1355,0.66,0.1005,1.7037,15.413,3.8956,3.7913,1.677,2.8478,3.3043,3.6519,6.752,2.75,7.3394,0.5294,6.3261,5.5155,31.338,30.2326,0.895,17.465,2.1066,2.0242,0.8081,7.5298,1.871,64.8801,38.0818,5.6417,49.3653,4.2313,2.8209,38.0818,0,0,16.9252,74.7532,93.0889,142.4542,197.4612,105.7828,15.5148,45.134,12.6939,400.5642,102.9619,23.9774,50.7757,11.2835,14.1044,2.8209,70.5219,7.0522,47.9549,0,0,125.5289,73.3427,44.2003,42.6412,0.4006,0.1975,0.1425,0.0155,0.0451,5.6417,0.3357,0.4571,0.8119,1,0.5312,0.7001,0.5275,0.4429,0.5743,0.9091,0.5312,0.6144,0.3488,0.0526,0.0741,0.0667,0.1478,0.0444,0.1208,0.0049,0.0193,0.0136,0.0421,1
35,109,3,3,1580,1858,236,145,718,297,109,70,189,67,168,43,83,285,24,82,58,102,85,93,1,10,9,35,35,1.5121,1.1437,628,3.4495,2.768,1122.2104,0.0512,2.1651,4.5321,312.6582,149.3671,4.7615,107.1468,81.2066,33,27,7,67,25,159,0.7204,0.0884,0.6735,0.1067,0.6887,0.0791,3.1143,14.4954,4.341,4.204,1.8475,2.6147,2.5505,4.5391,6.5448,1.7541,7.9565,0.5,5.5688,6.654,26.3231,33.2673,2.8563,9.9306,2.4726,2.3516,0.9567,4.0938,1.9699,68.9873,22.1519,0.6329,51.8987,6.3291,5.6962,36.7089,9,5.6962,27.2152,68.9873,91.7722,149.3671,187.9747,44.3038,52.5316,64.557,15.1899,454.4304,100.6329,20.8861,42.4051,15.8228,17.0886,4.4304,53.7975,22.1519,42.4051,2,1.2658,119.6203,106.3291,16.6602,21.0553,0.4544,0.188,0.1494,0.0525,0.0646,22.1519,0.3975,0.7138,0.8093,0.8916,0.3235,0.6845,0.4544,0.6768,0.5254,0.8313,0.3235,0.5893,0.1907,0.0541,0.0659,0.1111,0.0746,0.0556,0.0255,0.0145,0.0468,0.0085,0.0259,1
74,155,3,4,1581,1994,284,192,737,270,112,1,200,67,124,36,70,328,41,126,72,113,112,43,7,30,27,33,20,1.034,0.9045,504,2.3742,3.283,900.7048,0.068,1.8323,3.0387,297.9127,179.6331,3.8774,70.525,92.7548,34,26,8,78,28,174,0.7032,0.1193,0.6564,0.1164,0.6808,0.0938,2.0946,10.2,3.9598,3.8846,1.728,2.1161,2.6645,4.3949,7.5129,2.1489,8.8757,0.5256,3.6258,5.9858,27.137,31.7949,1.1874,6.7264,2.2082,2.1189,0.8481,2.5707,1.7826,98.0392,46.8058,4.4276,79.6964,18.9753,17.0778,45.5408,15,9.4877,22.7704,70.8412,121.4421,179.6331,170.778,0.6325,44.2758,71.4738,25.933,466.1607,110.0569,21.5054,49.3359,17.7103,16.4453,5.0601,70.8412,12.6502,42.3782,1,0.6325,126.5022,78.4314,17.1645,20.1106,0.4662,0.1708,0.1796,0.0443,0.0715,20.8729,0.3188,0.437,0.6937,0.6571,0.2655,0.5133,0.3865,0.4222,0.3873,0.6143,0.2566,0.4201,0.0037,0.1358,0.1314,0.2273,0.0957,0.1429,0.0504,0.0343,0.0826,0.0115,0.0363,1
20,68,1,5,869,1026,121,86,431,212,51,21,171,63,162,19,70,139,9,34,26,28,70,108,0,5,5,4,36,1.619,1.3407,447,4.3971,2.4853,1545.5786,0.0411,1.7794,4.0147,314.1542,139.2405,4.3088,112.9052,72.0098,13,7,2,22,6,50,0.6856,0.0979,0.6512,0.1033,0.6838,0.0534,3.4,12.7794,4.7483,4.6172,2.0299,2.0441,2.3088,4.3221,6.9518,1.625,7.8521,0.2143,5.7206,7.1105,39.6752,44.5055,2.5573,8.2138,2.8232,2.6939,1.1165,3.9476,2.2653,78.2509,23.015,0,39.1254,5.7537,5.7537,29.9194,4,4.603,21.8642,58.6881,98.9643,139.2405,243.9586,24.1657,80.5524,32.2209,10.3567,495.9724,57.5374,14.9597,25.3165,6.9045,8.0552,2.3015,80.5524,41.4269,72.4971,2,2.3015,196.7779,186.4212,45.6562,51.2146,0.496,0.244,0.1392,0.0806,0.0322,4.603,0.5144,0.7783,0.9421,0.9429,0.7857,0.8622,0.5662,0.7453,0.7769,0.9286,0.7857,0.8091,0.0901,0.0417,0.0816,0.0746,0.0689,0.0597,0.0378,0.0047,0.0186,0.0037,0.0185,1
6,41,5,2,741,832,143,82,357,138,74,0,100,48,84,21,35,148,8,55,49,41,37,59,1,6,6,13,15,1.4259,1.125,329,2.9268,2.7685,1085.2531,0.0557,3.4878,5.2683,291.498,192.9825,5.439,81.8556,76.4216,19,15,3,34,9,80,0.7568,0.1007,0.7408,0.0939,0.7625,0.0484,6.8333,18.0732,4.3261,4.3099,1.8664,3.6098,2.2195,3.9617,6.7,1.875,8.1296,0.4211,6.7561,6.87,28.0112,32.3077,4.9805,11.9397,2.622,2.5187,1.0166,4.8074,2.1658,55.3306,8.0972,1.3495,74.224,8.0972,8.0972,66.1269,5,6.7476,28.3401,99.865,110.6613,192.9825,186.2348,0,47.2335,55.3306,10.7962,481.7814,107.9622,25.641,45.8839,12.1457,20.2429,4.0486,49.9325,20.2429,64.7773,0,0,134.9528,113.3603,37.8019,43.6001,0.4818,0.1862,0.193,0.0472,0.0553,17.5439,0.444,0.6667,0.8531,0.8571,0.4878,0.7162,0.4872,0.6449,0.6573,0.8,0.4878,0.6475,0,0.2,0.0825,0.475,0.2793,0.2,0.1049,0.0265,0.0472,0.0152,0.0336,1
3,11,4,5,288,319,9,47,24,147,56,26,18,34,15,3,15,47,10,11,25,10,10,2,6,3,2,1.4156,1.1039,150,4.2727,3.7391,670.7434,0.0598,4.2727,7,267.3611,163.1944,6,108.2214,59.0929,6,7,0,8,11,32,0.8641,0.0626,0.8472,0.0595,0.8533,0.0078,3.6667,26.1818,4.7965,4.5263,2.0174,4.2727,2.8182,5.1724,5.7333,1.5294,7.3953,0.2727,10.0909,7,10.2041,14.4231,0.4714,11.9302,2.6518,2.4388,1.0523,4.9627,2.2341,38.1944,10.4167,0,0,34.7222,0,0,0,0,34.7222,20.8333,38.1944,86.8056,83.3333,163.1944,194.4444,31.25,62.5,90.2778,10.4167,510.4167,111.1111,20.8333,27.7778,38.1944,24.3056,0,6.9444,10.4167,34.7222,0,0,52.0833,52.0833,35.4309,50.0802,0.5104,0.1944,0.1632,0.0625,0.0903,6.9444,0.5208,0.6429,0.7447,0.8889,0.6538,0.7326,0.6076,0.6071,0.5106,0.8889,0.6154,0.6555,0.1385,0.75,0.7333,0.8,0.4909,0.7,0.4,0.0649,0.0454,0.0371,0.035,0
3,17,3,1,384,417,4,63,35,182,68,24,27,23,34,6,29,70,16,21,37,27,27,2,1,8,12,1.4078,1.1845,185,5.8824,3.1147,735.5404,0.0617,3.7059,6.0588,268.2292,164.0625,5.9412,82.54,74.8938,6,6,3,19,3,37,0.8541,0.0398,0.837,0.0435,0.8458,0.0101,5.6667,22.5882,4.2147,4.0393,1.8151,4.1176,1.9412,5.7551,5.3623,1.9524,6.8542,0.5333,8,6.5882,18.6813,21.6418,3.0912,9.4499,2.4153,2.2781,0.9324,3.6461,1.9077,44.2708,7.8125,0,0,70.3125,0,0,0,0,70.3125,2.6042,54.6875,96.3542,91.1458,164.0625,177.0833,10.4167,70.3125,62.5,20.8333,473.9583,96.3542,15.625,49.4792,7.8125,15.625,7.8125,31.25,15.625,41.6667,0,0,88.5417,75.5208,48.6492,56.3589,0.474,0.1771,0.1641,0.0703,0.0625,5.2083,0.4818,0.7059,0.7937,0.9259,0.4583,0.7209,0.5677,0.6912,0.6032,0.8519,0.4583,0.6512,0.0556,0.2143,0.1296,0.5,0.3456,0.25,0.1691,0.0193,0.0228,0.0199,0.0318,0
2,16,5,5,313,349,10,49,26,137,61,11,16,29,28,4,28,55,16,12,25,15,15,2,4,5,8,1.8163,1.3776,163,3.25,2.8081,865.476,0.0579,3.0625,6.125,313.099,156.5495,5.9375,86.8702,69.7616,6,0,0,13,3,22,0.8394,0.0294,0.8145,0.0439,0.8114,0,8,19.5625,4.5431,4.2045,1.9521,3.4375,2.25,5.9077,6.6731,2.5833,7.9,0.4167,7.8125,6.936,20.438,25,1,5.6454,2.6134,2.3853,1.0699,2.351,2.179,51.1182,6.3898,0,0,47.9233,0,0,0,0,47.9233,12.7796,38.3387,79.8722,83.0671,156.5495,194.8882,31.9489,51.1182,35.1438,15.9744,437.6997,70.2875,19.1693,41.5335,9.5847,0,0,25.5591,12.7796,51.1182,0,0,89.4569,89.4569,65.2971,79.8722,0.4377,0.1949,0.1565,0.0511,0.0351,6.3898,0.5208,0.7213,0.9184,0.9375,0.7273,0.8261,0.5559,0.6721,0.6735,0.875,0.6364,0.7143,0.1408,0.2857,0.193,0.4,0.3167,0.2667,0.1917,0.0207,0.0295,0.0152,0.029,0
2,8,6,3,285,309,7,54,36,131,49,15,13,18,23,2,22,56,18,9,34,30,30,5,4,4,3,1.1196,0.8804,151,8.5,2.9188,842.4581,0.0581,6.75,11.5,322.807,189.4737,6.875,73.1701,56.1867,5,8,0,13,5,31,0.8716,0.0493,0.8495,0.0448,0.8413,0,4,35.625,4.3825,4.1754,1.9053,7,3,4.2794,5.54,1.6667,7.7188,0.4444,13,6.6442,17.5573,21.7822,0,17.7759,2.4158,2.2751,0.9596,6.3836,1.8858,28.0702,7.0175,0,0,105.2632,0,0,0,0,105.2632,14.0351,31.5789,119.2982,126.3158,189.4737,171.9298,24.5614,45.614,52.6316,14.0351,459.6491,108.7719,17.5439,45.614,17.5439,28.0702,0,10.5263,7.0175,63.1579,0,0,80.7018,77.193,61.6046,76.4288,0.4596,0.1719,0.1895,0.0456,0.0526,17.5439,0.5298,0.7551,0.8148,0.7692,0.6667,0.7515,0.6211,0.7143,0.6481,0.7692,0.6667,0.6996,0.125,0.5,0.3333,0.7143,0.5,0.4286,0.25,0.0628,0.0371,0.0328,0.032,0
3,14,2,1,380,408,16,63,30,187,64,35,25,29,40,8,33,68,18,16,37,20,20,7,5,6,14,1.1593,0.9469,180,7.0714,2.7857,829.2162,0.0638,4.5,8.0714,297.3684,165.7895,6.0714,77.2087,67.9964,7,4,1,16,8,36,0.8416,0.0542,0.83,0.0554,0.8379,0.0146,4.6667,27.1429,4.2698,4.1402,1.8526,4.8571,2,4.5888,5.918,2.1111,7.5116,0.3529,10.1429,6.4577,21.3904,24.4444,1.2472,9.709,2.3595,2.1758,0.9456,3.8703,1.7944,36.8421,7.8947,0,0,52.6316,0,0,0,0,52.6316,13.1579,42.1053,97.3684,78.9474,165.7895,168.4211,42.1053,65.7895,92.1053,15.7895,492.1053,94.7368,18.4211,42.1053,21.0526,10.5263,2.6316,36.8421,21.0526,47.3684,0,0,105.2632,86.8421,56.2905,64.3274,0.4921,0.1684,0.1658,0.0658,0.0921,18.4211,0.4737,0.6406,0.873,0.88,0.4857,0.7198,0.5763,0.625,0.6825,0.84,0.4857,0.6583,0.2,0.3636,0.3929,0.4615,0.4505,0.3846,0.3626,0.0318,0.0404,0.0273,0.0365,0
9,56,5,2,1105,1212,50,36,503,169,29,117,187,92,178,82,102,244,178,56,55,12,54,25,27,68,7,1,1,1.5836,1.2521,484,3.9643,2.653,1458.4033,0.0497,3.0179,6.3036,319.457,152.9412,5.375,98.5542,70.4055,25,13,0,34,29,101,0.7638,0.073,0.7562,0.0731,0.7585,0.0339,6.2222,19.7321,4.5309,4.3764,1.9385,3.1786,1.9107,4.7689,6.9742,2.6786,7.6988,0.3718,8.3393,6.8801,37.1769,43.9506,2.78,8.688,2.6588,2.5381,1.0359,3.5721,2.105,50.6787,8.1448,0,0,50.6787,0.905,0.905,49.7738,6.3348,22.6244,74.2081,105.8824,152.9412,220.8145,45.2489,48.8688,32.5792,26.2443,455.2036,91.4027,22.6244,30.7692,26.2443,11.7647,0,61.5385,24.4344,83.2579,0,0,169.2308,161.086,33.6443,39.7743,0.4552,0.2208,0.1529,0.0489,0.0326,10.8597,0.438,0.7664,0.8935,0.9074,0.5278,0.7738,0.5204,0.7295,0.7278,0.9074,0.5278,0.7231,0.1701,0.0851,0.0608,0.1818,0.2013,0.0909,0.0532,0.0084,0.022,0.0064,0.0205,1
14,44,7,6,1033,1198,27,72,495,173,7,112,180,94,151,102,84,202,185,47,46,5,48,16,25,59,8,1,1,1.3707,1.0249,408,3.25,2.2832,938.7427,0.0592,3.9318,7.2955,310.7454,167.4734,5.6818,77.3479,67.0752,21,25,4,34,24,108,0.7646,0.1221,0.7474,0.125,0.7318,0.1367,3.1429,23.4773,4.3933,4.1781,1.9303,4.2045,3.75,4.3661,6.9337,1.7667,7.9603,0.5833,8.9091,6.6148,36.3636,44.152,1.407,15.2606,2.4499,2.2913,0.9981,5.2821,1.889,42.5944,13.5528,0,0,45.4985,0.9681,0.9681,44.5305,7.7444,15.4889,98.7415,108.4221,167.4734,195.547,26.1375,46.4666,69.6999,6.7764,479.1868,104.5499,20.3291,32.9138,23.2333,24.2014,3.8722,57.1152,24.2014,90.9971,2,1.9361,174.2498,146.1762,35.2019,42.7415,0.4792,0.1955,0.1675,0.0465,0.0697,4.8403,0.395,0.7079,0.7457,0.9375,0.4167,0.7019,0.4627,0.6782,0.5376,0.875,0.4167,0.6269,0.1179,0.1,0.1148,0.2791,0.1776,0.1395,0.0814,0.0092,0.0178,0.0088,0.0259,1
