@attribute noun_overlap_all numeric
@attribute argument_overlap_adjacent numeric
@attribute argument_overlap_all numeric
@attribute stem_overlap_adjacent numeric
@attribute stem_overlap_all numeric
@attribute content_overlap_adjacent_mean numeric
@attribute content_overlap_adjacent_std numeric
@attribute content_overlap_all_mean numeric
@attribute content_overlap_all_std numeric
@attribute level numeric

@data

5,12,4,9,304,339,49,4,42,11,135,64,17,32,26,45,25,46,4,15,2,10,20,18,3,24,4,0,0,1.4301,1.2258,167,7,2.1708,1120.6483,0.0527,3.75,7.75,305.9211,148.0263,6.1667,75.3626,63.1711,6,4,1,12,1,24,0.8272,0.0434,0.7989,0.0547,0.7977,0.0156,2.4,25.3333,4.4518,4.2691,1.9638,3.8333,2.9167,4.0563,6.125,2.2727,7.0667,0.2,9.5,7.2193,36.2963,36.5217,1.4967,9.3482,2.8217,2.6346,1.1219,3.2532,2.2856,39.4737,16.4474,0,0,65.7895,0,0,59.2105,9.8684,32.8947,78.9474,82.2368,148.0263,210.5263,2,6.5789,36.1842,49.3421,13.1579,444.0789,78.9474,19.7368,39.4737,3.2895,13.1579,3.2895,55.9211,13.1579,85.5263,6.5789,161.1842,138.1579,119.3957,120.1372,0.4441,0.2105,0.148,0.0362,0.0493,13.1579,0.5493,0.7812,0.9556,1,0.7333,0.8675,0.5888,0.75,0.8444,1,0.7333,0.8319,0.0303,0.2857,0.3571,0.6364,0.5,0.2727,0.2424,0.0181,0.0201,0.017,0.0266,1
7,21,4,1,367,403,26,75,50,162,56,19,15,19,48,15,20,11,2,22,16,79,2,3,13,3,2,2,1,0.9825,0.8772,171,3.1905,3.8767,769.3998,0.0665,3.5714,5.4286,310.6267,204.3597,5.4286,71.4162,77.3522,9,3,3,11,2,28,0.7975,0.1227,0.7818,0.1053,0.819,0.0479,3,17.4762,4.3452,4.0932,1.861,3.7619,1.7143,5.2907,5.8333,1.9474,7.4043,0.4643,5.5714,6.906,11.7284,16.3793,1.8516,9.3433,2.4329,2.2567,0.9848,3.3887,1.9125,57.2207,19.0736,0,0,70.8447,5.4496,2.7248,43.5967,5.4496,40.8719,130.7902,136.2398,204.3597,152.5886,8.1744,29.9728,54.4959,35.4223,441.4169,76.2943,24.5232,29.9728,5.4496,8.1744,8.1744,5.4496,5.4496,40.8719,0,0,51.7711,51.7711,31.9575,44.6302,0.4414,0.1526,0.2044,0.03,0.0545,8.1744,0.4659,0.6607,0.8133,0.9091,0.55,0.7333,0.5259,0.6071,0.6,0.9091,0.55,0.6665,0.0508,0.1429,0.1818,0.45,0.3619,0.4,0.2857,0.0344,0.0387,0.0263,0.0407,0
10,28,4,3,459,511,14,82,51,233,86,59,24,47,43,16,33,32,26,39,12,88,6,4,13,3,9,2,2,1.1603,1.0153,235,3.1786,2.9332,1008.9129,0.0517,2.9286,4.6786,285.4031,178.6492,4.7857,107.1109,70.3807,24,10,3,11,15,63,0.7516,0.079,0.7387,0.0774,0.7864,0.046,2.8,16.3929,4.6463,4.4367,1.9956,3.1429,1.8571,4.5667,5.6962,1.7619,7.1207,0.52,6.25,6.9886,25.3219,26.8571,2.2271,10.6682,2.546,2.2923,1.0033,3.9427,1.9712,61.0022,21.7865,0,0,30.5011,4.3573,4.3573,26.1438,13.0719,34.8584,93.6819,111.1111,178.6492,187.3638,6.5359,69.7168,71.8954,28.3224,507.6253,137.2549,52.2876,23.9651,32.6797,21.7865,6.5359,56.6449,19.6078,52.2876,0,0,128.5403,102.3965,55.1675,58.5122,0.5076,0.1874,0.1786,0.0697,0.0719,8.7146,0.512,0.6512,0.9024,0.9688,0.4545,0.7442,0.5664,0.6279,0.7073,0.9062,0.4242,0.6664,0.0337,0.2222,0.2,0.1481,0.1693,0.1481,0.164,0.0173,0.0322,0.0146,0.0299,0
2,11,4,1,207,225,18,31,25,101,39,21,10,21,13,4,10,21,6,11,18,37,0,1,9,8,5,0,0,1.2727,0.9848,129,3.4545,2.9955,995.8672,0.0461,2.8182,6,318.8406,149.7585,5.1818,106.4042,74.0223,2,6,0,11,6,25,0.8053,0.0365,0.7903,0.0567,0.7987,0,5.5,18.8182,4.3689,4.3058,1.8937,3.3636,1.6364,4.4528,7.0882,1,8.3929,0.6,7.8182,6.3488,20.7921,22.8261,1.5,7.6849,2.3483,2.3377,0.9316,3.2979,1.8285,53.1401,9.6618,0,0,86.9565,0,0,86.9565,0,19.3237,62.8019,120.7729,149.7585,188.4058,38.6473,101.4493,48.3092,43.4783,487.9227,120.7729,9.6618,53.1401,28.9855,28.9855,0,28.9855,24.1546,48.3092,0,0,101.4493,101.4493,100.4449,110.271,0.4879,0.1884,0.1498,0.1014,0.0483,4.8309,0.6232,0.8718,0.9355,0.9524,0.9,0.9149,0.7295,0.7949,0.8065,0.9524,0.9,0.8634,0.1702,0.2222,0.1111,0.3,0.3273,0.2,0.0909,0.0142,0.0223,0.0074,0.0171,0
11,21,2,1,345,389,23,55,42,172,66,32,17,32,19,6,33,18,10,20,21,56,4,2,11,8,5,2,2,1.3654,1.1058,190,5,3.099,892.9363,0.0499,2.619,4.9524,301.4493,159.4203,4.8095,97.6592,76.5176,6,7,1,16,14,44,0.7507,0.0886,0.7318,0.0938,0.7212,0.0919,1.9091,16.4286,4.2326,4.0262,1.8928,2.6667,2.0952,4.1412,7.0545,2.75,7.7872,0.55,6.381,5.9925,18.6047,23.7037,1.3111,10.617,2.3646,2.2968,0.9766,3.9698,2.2576,60.8696,31.8841,0,0,66.6667,5.7971,5.7971,60.8696,11.5942,17.3913,55.0725,121.7391,159.4203,191.3043,23.1884,52.1739,95.6522,31.8841,498.5507,127.5362,17.3913,46.3768,40.5797,20.2899,2.8986,28.9855,14.4928,49.2754,0,0,92.7536,92.7536,53.9267,68.7064,0.4986,0.1913,0.1594,0.0522,0.0957,5.7971,0.5507,0.7424,0.8727,0.8889,0.6667,0.7927,0.6029,0.6818,0.6727,0.8889,0.6667,0.7275,0.1081,0.2,0.1579,0.3,0.2,0.2,0.1048,0.0199,0.0332,0.012,0.027,0
5,14,5,3,338,377,18,63,32,159,59,44,20,33,34,14,21,16,19,51,18,67,4,5,9,9,3,0,0,1.2165,1.0103,180,3.5714,2.5429,989.5761,0.0538,4.5,6.9286,286.9822,186.3905,6.0714,97.5058,55.8238,6,5,1,14,11,37,0.8575,0.074,0.8338,0.0791,0.8566,0.0225,2.8,24.1429,4.8249,4.6172,2.1065,4.7857,2.7857,4.5897,4.8909,1.4783,7.3438,0.5625,9.6429,7.5333,27.673,27.9661,0.7483,10.8487,2.956,2.7987,1.1769,3.7722,2.4184,41.4201,14.7929,0,0,53.2544,0,0,53.2544,11.8343,41.4201,100.5917,94.6746,186.3905,174.5562,26.6272,47.3373,62.1302,26.6272,470.4142,109.4675,17.7515,41.4201,32.5444,14.7929,2.9586,56.213,8.8757,59.1716,2,5.9172,130.1775,97.6331,81.8728,82.7399,0.4704,0.1746,0.1864,0.0473,0.0621,14.7929,0.5325,0.6441,0.8571,0.875,0.619,0.7488,0.6124,0.5763,0.7302,0.875,0.619,0.7001,0.1324,0.2222,0.2143,0.5385,0.4615,0.3846,0.3956,0.0449,0.0355,0.0337,0.0342,0
6,14,4,5,294,329,62,28,149,39,5,29,24,20,14,51,24,12,17,15,30,14,52,4,9,1.2414,1.1264,155,5.2857,2.895,910.9377,0.0579,3.6429,6.2143,295.9184,173.4694,5.5,88.3524,68.6853,9,5,1,7,4,26,0.7947,0.103,0.7811,0.0968,0.7952,0.0284,2.3333,21,4.6392,4.4674,1.9456,3.7143,2.5,4.6444,5.8333,2.1176,7.1224,0.5,7.1429,7.2,26.1745,26.1261,0.7454,10.3233,2.7887,2.6193,1.0484,3.8888,2.5807,47.619,20.4082,0,0,57.8231,0,0,0,0,51.0204,0,0,47.619,102.0408,81.6327,173.4694,210.8844,0,0,81.6327,40.8163,30.6122,506.8027,88.4354,30.6122,23.8095,13.6054,17.0068,3.4014,68.0272,17.0068,47.619,0,0,132.6531,98.6395,89.0289,88.8643,0.5068,0.2109,0.1735,0.0816,0.0408,13.6054,0.5272,0.6452,0.8431,0.8333,0.75,0.7679,0.5238,0.629,0.6863,0.7917,0.75,0.7143,0,0.25,0.3636,0.4615,0.4945,0.3077,0.3846,0.0258,0.0432,0.029,0.037,1
14,49,7,4,698,824,142,58,367,76,11,68,40,16,44,135,89,50,57,27,65,23,152,11,19,1.1942,0.966,327,3.102,3.1806,948.9191,0.0521,2.7551,4.2041,295.1289,193.4097,4.7959,102.2877,77.3818,11,8,1,39,16,75,0.7392,0.1204,0.6808,0.1264,0.7017,0.0575,3.5,14.2449,4.3678,4.2974,1.9155,3.102,2.5714,3.8128,5.9226,1.1875,7.1545,0.4222,5.6735,6.6619,20.7084,26.4591,2.383,7.2718,2.6375,2.5494,1.0585,2.6756,2.309,70.2006,20.0573,0,0,81.6619,13,18.6246,12,17.192,38.6819,3,4.298,32.9513,93.1232,127.5072,193.4097,203.4384,2,2.8653,57.3066,71.6332,27.2206,525.788,107.4499,15.7593,55.8739,22.9226,11.4613,1.4327,22.9226,15.7593,63.0372,5,7.1633,108.8825,97.4212,29.6682,37.907,0.5258,0.2034,0.1934,0.0573,0.0716,15.7593,0.4685,0.6549,0.8,0.85,0.54,0.7112,0.5315,0.6479,0.6,0.85,0.54,0.6595,0.0139,0.2286,0.1584,0.3542,0.176,0.2083,0.1097,0.0239,0.0402,0.0121,0.029,1
4,23,2,1,428,491,95,57,222,73,11,65,29,28,31,68,43,30,19,16,29,10,70,8,9,1.4677,1.2016,228,4.8261,2.2139,1176.4102,0.0492,2.9565,5.3913,289.7196,158.8785,4.913,101.748,64.3545,10,4,1,18,9,42,0.7645,0.0862,0.7509,0.0932,0.7576,0.0232,5.75,18.6087,4.7126,4.6028,2.0584,3.0435,2.7391,3.8926,7.3855,2.0588,8.7576,0.45,7.6087,7.32,32.8829,38.4615,3.1125,9.5723,2.8398,2.7499,1.1495,3.8644,2.2679,53.7383,9.3458,0,0,44.3925,2,4.6729,2,4.6729,37.3832,2,4.6729,23.3645,67.757,100.4673,158.8785,221.9626,2,4.6729,67.757,70.0935,21.028,518.6916,98.1308,23.3645,42.0561,21.028,9.3458,2.3364,65.4206,25.7009,72.4299,3,7.0093,170.5607,151.8692,76.8292,89.8633,0.5187,0.222,0.1589,0.0678,0.0701,18.6916,0.5327,0.6632,0.8824,0.931,0.6667,0.7858,0.5444,0.6421,0.6765,0.931,0.6667,0.7291,0.0206,0.2105,0.2297,0.3182,0.415,0.2273,0.3439,0.0287,0.036,0.0271,0.0338,1
2,11,5,7,180,219,37,19,90,30,5,24,7,8,17,31,26,15,18,13,15,4,36,6,5,1.1186,0.8983,101,5.0909,2.7073,813.509,0.0625,2.8182,5.3636,327.7778,172.2222,4.9091,43.673,75.1491,3,7,0,10,2,22,0.7302,0.1414,0.7177,0.1167,0.6979,0,5.5,16.3636,4.4222,4.2722,1.9167,3.2727,3.5455,3.1364,7.0312,3,7.6071,0.625,6.5455,7.1111,33.3333,36.3636,0.5,9.0882,2.8557,2.6601,1.0743,3.5513,2.3187,61.1111,11.1111,0,0,100,2,11.1111,2,11.1111,72.2222,0,0,22.2222,83.3333,144.4444,172.2222,205.5556,1,5.5556,38.8889,83.3333,27.7778,500,122.2222,16.6667,55.5556,11.1111,38.8889,0,44.4444,27.7778,94.4444,0,0,166.6667,133.3333,185.185,202.02,0.5,0.2056,0.1722,0.0389,0.0833,33.3333,0.5611,0.6216,0.9032,1,0.5333,0.7645,0.6389,0.6486,0.871,1,0.5333,0.7632,0.0263,0.5556,0.52,0.6,0.4364,0.5,0.3455,0.0332,0.0373,0.0309,0.049,1
1,17,1,3,239,282,39,23,116,23,5,23,21,3,15,41,24,15,11,9,21,9,46,3,6,1.1304,1.058,140,3.5294,1.6494,876.2519,0.0504,2.4118,4.0588,288.7029,171.5481,4.4118,94.2178,73.0021,8,0,0,10,2,20,0.7328,0.0912,0.696,0.102,?,?,17,14.0588,4.4896,4.3776,1.9916,2.7059,2.5294,4.7794,6.5455,2.5333,8.6207,0.4,5.7059,6.8144,19.8276,24.7312,0,9.3146,2.7842,2.5771,1.1389,2.6516,2.7521,71.1297,4.1841,0,0,46.0251,1,4.1841,1,4.1841,37.6569,0,0,37.6569,87.8661,100.4184,171.5481,163.1799,9,37.6569,87.8661,62.7615,25.1046,485.3556,83.682,33.4728,41.841,8.3682,0,0,12.5523,20.9205,62.7615,0,0,96.2343,96.2343,82.9607,103.4778,0.4854,0.1632,0.1715,0.0879,0.0628,12.5523,0.5858,0.7436,0.9024,0.8095,0.6667,0.7805,0.6736,0.6923,0.7561,0.8095,0.5333,0.6978,0.1875,0.0625,0.1176,0.1875,0.1691,0.0625,0.1176,0.0158,0.0352,0.0135,0.0311,1
10,17,3,1,292,356,2,60,44,149,35,20,20,56,25,32,22,7,65,11,12,19,10,3,3,8,8,7,7,0.8989,0.8315,162,3.4706,3.0347,832.0667,0.0524,3.5294,5.2353,304.7945,205.4795,5.2941,75.3891,78.7721,9,5,1,16,3,34,0.7682,0.0888,0.7412,0.0891,0.7468,0.1049,1.7,17.1765,4.2432,4.1678,1.8425,3.8235,3.7647,4.0571,7.4318,1.9,9.0588,0.5,6.1176,6.4231,23.4899,18.6916,1.1874,6.5909,2.4605,2.3458,0.97,2.5178,2.0971,58.2192,34.2466,0,0,65.0685,23.9726,23.9726,34.2466,10.274,23.9726,109.589,150.6849,205.4795,191.7808,6.8493,27.3973,85.6164,37.6712,510.274,116.4384,30.8219,54.7945,10.274,17.1233,3.4247,68.4932,10.274,41.0959,0,0,119.863,68.4932,80.4449,64.0123,0.5103,0.1918,0.2055,0.0274,0.0856,27.3973,0.5548,0.6071,0.8167,1,0.64,0.766,0.6507,0.625,0.65,1,0.64,0.7288,0.0345,0.2857,0.3077,0.5,0.3603,0.375,0.3015,0.0461,0.0575,0.0307,0.0449,0
2,13,5,2,219,242,5,42,35,109,40,18,26,38,11,19,12,3,42,8,13,20,20,2,9,18,4,0,0,0.9481,0.7922,114,2.6154,2.5723,741.1406,0.067,3.2308,5.9231,351.5982,191.7808,5.2308,57.1607,73.4925,5,3,0,9,6,23,0.8275,0.0728,0.8014,0.071,0.7826,0,6.5,16.8462,4.3653,4.2055,1.9361,3.2308,1.7692,3.1538,6.8611,1.4,7.7419,0.5,6.5385,6.6,36.6972,31.7073,1.5,5.1865,2.4539,2.4022,1.0093,2.0982,2.0361,59.3607,9.1324,0,0,91.3242,0,0,91.3242,9.1324,13.6986,86.758,159.8174,191.7808,173.516,22.8311,82.1918,50.2283,36.5297,497.7169,105.0228,22.8311,41.0959,27.3973,13.6986,0,82.1918,41.0959,59.3607,0,0,182.6484,118.7215,167.5671,144.7822,0.4977,0.1735,0.1918,0.0822,0.0502,18.2648,0.5205,0.5526,0.881,0.9444,0.7273,0.7763,0.653,0.5,0.7143,0.8889,0.7273,0.7076,0.1163,0.5455,0.3684,0.75,0.4487,0.5833,0.3333,0.0602,0.0591,0.0413,0.0513,0
7,27,4,1,501,551,23,94,45,233,27,4,24,71,45,54,32,23,99,9,18,51,28,3,4,23,16,18,17,1,0.7877,211,2.7407,3.2178,694.7143,0.0695,3.4815,5.4074,291.4172,187.6248,5.2593,80.4838,78.9313,13,5,5,19,15,57,0.7626,0.2275,0.7388,0.2204,0.7097,0.1291,3.8571,18.5556,4.1549,4.0805,1.8164,3.6667,1.8519,5.7329,5.5,1.7241,7.2381,0.5,5.8519,6.2722,11.588,16.1074,1.3553,10.221,2.3183,2.1951,0.9635,3.4287,2.1008,53.8922,13.9721,0,0,101.7964,35.9281,33.9321,55.8882,5.988,45.9082,107.7844,89.8204,187.6248,141.7166,45.9082,45.9082,89.8204,17.9641,465.0699,113.7725,25.9481,37.9242,29.9401,9.98,9.98,7.984,7.984,35.9281,1,1.996,53.8922,47.9042,23.1297,32.1505,0.4651,0.1417,0.1876,0.0459,0.0898,31.9361,0.4212,0.5493,0.7766,0.8261,0.4,0.638,0.477,0.507,0.5,0.8261,0.4,0.5583,0.2447,0.1,0.1333,0.4231,0.3162,0.0769,0.1396,0.0406,0.0562,0.0272,0.0389,0
2,8,4,2,150,168,0,33,15,82,10,2,10,24,16,20,9,14,34,3,7,5,5,2,1,9,5,0,0,1.1515,1,95,4.625,3.3012,861.3695,0.0507,4.125,4.125,220,220,5.125,88.5727,76.115,1,0,0,6,2,9,0.8249,0.0351,0.8232,0.0459,0.8249,0,4,18.75,4.26,4.14,1.86,4.25,2.25,4.7736,5.7353,2.375,8.7222,0.5,7,6.4286,12.1951,15.625,1,8.5257,2.3308,2.1757,0.9594,3.8406,1.7306,53.3333,13.3333,0,0,33.3333,0,0,33.3333,13.3333,93.3333,133.3333,100,220,160,0,60,106.6667,20,546.6667,60,6.6667,40,13.3333,0,0,13.3333,6.6667,46.6667,0,0,66.6667,66.6667,81.3007,104.1667,0.5467,0.16,0.22,0.06,0.1067,33.3333,0.6333,0.8333,0.8485,0.7778,0.5625,0.7555,0.66,0.7083,0.7273,0.7778,0.5,0.6784,0,0,0.1538,0,0.1786,0,0.1786,0.0462,0.0424,0.0394,0.0422,0
4,24,4,2,387,445,13,75,45,180,52,14,43,59,29,42,22,10,78,8,33,29,26,1,5,17,7,3,0,1.1613,0.8871,173,4.1667,2.2046,688.7292,0.0698,3.125,5.1667,320.4134,193.7984,4.875,69.1683,76.284,12,5,0,16,4,37,0.6736,0.3128,0.6461,0.2895,0.5733,0.0684,6,16.125,4.4026,4.1065,1.9018,3.25,2.4167,3.3253,6.5714,2.25,8.3,0.6667,5.7083,6.9927,28.8889,34.4,1.4142,9.475,2.4349,2.2335,0.9595,3.7022,1.5637,62.0155,10.3359,4,10.3359,74.9354,7.7519,0,67.1835,2.584,25.8398,108.5271,116.2791,193.7984,152.4548,33.5917,43.9276,74.9354,20.6718,465.1163,95.6072,31.0078,41.3437,10.3359,12.9199,0,36.1757,12.9199,85.2713,0,0,134.3669,111.1111,74.6483,88.8889,0.4651,0.1525,0.1938,0.0439,0.0749,18.0879,0.447,0.5763,0.8133,1,0.4483,0.7095,0.5375,0.5254,0.56,0.9412,0.4138,0.6101,0.1806,0.25,0.1562,0.3043,0.192,0.2174,0.1522,0.0356,0.0519,0.0179,0.0346,0
7,17,6,3,382,421,72,50,197,72,27,33,10,30,40,8,38,26,26,26,15,75,23,11,3,3,1.1963,1,178,3.3529,3.0153,741.3021,0.0655,4.2353,6.2941,280.1047,188.4817,5.8824,73.7402,70.9881,11,10,0,22,7,50,0.8331,0.0791,0.8075,0.0847,0.8141,0.0607,2.4286,22.4706,4.3639,4.3351,1.8822,4.4118,2.2941,4.9815,6.4103,0.7143,7.6562,0.697,8.2941,6.8794,16.7513,22.2222,0.9035,10.0593,2.6755,2.5444,1.0729,4.0839,2.3953,44.5026,18.3246,0,0,68.0628,0,0,0,0,68.0628,7.8534,28.7958,104.712,130.8901,188.4817,188.4817,0,0,70.6806,68.0628,60.2094,515.7068,130.8901,28.7958,57.5916,18.3246,26.178,0,26.178,20.9424,39.267,0,0,86.3874,78.534,43.8516,58.1733,0.5157,0.1885,0.1885,0.0707,0.0681,7.8534,0.466,0.6806,0.7222,0.7778,0.5385,0.6798,0.5262,0.6806,0.5833,0.7407,0.5385,0.6358,0,0.7,0.5333,0.8125,0.4485,0.6875,0.1912,0.0465,0.0357,0.0264,0.0349,1
11,20,3,4,259,317,53,29,130,52,12,49,20,39,23,7,19,27,13,13,21,51,5,8,6,4,1.0233,0.9186,155,4.1,2.548,1039.0596,0.0465,2.65,4.3,332.0463,204.6332,4.45,100.2883,77.5692,0,1,2,9,2,14,0.7046,0.1249,0.6775,0.1068,0.6909,0.1066,1.8182,12.95,4.3769,4.3385,1.9344,2.55,2.9,4.4,7.3469,2,8.093,0.3333,5.15,6.7573,37.6923,36.7925,0.7158,8.7263,2.7069,2.6357,1.0867,3.3507,2.342,77.2201,42.471,0,0,104.2471,8,30.888,7,27.027,50.1931,23.166,30.888,88.8031,111.9691,204.6332,200.7722,0,0,46.332,50.1931,19.305,501.9305,54.0541,0,34.749,7.722,3.861,7.722,77.2201,27.027,81.0811,1,3.861,189.1892,150.5792,145.5301,142.056,0.5019,0.2008,0.2046,0.0463,0.0502,15.444,0.5985,0.6731,0.9434,1,0.6923,0.8272,0.6332,0.6731,0.6981,1,0.6923,0.7659,0,0.2222,0.1818,0.3158,0.2526,0.1579,0.1579,0.0213,0.0382,0.0132,0.0295,1
3,9,1,6,119,139,21,12,61,28,6,11,2,11,7,3,7,3,2,6,5,21,6,6,0,0,1.3,1.2,79,4.1111,3.3078,964.5189,0.0494,2.3333,3.3333,252.1008,176.4706,4.7778,95.8546,83.4374,1,3,0,5,0,9,0.7371,0.0504,0.7422,0.0562,0.7133,0.0544,3,13.2222,4.2542,4.2373,1.8319,2.3333,2.2222,6.0541,6.7879,2.8889,8.25,0.5455,5.7778,6.2115,18.0328,19.2982,2.1602,5.2868,2.5251,2.4656,0.9466,2.6574,2.239,75.6303,25.2101,0,0,25.2101,1,8.4034,1,8.4034,16.8067,0,50.4202,58.8235,100.8403,176.4706,235.2941,0,0,50.4202,50.4202,50.4202,512.605,75.6303,8.4034,42.0168,0,25.2101,0,16.8067,25.2101,42.0168,1,8.4034,92.437,92.437,151.5361,162.1697,0.5126,0.2353,0.1765,0.0504,0.0504,0,0.6639,0.8571,1,1,1,0.9643,0.7479,0.8571,0.9524,1,1,0.9524,0,0,0.125,0.125,0.1111,0,0.0833,0,0,0.008,0.0284,1
17,58,8,13,660,803,120,82,319,128,32,68,14,66,61,11,55,47,29,39,42,134,16,20,3,13,1.2885,1.0048,317,2.8448,3.4971,1241.3825,0.0509,2.069,3.5862,315.1515,181.8182,4.1379,68.8649,84.324,9,14,4,21,13,61,0.6182,0.1653,0.5852,0.1469,0.4394,0.0857,3.4118,11.3793,4.3444,4.2915,1.8485,2.3103,2.4655,4.903,6.9213,2.4762,7.8019,0.4103,4.3966,6.6078,21.3166,27.8481,4.1876,13.5314,2.5896,2.4596,1.0172,5.6901,2.3387,87.8788,25.7576,2,3.0303,71.2121,11,16.6667,8,12.1212,43.9394,4.5455,30.303,92.4242,124.2424,181.8182,193.9394,3,4.5455,48.4848,59.0909,24.2424,483.3333,92.4242,13.6364,31.8182,19.697,21.2121,6.0606,21.2121,16.6667,63.6364,1,1.5152,103.0303,100,32.2979,42.1941,0.4833,0.1939,0.1818,0.0485,0.0591,19.697,0.4803,0.6875,0.875,0.9688,0.4359,0.7418,0.5167,0.6641,0.675,0.8438,0.4359,0.6547,0.0229,0.122,0.1324,0.1404,0.0714,0.0877,0.049,0.0206,0.0505,0.0095,0.0342,1
16,85,2,1,1229,1406,224,155,594,226,67,163,48,152,107,33,115,116,108,77,79,236,29,28,12,24,1.2,0.9974,472,3.2471,3.1358,1130.4407,0.0581,2.6353,4.5294,313.2628,182.262,4.6353,83.5778,76.3882,19,25,2,47,22,115,0.7215,0.1543,0.7034,0.1522,0.7276,0.0717,5.3125,14.4588,4.3437,4.1956,1.9284,2.7765,2.0824,4.3872,6.1765,1.4091,7.3616,0.3973,5.0706,6.9907,27.4411,39.1753,3.6864,8.3674,2.6731,2.5724,1.0973,3.2568,2.3181,69.1619,13.0187,1,0.8137,94.3857,7,5.6957,7,5.6957,87.8763,9.764,22.7828,87.0627,126.1188,182.262,183.8893,5,4.0683,54.5159,62.6526,23.5964,483.3198,93.572,15.4597,38.2425,17.9007,20.3417,1.6273,39.0561,26.8511,64.2799,3,2.441,132.6282,123.6778,22.328,31.8758,0.4833,0.1839,0.1823,0.0545,0.0627,19.5281,0.3841,0.6416,0.7054,0.8955,0.3766,0.6548,0.4158,0.5973,0.4911,0.7761,0.3766,0.5603,0.0216,0.087,0.0993,0.25,0.2045,0.0833,0.0697,0.016,0.032,0.014,0.033,1
4,11,9,2,375,403,13,61,30,171,34,14,33,73,13,13,15,36,29,17,5,20,20,66,5,2,6,1.4404,1.0917,184,4.0909,2.55,802.7487,0.0603,5.5455,9.9091,290.6667,162.6667,7.0909,95.4363,54.4673,9,7,0,17,8,41,0.8422,0.0398,0.8473,0.0469,0.8667,0.0127,2.75,34.0909,4.4759,4.2834,1.96,6,2.5455,5.2917,6.2658,2.0435,8,0.4286,12.7273,6.7714,19.883,24.6269,1.479,13.7474,2.5074,2.3423,1.0125,4.9926,2.0954,29.3333,10.6667,0,0,34.6667,0,0,0,0,34.6667,13.3333,53.3333,96,80,162.6667,194.6667,34.6667,45.3333,53.3333,16,456,109.3333,24,45.3333,21.3333,18.6667,0,37.3333,13.3333,40,0,0,90.6667,88,53.0213,65.6717,0.456,0.1947,0.1627,0.0453,0.0533,5.3333,0.4907,0.7945,0.7869,0.8235,0.75,0.7887,0.5253,0.7671,0.623,0.8824,0.75,0.7556,0.1512,0.1429,0.2143,0.5,0.4545,0.2,0.3273,0.0326,0.0323,0.0279,0.0306,0
3,17,6,3,323,361,0,74,47,167,32,4,32,56,29,16,22,44,16,25,1,14,12,78,6,6,8,1.0737,0.9368,180,4.0588,3.3706,940.9509,0.0499,4.3529,5.5882,294.1176,229.1022,5.7059,75.5398,76.0049,12,7,3,17,2,41,0.7446,0.0821,0.7032,0.0881,0.7232,0.0413,5.6667,19,4.3622,4.1579,1.8576,4.5882,2.2353,5.5696,6.1964,2,7.5952,0.4706,6.8235,6.5086,19.1617,24.6154,2.8674,11.7173,2.4104,2.2512,0.91,4.7184,1.9935,52.6316,9.2879,2,6.192,89.7833,9,27.8638,5,15.4799,49.5356,3.096,43.3437,136.2229,145.5108,229.1022,173.3746,0,77.3994,37.1517,24.7678,517.0279,126.935,37.1517,52.6316,6.192,21.6718,9.2879,12.3839,18.5759,68.1115,0,0,99.0712,99.0712,59.3241,76.2087,0.517,0.1734,0.2291,0.0774,0.0372,18.5759,0.5573,0.6964,0.8784,0.84,0.5,0.7287,0.5851,0.6964,0.6216,0.68,0.5,0.6245,0,0.3571,0.1731,0.4375,0.2279,0.3125,0.1618,0.0293,0.0354,0.0171,0.0301,0
4,25,4,1,455,497,7,78,49,221,55,20,44,95,21,21,23,30,28,22,2,21,26,81,12,6,12,1.4104,1.1791,218,4.72,3.1896,999.0457,0.0584,3.12,5.36,294.5055,171.4286,5.24,72.6273,79.0892,7,0,0,24,11,42,0.7994,0.0578,0.7769,0.0753,0.7761,0.0188,6.25,18.2,4.2725,4.0132,1.8198,3.24,1.68,5.6186,6.2527,2.2,7.7879,0.4286,7.08,6.4972,24.8869,26.8293,2.2776,7.9145,2.4514,2.2765,0.969,3.3096,2.0256,54.9451,8.7912,0,0,46.1538,0,0,0,0,46.1538,4.3956,46.1538,65.9341,107.6923,171.4286,208.7912,15.3846,48.3516,57.1429,26.3736,485.7143,92.3077,15.3846,52.7473,24.1758,0,0,43.956,26.3736,50.5495,0,0,120.8791,96.7033,54.6965,58.9655,0.4857,0.2088,0.1714,0.0484,0.0571,13.1868,0.4791,0.6632,0.8333,1,0.5385,0.7588,0.5363,0.5895,0.6282,1,0.5385,0.689,0.0686,0.2381,0.2632,0.2917,0.2867,0.2083,0.23,0.0291,0.0453,0.0179,0.0318,0
