num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_noun,num_lexic_words,num_verb,num_total_prop,num_subord,num_adv,num_inf,num_neg,num_adj,num_indic,num_rare_words,num_rare_verbs,num_dif_rare_words,num_rare_adj,num_proper_noun,num_personal_pronouns,num_rare_nouns,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
19,80.0,2,2,924.0,1146.0,287.0,604.0,204.0,211.0,93.0,62.0,42.0,20.0,51.0,62.0,45.0,39.0,19.0,3.0,37.0,3.0,3.0,0.675,0.5813,480,4.6,1621.675,1086.6584,0.0396,2.55,4.0,346.3203,220.7792,4.475,182.136,8.0,12.0,1.0,71.0,33.0,125.0,4.2105,11.55,6.4696,5.7018,2.8874,2.6375,2.775,5.1024,6.5429,2.7,7.6815,7.7375,7.5832,7.4503,11.6564,1.9889,6.2508,2.9682,2.2362,1.3621,4.4574,2.6988,86.5801,20.5628,0.0,0.0,3.2468,45.4545,100.6494,67.0996,220.7792,310.6061,40.0433,55.1948,67.0996,653.6797,135.2814,8.658,76.8398,35.7143,12.987,1.0823,3.2468,3.2468,42.2078,0.0,0.0,48.7013,20.5628,8.0631,12.6152,0.6537,0.3106,0.2208,0.0552,0.0671,21.645,0.5195,0.6237,0.6078,0.8824,0.6452,0.6898,0.5768,0.4425,0.348,0.6667,0.629,0.5215,0.1142,0.082,0.1325,0.1139,0.0741,0.1139,0.0741,0.0177,0.0503,0.0103,0.0291
22,89.0,4,5,1206.0,1501.0,388.0,799.0,262.0,288.0,135.0,63.0,49.0,18.0,86.0,83.0,59.0,37.0,25.0,6.0,46.0,1.0,14.0,0.7204,0.6043,651,4.7079,4732.9888,1139.7484,0.0338,2.9438,4.7416,349.9171,217.2471,4.7865,324.7312,16.0,24.0,1.0,116.0,29.0,186.0,4.0455,13.5506,6.4551,5.3713,2.8126,3.236,3.3146,5.5451,6.445,2.2295,8.295,9.3371,7.3574,7.3842,12.3153,1.4609,6.7591,2.6119,1.9578,1.1976,5.3274,2.3205,73.7977,18.2421,0.0,0.0,0.8292,40.6302,111.9403,68.8226,217.2471,321.7247,38.1426,71.3101,52.2388,662.5207,154.2289,13.267,96.1857,24.0464,19.9005,0.8292,11.6086,4.9751,30.6799,2.0,1.6584,48.9221,20.7297,6.1229,10.2117,0.6625,0.3217,0.2172,0.0713,0.0522,14.9254,0.5398,0.7062,0.5992,0.7558,0.5556,0.6542,0.5978,0.5206,0.2939,0.5698,0.5556,0.485,0.106,0.2388,0.1698,0.1932,0.0503,0.1932,0.0511,0.021,0.0388,0.0077,0.0241
18,67.0,1,1,997.0,1225.0,232.0,590.0,224.0,237.0,116.0,53.0,36.0,17.0,81.0,77.0,47.0,37.0,21.0,2.0,84.0,0.0,8.0,0.7102,0.6338,534,6.2687,799.209,1019.9384,0.0364,3.3433,4.6866,314.9448,224.674,5.0746,260.3722,20.0,9.0,2.0,109.0,27.0,167.0,3.7222,14.8806,6.4139,5.5237,2.8969,3.5373,3.403,6.4833,5.8141,2.6735,7.2523,10.0597,7.4288,7.9661,12.7273,1.4066,5.9388,2.7837,2.2115,1.3214,4.6227,2.5061,67.2016,18.0542,0.0,0.0,0.0,36.1083,116.349,77.2317,224.674,232.6981,84.2528,81.2437,53.1595,591.7753,167.5025,20.0602,109.328,27.0812,9.0271,2.006,8.0241,2.006,37.1113,0.0,0.0,47.1414,21.0632,7.9901,12.7656,0.5918,0.2327,0.2247,0.0812,0.0532,17.0512,0.5356,0.7198,0.6339,0.7531,0.6604,0.6918,0.5777,0.6078,0.3348,0.6049,0.6604,0.552,0.2658,0.1429,0.1651,0.1667,0.0642,0.1667,0.0642,0.019,0.0351,0.0094,0.0243
24,81.0,1,1,1003.0,1234.0,355.0,678.0,207.0,223.0,99.0,45.0,34.0,22.0,71.0,81.0,56.0,46.0,20.0,2.0,42.0,0.0,8.0,0.6418,0.5515,511,4.4938,1508.7778,952.5868,0.0399,2.5556,4.7901,386.8395,206.3809,4.8148,213.083,13.0,10.0,1.0,90.0,47.0,161.0,3.375,12.3827,6.7508,5.7829,3.0319,2.7531,2.8519,5.5747,6.6225,2.5116,7.7205,8.5432,7.8569,8.2596,12.8205,1.4087,5.9929,3.2145,2.4308,1.5388,4.6243,2.993,80.7577,23.9282,0.0,0.0,0.0,33.8983,98.7039,80.7577,206.3809,353.9382,41.8744,70.7876,44.8654,675.9721,160.5184,12.9611,89.7308,46.8594,9.9701,0.997,7.9761,1.994,45.8624,0.0,0.0,55.8325,19.9402,8.2349,12.7822,0.676,0.3539,0.2064,0.0708,0.0449,21.9342,0.5095,0.5606,0.5362,0.8169,0.6444,0.6395,0.5254,0.3746,0.285,0.5211,0.6,0.4452,0.1058,0.2456,0.1833,0.2375,0.0948,0.2375,0.0951,0.026,0.042,0.0125,0.0297
30,94.0,7,6,1520.0,1862.0,562.0,1003.0,309.0,395.0,167.0,57.0,58.0,18.0,75.0,70.0,57.0,34.0,27.0,7.0,43.0,2.0,14.0,0.5445,0.4538,728,4.9468,2292.9043,1092.6331,0.039,3.2872,6.2128,384.2105,203.2895,5.6277,196.0432,17.0,19.0,4.0,261.0,27.0,328.0,3.1333,16.1702,6.7569,5.7719,3.0447,4.2021,3.6383,7.0355,6.0417,2.6667,7.4749,11.4149,7.8089,5.683,11.5385,1.2311,6.7282,2.9985,2.3509,1.3724,5.0517,2.6927,61.8421,19.7368,0.0,0.0,1.3158,38.1579,109.8684,46.0526,203.2895,369.7368,28.2895,49.3421,37.5,659.8684,215.7895,11.1842,171.7105,17.7632,12.5,2.6316,9.2105,4.6053,22.3684,2.0,1.3158,37.5,17.7632,3.7388,7.5911,0.6599,0.3697,0.2033,0.0493,0.0375,11.8421,0.4789,0.5925,0.5825,0.8667,0.5965,0.6596,0.5355,0.4039,0.3463,0.6133,0.5965,0.49,0.0711,0.2031,0.187,0.2151,0.1455,0.2151,0.1455,0.0203,0.04,0.0115,0.0261
