num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_noun,num_lexic_words,num_verb,num_indic,num_subord,num_total_prop,num_rare_words,num_rare_nouns,num_dif_rare_words,num_adj,num_inf,num_proper_noun,num_neg,num_rare_verbs,num_adv,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,similarity_adjacent_mean,similarity_adjacent_std,similarity_pairs_par_mean,similarity_pairs_par_std,similarity_adjacent_par_mean,similarity_adjacent_par_std,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
4,13.0,3,3,164.0,202.0,65.0,111.0,38.0,7.0,15.0,38.0,7.0,4.0,6.0,4.0,11.0,9.0,6.0,3.0,4.0,0.589,0.4658,113,7.0769,4188.0,1191.7969,0.0384,2.9231,5.6154,445.122,231.7073,4.4615,122.9584,2.0,1.0,0.0,15.0,4.0,22.0,0.6017,0.1424,0.6066,0.1522,0.5768,0.0442,3.25,12.6154,7.1366,5.9938,3.097,2.9231,2.9231,4.32,6.56,2.4444,8.875,9.2308,8.3,6.3063,25.0,1.479,5.1071,2.8752,2.3445,1.2564,3.3318,2.2383,79.2683,24.3902,0.0,0.0,0.0,0.0,67.0732,91.4634,42.6829,231.7073,396.3415,54.878,24.3902,24.3902,676.8293,134.1463,12.1951,91.4634,24.3902,6.0976,0.0,24.3902,0.0,0.0,18.2927,0.0,0.0,42.6829,36.5854,38.453,152.439,0.6768,0.3963,0.2317,0.0244,0.0244,36.5854,0.689,0.7231,0.8947,0.75,1.0,0.8419,0.8415,0.5692,0.7368,0.75,1.0,0.764,0.1216,0.3333,0.3684,0.3333,0.3077,0.3333,0.3077,0.0259,0.0378,0.0291,0.0411
7,28.0,9,9,417.0,528.0,109.0,245.0,92.0,45.0,45.0,103.0,28.0,6.0,13.0,26.0,5.0,45.0,9.0,20.0,18.0,0.7467,0.6267,283,4.4286,490.5714,1577.6564,0.028,3.2857,5.3571,359.7122,220.6235,4.9286,269.1758,6.0,5.0,1.0,48.0,7.0,67.0,0.6072,0.1075,0.5919,0.1396,0.5978,0.0835,4.0,14.8929,6.346,5.3392,2.7943,3.6786,3.9643,6.4603,6.0,2.875,8.2059,10.3571,7.2414,11.4286,15.4762,1.9272,8.7356,2.8309,2.1112,1.3326,5.5434,2.6621,67.1463,16.7866,0.0,0.0,3.0,7.1942,11.9904,107.9137,107.9137,220.6235,261.3909,107.9137,62.3501,43.1655,587.53,160.6715,14.3885,115.1079,16.7866,11.9904,2.3981,14.3885,0.0,0.0,47.9616,2.0,4.7962,67.1463,31.1751,27.4067,37.1132,0.5875,0.2614,0.2206,0.0624,0.0432,21.5827,0.6787,0.8257,0.7065,0.9231,0.9444,0.8499,0.6954,0.6514,0.3804,0.7308,0.9444,0.6767,0.2922,0.1429,0.0727,0.1481,0.0794,0.1111,0.0767,0.0132,0.0239,0.0116,0.0276
5,8.0,5,3,132.0,158.0,39.0,81.0,26.0,5.0,14.0,30.0,7.0,1.0,6.0,8.0,3.0,14.0,2.0,4.0,8.0,0.7255,0.5882,106,7.375,200.75,1729.0834,0.0232,3.25,6.375,386.3636,196.9697,5.375,203.28,2.0,1.0,0.0,16.0,0.0,19.0,0.6324,0.0647,0.6274,0.0983,0.6446,0.0376,1.6,16.5,6.2734,5.3125,2.7744,3.75,3.25,6.8947,7.0,2.4,9.0909,12.25,7.0612,8.642,21.4286,0.4899,8.9582,2.7149,2.0982,1.3186,6.4566,2.5387,60.6061,37.8788,0.0,0.0,0.0,0.0,22.7273,106.0606,37.8788,196.9697,295.4545,106.0606,60.6061,60.6061,613.6364,143.9394,15.1515,121.2121,0.0,7.5758,0.0,7.5758,0.0,0.0,30.303,2.0,15.1515,53.0303,45.4545,65.4697,162.3379,0.6136,0.2955,0.197,0.0606,0.0606,15.1515,0.803,0.8718,0.9615,0.875,0.75,0.8646,0.8106,0.6923,0.6923,0.875,0.75,0.7524,0.2642,0.3333,0.3333,0.1429,0.1786,0.1429,0.1786,0.0053,0.013,0.0125,0.0301
10,22.0,2,4,318.0,385.0,124.0,209.0,49.0,12.0,24.0,56.0,9.0,3.0,8.0,26.0,9.0,16.0,2.0,6.0,10.0,0.8358,0.6567,221,7.3636,2735.9091,1106.0728,0.0288,2.2273,6.0909,421.3836,154.0881,4.7273,169.037,1.0,2.0,0.0,22.0,11.0,36.0,0.6467,0.1026,0.6379,0.0985,0.6633,0.0814,2.2,14.4545,7.0958,6.0543,3.2069,2.5455,3.0455,6.1,5.8312,2.9524,6.9107,11.1364,7.7918,4.3062,12.3077,1.4697,7.3653,2.6555,2.1255,1.2918,6.218,2.4829,69.1824,31.4465,0.0,0.0,0.0,0.0,28.3019,75.4717,37.7358,154.0881,389.9371,50.3145,81.761,31.4465,657.2327,113.2075,3.1447,69.1824,34.5912,6.2893,0.0,9.434,0.0,0.0,18.8679,0.0,0.0,28.3019,25.1572,13.5415,38.7035,0.6572,0.3899,0.1541,0.0818,0.0314,6.2893,0.695,0.75,0.8367,0.7308,0.7,0.7544,0.7767,0.5806,0.6122,0.4615,0.7,0.5886,0.1143,0.0,0.0417,0.1429,0.2294,0.1429,0.2294,0.0178,0.0505,0.0171,0.0327
4,9.0,18,10,227.0,267.0,79.0,161.0,42.0,6.0,25.0,56.0,11.0,5.0,10.0,28.0,9.0,12.0,1.0,5.0,12.0,0.8,0.6333,173,8.0,1.8889,1567.6634,0.0236,4.6667,10.0,396.4758,185.022,6.1111,279.9138,0.0,2.0,0.0,41.0,1.0,44.0,0.727,0.1157,0.7301,0.1091,0.6792,0.1081,2.25,25.2222,7.6816,6.6099,3.3465,6.2222,4.4444,4.5893,7.0833,3.0909,8.2703,19.0,8.8363,6.8323,17.8571,1.6394,17.067,3.7203,2.9244,1.7617,12.4454,3.4211,39.6476,17.6211,0.0,0.0,1.0,4.4053,39.6476,110.1322,26.4317,185.022,348.0176,52.8634,123.348,52.8634,709.2511,193.8326,0.0,180.6167,4.4053,8.8106,0.0,22.0264,1.0,4.4053,22.0264,0.0,0.0,48.4581,44.0529,30.0982,78.6656,0.7093,0.348,0.185,0.1233,0.0529,4.4053,0.7621,0.7848,0.9524,0.9286,0.9167,0.8956,0.7445,0.6203,0.6429,0.7857,0.9167,0.7414,0.1319,0.4,0.5455,0.375,0.3889,0.375,0.3889,0.0197,0.0287,0.0229,0.044
