num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_noun,num_lexic_words,num_total_prop,num_verb,num_inf,num_rare_words,num_rare_verbs,num_dif_rare_words,num_subord,num_adj,num_neg,num_indic,num_adv,num_rare_nouns,num_proper_noun,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,similarity_adjacent_mean,similarity_adjacent_std,similarity_pairs_par_mean,similarity_pairs_par_std,similarity_adjacent_par_mean,similarity_adjacent_par_std,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
8,20.0,4,3,244.0,312.0,80.0,153.0,56.0,45.0,18.0,25.0,18.0,10.0,16.0,18.0,3.0,12.0,10.0,7.0,1.0,0.5556,0.4938,141,3.95,3323.9,909.7891,0.0516,2.25,4.05,331.9672,184.4262,4.0,110.2692,15.0,0.0,0.0,26.0,12.0,53.0,0.596,0.1373,0.5694,0.1533,0.575,0.0809,2.5,12.2,5.7426,5.0,2.6245,2.8,3.4,4.3617,6.8,2.4444,8.0645,7.75,6.6194,16.3399,20.8333,1.3229,7.5339,2.4865,1.8759,1.2079,4.7526,2.4023,81.9672,32.7869,0.0,0.0,0.0,0.0,73.7705,65.5738,49.1803,184.4262,327.8689,4.0984,73.7705,40.9836,627.0492,217.2131,61.4754,106.5574,49.1803,0.0,0.0,28.6885,0.0,0.0,73.7705,0.0,0.0,102.459,40.9836,66.9668,85.3824,0.627,0.3279,0.1844,0.0738,0.041,12.2951,0.5779,0.65,0.6,0.8889,0.6,0.6847,0.709,0.4875,0.4444,0.6667,0.6,0.5496,0.0123,0.3333,0.2727,0.3684,0.2421,0.3684,0.2421,0.0371,0.0427,0.0308,0.048
10,32.0,4,5,381.0,469.0,131.0,268.0,110.0,80.0,18.0,14.0,8.0,11.0,37.0,35.0,3.0,22.0,22.0,5.0,10.0,0.6364,0.5035,243,5.2188,1709.125,1100.2891,0.0343,2.5,4.4688,375.3281,209.9738,4.875,147.7758,5.0,7.0,0.0,61.0,10.0,83.0,0.6226,0.1609,0.589,0.1794,0.5634,0.2091,3.2,11.9062,6.7593,5.6393,3.0497,3.4375,2.75,5.6456,6.3239,3.1,7.5882,8.9375,7.6329,5.2239,13.4146,1.1662,5.3172,2.7056,2.1028,1.1623,3.9206,2.4139,83.9895,26.2467,0.0,0.0,2.0,5.2493,47.2441,97.1129,57.7428,209.9738,343.832,26.2467,91.8635,57.7428,703.4121,217.8478,13.1234,160.105,26.2467,18.3727,0.0,13.1234,1.0,2.6247,20.9974,0.0,0.0,36.7454,28.8714,13.711,35.2089,0.7034,0.3438,0.21,0.0919,0.0577,7.874,0.6378,0.7252,0.7375,0.7714,0.7727,0.7517,0.6693,0.5267,0.4625,0.6571,0.7727,0.6048,0.0709,0.0909,0.1429,0.1613,0.127,0.1613,0.131,0.0179,0.0299,0.013,0.0313
5,14.0,4,3,143.0,175.0,54.0,105.0,35.0,32.0,13.0,14.0,4.0,9.0,12.0,11.0,0.0,4.0,8.0,8.0,1.0,0.6481,0.6111,107,5.8571,10.1429,1441.381,0.0306,2.2857,3.8571,377.6224,223.7762,4.1429,163.592,1.0,5.0,0.0,13.0,0.0,19.0,0.5891,0.1189,0.5921,0.1321,0.6016,0.0261,2.8,10.2143,6.2676,5.4225,2.9167,2.5,2.2857,4.3636,6.5,3.5714,7.4762,7.7143,7.0556,13.3333,22.5,1.6,5.031,2.783,2.1958,1.3044,4.0254,2.5489,97.9021,34.965,0.0,0.0,0.0,0.0,90.9091,83.9161,27.972,223.7762,377.6224,6.993,76.9231,55.9441,734.2657,132.8671,6.993,90.9091,0.0,34.965,0.0,55.9441,0.0,0.0,27.972,2.0,13.986,97.9021,62.9371,93.2399,157.3427,0.7343,0.3776,0.2238,0.0769,0.0559,0.0,0.7483,0.7037,0.9688,1.0,0.875,0.8869,0.8112,0.5185,0.7812,0.7273,0.875,0.7255,0.0182,0.2222,0.3158,0.2308,0.2308,0.2308,0.2308,0.0131,0.0244,0.0202,0.0394
7,14.0,2,3,186.0,217.0,52.0,109.0,39.0,39.0,5.0,2.0,2.0,2.0,16.0,9.0,2.0,10.0,9.0,0.0,12.0,0.6508,0.5714,117,4.4286,774.2143,1062.1321,0.0471,2.7857,4.5,338.7097,209.6774,4.7857,128.7128,5.0,8.0,0.0,17.0,6.0,36.0,0.6635,0.0841,0.6227,0.0974,0.6202,0.0508,2.0,13.2857,6.1824,5.2941,2.6684,2.7857,2.2143,9.6136,4.725,1.9048,7.8421,8.5714,7.0333,1.8349,4.6512,0.7559,3.9538,2.4075,1.7578,1.2092,2.8962,2.1982,75.2688,37.6344,0.0,0.0,0.0,0.0,26.8817,86.0215,53.7634,209.6774,279.5699,64.5161,48.3871,48.3871,586.0215,193.5484,26.8817,91.3978,32.2581,43.0108,0.0,0.0,0.0,0.0,10.7527,0.0,0.0,10.7527,10.7527,9.8651,25.0065,0.586,0.2796,0.2097,0.0484,0.0484,10.7527,0.629,0.7692,0.7692,1.0,1.0,0.8846,0.6989,0.6346,0.6667,0.7778,1.0,0.7698,0.1875,0.4286,0.3333,0.3077,0.2198,0.3077,0.2198,0.0392,0.0591,0.0238,0.041
6,12.0,4,3,171.0,202.0,54.0,115.0,43.0,40.0,7.0,6.0,4.0,3.0,24.0,5.0,3.0,7.0,16.0,2.0,4.0,0.5862,0.5172,122,6.3333,1402.5,908.0851,0.0337,3.3333,4.8333,339.1813,233.9181,5.1667,190.4065,11.0,4.0,0.0,12.0,5.0,32.0,0.7118,0.0643,0.6679,0.0774,0.6853,0.0446,2.0,14.25,6.7636,5.8121,2.9942,3.5833,2.5833,7.2258,6.4667,3.4545,8.2105,10.0833,7.843,5.2174,7.6923,0.8165,5.166,3.0449,2.3756,1.408,3.4024,2.7961,70.1754,35.0877,0.0,0.0,0.0,0.0,40.9357,140.3509,40.9357,233.9181,315.7895,23.3918,29.2398,93.5673,672.5146,187.1345,64.3275,70.1754,29.2398,23.3918,0.0,11.6959,0.0,0.0,23.3918,0.0,0.0,35.0877,17.5439,30.5111,44.9842,0.6725,0.3158,0.2339,0.0292,0.0936,17.5439,0.7135,0.7778,0.85,1.0,0.8125,0.8601,0.8129,0.6296,0.625,0.6,0.8125,0.6668,0.069,0.1667,0.125,0.3636,0.2424,0.3636,0.2424,0.038,0.0458,0.023,0.0382
