num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_proper_noun,num_noun,num_lexic_words,num_total_prop,num_verb,num_indic,num_subord,num_rare_words,num_rare_advb,num_dif_rare_words,num_adv,num_inf,num_adj,num_rare_verbs,num_neg,num_rare_nouns,num_rare_adj,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
6,17.0,3,4,201.0,269.0,12.0,57.0,128.0,59.0,44.0,15.0,18.0,21.0,3.0,17.0,15.0,12.0,12.0,11.0,2.0,4.0,3.0,0.5224,0.4776,150,3.4706,1170.7647,1570.3609,0.0268,2.5882,3.9412,333.3333,218.9055,4.1765,226.2885,6.0,7.0,0.0,30.0,4.0,47.0,2.8333,11.8235,5.7487,5.0804,2.5672,3.4706,4.0,6.275,6.6875,3.375,7.7917,8.0,6.6912,16.4062,27.4194,0.8975,7.4141,2.5097,1.9241,1.1446,5.041,2.3343,84.5771,29.8507,0.0,0.0,0.0,0.0,59.7015,89.5522,74.6269,218.9055,283.5821,59.7015,59.7015,74.6269,636.8159,233.8308,29.8507,149.2537,19.9005,34.8259,0.0,19.9005,14.9254,54.7264,14.9254,104.4776,84.5771,81.6229,136.4149,0.6368,0.2836,0.2189,0.0597,0.0746,9.9502,0.7463,0.8421,0.8636,0.9167,1.0,0.9056,0.801,0.7719,0.5682,0.9167,1.0,0.8142,0.1739,0.1818,0.2222,0.1875,0.1029,0.1875,0.1103,0.0203,0.0309,0.0097,0.0274
7,20.0,1,1,231.0,286.0,5.0,67.0,152.0,51.0,50.0,19.0,24.0,8.0,1.0,7.0,18.0,5.0,17.0,4.0,1.0,2.0,1.0,0.9315,0.7534,162,4.45,671.05,1320.3626,0.0316,2.5,3.65,316.0173,216.4502,4.85,205.6692,0.0,4.0,0.0,18.0,5.0,27.0,2.8571,11.55,6.5899,5.6636,2.9437,2.55,2.75,4.449,7.2051,2.8889,8.5,7.85,7.5924,5.2632,13.7255,0.9897,4.3067,2.8418,2.2743,1.3392,3.1508,2.6299,86.5801,30.303,0.0,0.0,1.0,4.329,21.645,103.8961,82.2511,216.4502,290.0433,21.645,73.5931,77.9221,658.0087,116.8831,0.0,77.9221,21.645,17.316,0.0,8.658,4.329,17.316,4.329,34.632,30.303,22.7844,59.4177,0.658,0.29,0.2165,0.0736,0.0779,4.329,0.7013,0.7313,0.86,0.9412,0.9444,0.8692,0.7359,0.5373,0.52,0.8235,0.9444,0.7063,0.0694,0.2308,0.3182,0.3684,0.1947,0.3684,0.1947,0.0397,0.0529,0.0176,0.0338
7,19.0,6,2,185.0,228.0,2.0,59.0,130.0,46.0,40.0,16.0,14.0,16.0,0.0,10.0,9.0,10.0,22.0,8.0,4.0,4.0,4.0,0.6154,0.5538,133,4.4211,2414.8421,1256.391,0.0318,2.1053,3.4211,351.3514,216.2162,3.7368,203.8936,5.0,1.0,0.0,16.0,5.0,27.0,2.7143,9.7368,6.3778,5.4444,2.8486,2.4211,2.2632,4.6207,6.9583,2.0,7.95,7.0,7.3158,12.3077,31.25,1.4846,4.5055,2.5037,1.8655,1.0949,4.1802,2.0606,102.7027,37.8378,0.0,0.0,4.0,21.6216,54.0541,75.6757,86.4865,216.2162,318.9189,10.8108,118.9189,48.6486,702.7027,145.9459,27.027,86.4865,27.027,5.4054,0.0,21.6216,21.6216,43.2432,0.0,86.4865,54.0541,66.5281,168.9189,0.7027,0.3189,0.2162,0.1189,0.0486,21.6216,0.7189,0.8136,0.8,0.8182,0.8889,0.8302,0.8541,0.678,0.55,0.7273,0.8889,0.7111,0.0328,0.0833,0.0417,0.1667,0.152,0.1667,0.1345,0.0308,0.0413,0.0192,0.0381
6,17.0,2,4,169.0,206.0,6.0,62.0,118.0,34.0,32.0,11.0,10.0,6.0,0.0,5.0,10.0,4.0,14.0,5.0,2.0,1.0,0.0,0.6377,0.4928,124,4.8824,2486.1765,1201.1215,0.0307,1.8824,4.0588,408.284,189.3491,4.0588,144.0164,5.0,4.0,0.0,16.0,6.0,31.0,2.8333,9.9412,6.4364,5.5758,2.858,2.0,2.1765,7.6154,5.5333,2.5385,7.8235,7.2353,7.3496,5.0847,11.3636,1.3437,5.0348,2.6567,1.942,1.1981,3.9037,2.3547,100.5917,35.503,0.0,0.0,1.0,5.9172,23.6686,59.1716,65.0888,189.3491,366.8639,35.503,82.8402,59.1716,698.2249,183.432,29.5858,94.6746,35.503,23.6686,0.0,5.9172,0.0,29.5858,0.0,35.503,29.5858,30.087,67.2402,0.6982,0.3669,0.1893,0.0828,0.0592,11.8343,0.7337,0.9194,0.9062,0.7143,0.8,0.835,0.787,0.7903,0.6562,0.6429,0.8,0.7224,0.0882,0.1818,0.0952,0.125,0.0662,0.125,0.0515,0.0212,0.0475,0.0129,0.0352
6,10.0,2,2,100.0,122.0,4.0,24.0,70.0,23.0,25.0,8.0,10.0,4.0,0.0,3.0,14.0,4.0,7.0,3.0,1.0,1.0,0.0,0.7037,0.6296,86,4.2,112.6,1433.3333,0.0175,2.5,2.7,270.0,250.0,4.3,194.208,4.0,1.0,0.0,3.0,4.0,12.0,1.6667,10.0,6.5941,5.5347,2.88,2.3,2.2,4.7826,5.3125,2.1429,7.7778,7.1,7.4648,5.7143,10.3448,0.4714,3.6332,2.7832,2.1506,1.1856,2.5475,2.7261,100.0,60.0,0.0,0.0,0.0,0.0,40.0,100.0,80.0,250.0,240.0,40.0,70.0,140.0,700.0,120.0,40.0,30.0,40.0,10.0,0.0,10.0,0.0,30.0,0.0,40.0,30.0,57.143,103.448,0.7,0.24,0.25,0.07,0.14,10.0,0.86,0.8333,0.96,0.8571,0.8571,0.8769,0.95,0.7083,0.72,0.8571,0.7857,0.7678,0.1429,0.0,0.0,0.1111,0.1111,0.1111,0.1111,0.0241,0.0345,0.0113,0.0273
