prop,num_punct_in_sentence,num_decendents_noun_phrase,num_modifiers_noun_phrase,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera_incidence,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
3,3,0.8947,0.75,3.75,24.125,1452.5994,0.033,2.0,4.75,402.1164,169.3122,4.625,202.9525,3.2,11.8125,7.5115,6.4368,3.1429,2.25,2.9375,3.9429,7.4,1.0,7.8571,8.4375,8.5556,5.8824,15.0,2.0396,7.0818,3.3127,2.694,1.562,5.511,2.9406,84.6561,26.455,0.0,10.582,47.619,47.619,52.9101,169.3122,359.7884,42.328,74.0741,26.455,629.6296,116.4021,0.0,100.5291,15.873,0.0,0.0,0.0,0.0,37.037,0.0,37.037,31.746,31.1238,79.3651,0.6296,0.3598,0.1693,0.0741,0.0265,15.873,0.709,0.7794,0.875,1.0,1.0,0.9136,0.7672,0.6324,0.625,0.9286,1.0,0.7965,0.1053,0.1818,0.1429,0.2,0.125,0.2,0.1167,0.0227,0.044,0.012,0.0335
7,8,0.6582,0.5654,6.881,166.381,1011.8051,0.0372,2.7381,5.6429,390.4448,189.4563,4.6905,238.5429,2.8,14.4524,6.9504,6.0752,3.0807,3.2381,3.881,4.5231,7.4576,2.45,8.4796,10.2619,8.0557,8.2927,20.0,1.6,8.333,3.1735,2.4047,1.4561,6.1453,2.8548,69.1928,24.7117,0.0,0.0,57.6606,82.3723,42.8336,189.4563,352.5535,52.7183,92.257,41.1862,675.453,172.9819,6.5898,126.8534,26.3591,13.1796,0.0,18.1219,6.5898,28.0066,3.2949,56.0132,32.9489,13.6618,32.9489,0.6755,0.3526,0.1895,0.0923,0.0412,11.5321,0.575,0.6542,0.7478,0.7143,0.64,0.6891,0.6524,0.4393,0.4957,0.4821,0.64,0.5143,0.1301,0.2963,0.193,0.2439,0.1405,0.2439,0.1405,0.0191,0.0315,0.0122,0.0286
3,5,0.8578,0.6127,6.5517,208.3448,1591.9687,0.0272,3.6897,7.0345,444.4444,233.1155,5.6552,302.2513,3.2222,15.8276,7.237,6.2709,3.3159,3.7586,3.2414,7.6449,6.07,2.2424,7.9552,11.6552,8.3609,8.3095,13.6842,1.6851,7.6747,3.2322,2.5442,1.5919,6.166,2.7767,63.1808,19.6078,0.0,0.0,19.6078,119.8257,69.7168,233.1155,440.0871,21.7865,63.1808,23.9651,760.3486,102.3965,8.7146,78.4314,6.5359,8.7146,0.0,13.0719,4.3573,43.573,2.1786,63.1808,28.3224,18.1035,29.8131,0.7603,0.4401,0.2331,0.0632,0.024,8.7146,0.6776,0.7822,0.6449,0.8621,0.9091,0.7996,0.671,0.6386,0.3925,0.7586,0.9091,0.6747,0.0472,0.15,0.1556,0.25,0.1404,0.25,0.1404,0.0356,0.0457,0.0163,0.0297
6,3,0.5698,0.4977,5.0472,2217.3019,981.6886,0.0393,2.9057,4.1887,360.9756,250.4065,4.6887,188.9515,5.3,11.6038,6.7571,5.7621,2.9333,3.0283,3.0189,5.9438,5.8141,2.2727,7.2054,8.2547,7.8857,13.109,17.2414,2.2159,4.9444,3.1671,2.3406,1.3664,3.9455,2.8156,86.1789,16.2602,0.0,0.813,60.9756,126.0163,92.6829,250.4065,330.8943,30.8943,67.4797,52.0325,700.813,182.1138,37.3984,86.9919,50.4065,7.3171,0.0,22.7642,3.252,63.4146,2.439,91.8699,24.3902,10.6577,14.0174,0.7008,0.3309,0.2504,0.0675,0.052,17.0732,0.4959,0.602,0.539,0.8313,0.6406,0.6532,0.587,0.4103,0.289,0.6867,0.6406,0.5067,0.0854,0.1977,0.1913,0.1905,0.0765,0.1905,0.0782,0.028,0.0428,0.0162,0.0333
2,4,0.7645,0.6097,5.2424,1979.6515,1029.7028,0.0328,2.9394,4.697,354.2857,221.7143,5.0303,222.9084,2.8696,13.2576,6.7085,5.8021,2.9737,3.0909,2.7121,7.3743,4.8408,2.0513,7.5949,9.1667,7.7752,4.8059,11.4094,1.5688,6.4861,3.1068,2.4056,1.4336,4.3955,2.9473,75.4286,26.2857,0.0,1.1429,19.4286,106.2857,52.5714,221.7143,293.7143,82.2857,57.1429,45.7143,618.2857,146.2857,16.0,93.7143,24.0,12.5714,0.0,13.7143,1.1429,14.8571,0.0,29.7143,19.4286,5.4925,13.0393,0.6183,0.2937,0.2217,0.0571,0.0457,10.2857,0.576,0.716,0.6495,0.78,0.8,0.7364,0.664,0.5409,0.3608,0.66,0.75,0.5779,0.2188,0.1395,0.1444,0.1385,0.0378,0.1385,0.0387,0.0228,0.0367,0.0066,0.0215
