num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_noun,num_lexic_words,num_adj,num_total_prop,num_rare_words,num_rare_nouns,num_dif_rare_words,num_verb,num_inf,num_subord,num_adv,num_rare_verbs,num_indic,num_neg,num_proper_noun,num_rare_adj,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera,num_impera_incidence,num_personal_pronouns,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
6,15.0,4,3,164.0,194.0,63.0,103.0,5.0,35.0,7.0,3.0,4.0,28.0,7.0,12.0,7.0,3.0,6.0,3.0,1.0,1.0,1.0781,0.7656,113,5.5333,945.2,926.9532,0.0384,1.9333,4.2667,390.2439,176.8293,4.1333,163.0,4.0,1.0,0.0,20.0,7.0,32.0,2.5,10.9333,6.4395,5.4204,2.8598,2.3333,2.0,5.8529,6.0294,1.5714,7.1852,7.3333,7.3,6.7961,11.7647,1.5,6.4649,2.6598,2.186,1.1888,5.0022,2.4552,91.4634,36.5854,0.0,0.0,0.0,0.0,42.6829,73.1707,36.5854,170.7317,384.1463,6.0976,30.4878,42.6829,628.0488,195.122,24.3902,121.9512,42.6829,6.0976,0.0,18.2927,6.0976,18.2927,0.0,0.0,42.6829,24.3902,41.4396,71.736,0.628,0.3841,0.1707,0.0305,0.0427,18.2927,0.689,0.746,0.8571,0.8,0.8571,0.8151,0.7012,0.6508,0.6429,0.6,0.8571,0.6877,0.0156,0.2222,0.2222,0.2857,0.1619,0.2857,0.1619,0.0304,0.0516,0.0194,0.0447
5,6.0,4,2,63.0,75.0,11.0,39.0,10.0,16.0,3.0,0.0,3.0,14.0,7.0,5.0,4.0,2.0,3.0,2.0,0.0,1.0,0.4167,0.4167,49,4.0,2.1667,979.641,0.0382,2.3333,2.0,190.4762,222.2222,3.8333,61.7926,0.0,0.0,0.0,8.0,3.0,11.0,1.2,10.5,6.4444,5.3175,2.8281,2.6667,2.0,2.8333,7.0,1.0,8.5,6.8333,7.8537,7.6923,33.3333,0.4,4.3493,3.0746,2.1442,1.3176,3.3375,2.7369,95.2381,79.3651,0.0,0.0,0.0,0.0,111.1111,79.3651,47.619,222.2222,174.6032,0.0,158.7302,63.4921,619.0476,174.6032,0.0,126.9841,47.619,0.0,0.0,0.0,15.873,31.746,0.0,0.0,47.619,47.619,122.1,529.1,0.619,0.1746,0.2222,0.1587,0.0635,31.746,0.7778,0.9091,0.9286,0.8,0.75,0.8469,0.9206,0.8182,0.8571,0.7,0.75,0.7813,0.0,0.0,0.0,0.2,0.0667,0.4,0.2,0.0813,0.0817,0.0462,0.0617
4,10.0,3,5,126.0,157.0,47.0,89.0,12.0,28.0,4.0,1.0,3.0,26.0,7.0,10.0,4.0,3.0,8.0,3.0,0.0,0.0,0.7872,0.6596,95,6.4,964.2,1050.1853,0.0314,2.6,4.7,373.0159,206.3492,4.4,138.915,1.0,0.0,0.0,14.0,6.0,21.0,2.5,12.6,6.754,5.5873,3.1339,2.8,3.1,7.6774,7.3871,2.0,8.4231,8.8,7.8864,4.4944,10.7143,1.6583,4.8826,2.9105,2.2406,1.3479,3.4871,2.6817,79.3651,31.746,0.0,0.0,0.0,0.0,55.5556,79.3651,63.4921,206.3492,373.0159,0.0,95.2381,31.746,706.3492,166.6667,7.9365,111.1111,47.619,0.0,0.0,7.9365,0.0,23.8095,0.0,0.0,31.746,23.8095,35.6698,85.0341,0.7063,0.373,0.2063,0.0952,0.0317,23.8095,0.754,0.7872,0.8846,1.0,0.75,0.8555,0.7778,0.7021,0.7308,0.75,0.75,0.7332,0.0,0.3333,0.3846,0.4444,0.2,0.4444,0.2,0.0369,0.0468,0.0198,0.0355
7,27.0,8,8,226.0,276.0,75.0,160.0,20.0,67.0,14.0,4.0,10.0,50.0,17.0,25.0,15.0,9.0,8.0,4.0,3.0,1.0,0.4878,0.4634,169,4.4444,188.2222,1530.1705,0.0254,1.8519,3.037,362.8319,221.2389,3.7407,262.5,0.0,5.0,0.0,21.0,4.0,30.0,3.8571,8.3704,6.435,5.4843,2.8546,2.4815,1.8519,3.3659,6.9412,2.8571,8.0,5.7778,7.5449,8.75,18.8679,2.4159,5.369,2.8669,2.0484,1.277,3.6751,2.5302,119.469,30.9735,0.0,0.0,4.0,17.6991,75.2212,110.6195,35.3982,221.2389,331.8584,13.2743,88.4956,66.3717,707.9646,132.7434,0.0,92.9204,17.6991,22.1239,0.0,17.6991,4.4248,39.823,0.0,0.0,61.9469,44.2478,38.7168,83.4863,0.708,0.3319,0.2212,0.0885,0.0664,17.6991,0.7478,0.88,0.86,1.0,0.9333,0.9183,0.8451,0.7867,0.72,0.75,0.9333,0.7975,0.0385,0.1,0.0678,0.1154,0.0456,0.0769,0.037,0.0065,0.0184,0.004,0.0175
5,10.0,2,4,123.0,149.0,42.0,80.0,12.0,25.0,5.0,2.0,3.0,22.0,9.0,6.0,4.0,3.0,6.0,2.0,2.0,0.0,0.7273,0.6364,86,4.4,194.6,945.9571,0.0415,2.2,4.4,357.7236,178.8618,4.0,123.7959,5.0,0.0,0.0,14.0,2.0,21.0,2.0,12.3,6.5678,5.4407,2.9435,2.5,2.6,7.4815,7.64,1.0,8.2174,8.0,7.8,6.25,12.0,1.2649,5.866,2.7199,1.8935,1.1866,4.0,2.3152,81.3008,40.6504,0.0,0.0,0.0,0.0,73.1707,48.7805,48.7805,178.8618,341.4634,16.2602,97.561,32.5203,650.4065,170.7317,40.6504,113.8211,16.2602,0.0,0.0,16.2602,0.0,24.3902,0.0,0.0,40.6504,24.3902,50.813,97.561,0.6504,0.3415,0.1789,0.0976,0.0325,16.2602,0.6992,0.7857,0.7273,0.9167,1.0,0.8574,0.7886,0.7143,0.6364,0.75,1.0,0.7752,0.0455,0.6,0.5556,0.4444,0.2,0.4444,0.2,0.0332,0.043,0.0246,0.0432
