num_paragraphs,num_sentences,prop,num_punct_in_sentence,num_words,num_words_with_punct,num_noun,num_lexic_words,num_total_prop,num_adj,num_verb,num_inf,num_subord,num_rare_words,num_rare_nouns,num_dif_rare_words,num_indic,num_rare_verbs,num_neg,num_adv,num_personal_pronouns,num_proper_noun,num_rare_adj,num_impera,num_decendents_noun_phrase,num_modifiers_noun_phrase,num_different_forms,left_embeddedness,min_wf_per_sentence,honore,maas,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,mean_depth_per_sentence,mtld,causal_connectives,temporal_connectives,conditional_connectives,logical_connectives,adversative_connectives,all_connectives,similarity_adjacent_mean,similarity_adjacent_std,similarity_pairs_par_mean,similarity_pairs_par_std,similarity_adjacent_par_mean,similarity_adjacent_par_std,sentences_per_paragraph_mean,sentences_length_mean,words_length_mean,lemmas_length_mean,num_syllables_words_mean,mean_propositions_per_sentence,num_punct_marks_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,sentences_length_no_stopwords_mean,words_length_no_stopwords_mean,mean_rare,mean_distinct_rare,sentences_per_paragraph_std,sentences_length_std,words_length_std,lemmas_length_std,num_syllables_words_std,sentences_length_no_stopwords_std,words_length_no_stopwords_std,num_sentences_incidence,num_paragraphs_incidence,num_impera_incidence,num_personal_pronouns_incidence,infinitive_incidence,num_subord_incidence,num_indic_incidence,num_verb_incidence,num_noun_incidence,num_proper_noun_incidence,num_adj_incidence,num_adv_incidence,num_lexic_words_incidence,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,num_rare_nouns_incidence,num_rare_adj_incidence,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words_incidence,num_dif_rare_words_incidence,mean_rare_incidence,mean_distinct_rare_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,negation_incidence,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,ratio_proper_nouns_per_nouns,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std
6,13.0,5,3,165.0,200.0,54.0,111.0,41.0,15.0,36.0,13.0,17.0,18.0,3.0,9.0,16.0,14.0,2.0,6.0,2.0,1.0,1.0,1.0,0.6316,0.5789,117,5.7692,5.3846,1037.7825,0.0349,2.7692,4.3846,345.4545,218.1818,5.1538,133.6516,2.0,0.0,0.0,18.0,4.0,24.0,0.6474,0.1043,0.625,0.1079,0.6159,0.0915,2.1667,12.6923,6.5399,5.2761,2.8735,3.1538,2.6923,5.52,6.5217,1.3333,7.3,9.0,7.5043,16.2162,28.125,0.6872,6.0177,2.7319,1.9481,1.2182,3.9807,2.4828,78.7879,36.3636,6.0606,12.1212,78.7879,103.0303,96.9697,218.1818,327.2727,6.0606,90.9091,36.3636,672.7273,145.4545,12.1212,109.0909,24.2424,0.0,0.0,18.1818,6.0606,84.8485,0.0,0.0,109.0909,54.5455,98.28,170.4545,0.6727,0.3273,0.2182,0.0909,0.0364,12.1212,0.7091,0.7407,0.7222,0.9333,0.8333,0.8074,0.8727,0.6481,0.4167,0.8667,0.8333,0.6912,0.0182,0.4286,0.4444,0.3333,0.2308,0.4167,0.2436,0.0383,0.0458,0.029,0.039
7,15.0,2,1,169.0,199.0,62.0,127.0,41.0,11.0,43.0,13.0,17.0,8.0,2.0,7.0,12.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.6129,0.5,129,5.6,2255.7333,1064.4348,0.0263,2.8667,4.1333,366.8639,254.4379,5.1333,205.0533,6.0,2.0,0.0,18.0,1.0,27.0,0.6706,0.1311,0.6256,0.1496,0.6211,0.166,2.1429,11.2667,6.6012,5.6548,2.9647,2.7333,2.0,4.6071,5.0,1.7273,7.4,8.4667,7.2441,6.2992,17.5,0.9897,3.7321,2.5122,1.8126,1.1626,2.8952,2.3434,88.7574,41.4201,0.0,0.0,76.9231,100.5917,71.0059,254.4379,366.8639,0.0,65.0888,65.0888,751.4793,159.7633,35.503,106.5089,5.9172,11.8343,0.0,11.8343,0.0,35.503,0.0,0.0,47.3373,41.4201,37.2734,103.5503,0.7515,0.3669,0.2544,0.0651,0.0651,0.0,0.7633,0.8065,0.8372,0.9091,1.0,0.8882,0.8166,0.5484,0.5814,0.8182,1.0,0.737,0.0,0.125,0.1667,0.2143,0.1048,0.2143,0.1048,0.0222,0.0312,0.0122,0.025
5,12.0,1,1,137.0,163.0,34.0,92.0,34.0,12.0,32.0,7.0,10.0,7.0,0.0,4.0,11.0,6.0,4.0,14.0,0.0,5.0,1.0,0.0,0.7949,0.641,101,3.5833,4042.6667,1269.4634,0.033,2.6667,3.25,284.6715,233.5766,4.5833,159.2521,5.0,4.0,0.0,12.0,6.0,27.0,0.5728,0.1217,0.5605,0.0968,0.546,0.0793,2.4,11.4167,5.985,5.3609,2.6667,2.8333,2.1667,5.5,5.5714,2.7143,7.0,7.6667,6.9457,7.6087,12.5,0.8,4.4245,2.8941,2.1879,1.3424,3.0368,2.795,87.5912,36.4964,0.0,0.0,51.0949,72.9927,80.292,233.5766,248.1752,36.4964,87.5912,102.1898,671.5328,197.0803,36.4964,87.5912,43.7956,29.1971,0.0,0.0,7.2993,43.7956,0.0,0.0,51.0949,29.1971,55.538,91.2409,0.6715,0.2482,0.2336,0.0876,0.1022,29.1971,0.7372,0.8235,0.8438,0.9167,0.8571,0.8603,0.781,0.7353,0.5312,0.8333,0.8571,0.7392,0.1282,0.2857,0.3,0.1818,0.1061,0.1818,0.1061,0.0098,0.0216,0.0111,0.0242
8,14.0,1,2,136.0,166.0,40.0,91.0,36.0,15.0,29.0,5.0,15.0,16.0,7.0,13.0,12.0,7.0,3.0,7.0,1.0,2.0,1.0,0.0,0.6744,0.5349,98,3.0714,43.0,950.3946,0.0359,2.0714,3.0714,316.1765,213.2353,4.2143,110.1632,1.0,2.0,0.0,15.0,6.0,24.0,0.5533,0.1749,0.485,0.2115,0.5293,0.2198,1.75,9.7143,5.8271,4.9545,2.7007,2.5714,2.1429,4.12,6.7619,2.25,7.8235,6.6429,6.7742,17.5824,35.1351,1.0897,5.077,2.2226,1.7532,1.0558,3.8657,1.8673,102.9412,58.8235,0.0,7.3529,36.7647,110.2941,88.2353,213.2353,294.1176,14.7059,110.2941,51.4706,669.1176,176.4706,7.3529,110.2941,44.1176,14.7059,0.0,51.4706,7.3529,51.4706,1.0,7.3529,117.6471,95.5882,129.2824,258.3463,0.6691,0.2941,0.2132,0.1103,0.0515,22.0588,0.7206,0.8,0.7586,0.7333,1.0,0.823,0.8235,0.725,0.4138,0.5333,1.0,0.668,0.0476,0.1667,0.2,0.1538,0.0659,0.1538,0.0659,0.0289,0.0444,0.0209,0.0523
9,20.0,11,10,204.0,253.0,65.0,135.0,51.0,16.0,45.0,12.0,19.0,17.0,6.0,9.0,15.0,11.0,4.0,9.0,1.0,6.0,0.0,0.0,0.5775,0.5352,120,3.4,2006.8,815.1636,0.0533,2.25,3.55,348.0392,220.5882,4.5,75.1842,5.0,0.0,0.0,22.0,13.0,40.0,0.6112,0.1562,0.587,0.1408,0.5969,0.1159,2.2222,10.2,6.0495,5.1238,2.6293,2.55,2.45,3.9706,6.0,0.8333,9.2632,7.25,6.8345,12.5926,25.7143,1.0304,6.1123,2.2924,1.6166,1.0771,5.0978,2.0679,98.0392,44.1176,0.0,4.902,58.8235,93.1373,73.5294,220.5882,318.6275,29.4118,78.4314,44.1176,661.7647,196.0784,24.5098,107.8431,63.7255,0.0,0.0,29.4118,0.0,53.9216,0.0,0.0,83.3333,44.1176,61.7284,126.0505,0.6618,0.3186,0.2206,0.0784,0.0441,19.6078,0.5882,0.5077,0.6667,0.875,0.8889,0.7346,0.6373,0.3538,0.3778,0.75,0.8889,0.5926,0.0845,0.2727,0.3529,0.3684,0.3316,0.3684,0.3316,0.0634,0.102,0.0383,0.0601
